"id","x","y","parent","color"
"Additive manufacturing",2020,27.62,"Digital transition","blue"
"Additive manufacturing",2019,23.94,"Digital transition","blue"
"Additive manufacturing",2018,21.55,"Digital transition","blue"
"Advanced Sustainable Materials",2017,19.85,"Green transition","green"
"Advanced Sustainable Materials",2018,17.92,"Green transition","green"
"Additive manufacturing",2017,17.34,"Digital transition","blue"
"Advanced Sustainable Materials",2016,18.49,"Green transition","green"
"Advanced Sustainable Materials",2014,19.53,"Green transition","green"
"Advanced Sustainable Materials",2013,19.28,"Green transition","green"
"Advanced Sustainable Materials",2015,16.73,"Green transition","green"
"Advanced Sustainable Materials",2019,15.49,"Green transition","green"
"Advanced Sustainable Materials",2012,15.77,"Green transition","green"
"Additive manufacturing",2016,13.53,"Digital transition","blue"
"Biofuels",2012,15.2,"Green transition","green"
"Biofuels",2011,15.84,"Green transition","green"
"Biofuels",2010,15.09,"Green transition","green"
"Biofuels",2013,13.04,"Green transition","green"
"Biofuels",2014,12.13,"Green transition","green"
"Additive manufacturing",2021,27.35,"Digital transition","blue"
"Biofuels",2015,12.16,"Green transition","green"
"Advanced Sustainable Materials",2011,13.62,"Green transition","green"
"Nanotechnology",2010,13.69,"Digital transition","blue"
"Recycling technologies",2014,10.98,"Green transition","green"
"Recycling technologies",2012,11.64,"Green transition","green"
"Advanced Sustainable Materials",2020,11.6,"Green transition","green"
"Advanced Sustainable Materials",2010,13.31,"Green transition","green"
"Biofuels",2016,10.22,"Green transition","green"
"Recycling technologies",2016,10.05,"Green transition","green"
"Recycling technologies",2011,12.26,"Green transition","green"
"Nanotechnology",2012,11.12,"Digital transition","blue"
"Waste management",2017,9.13,"Green transition","green"
"Recycling technologies",2013,11.23,"Green transition","green"
"Recycling technologies",2015,10.41,"Green transition","green"
"Nanotechnology",2013,10.9,"Digital transition","blue"
"Biofuels",2017,8.79,"Green transition","green"
"Recycling technologies",2020,10.71,"Green transition","green"
"Nanotechnology",2011,11.45,"Digital transition","blue"
"Biofuels",2018,8.8,"Green transition","green"
"Nanotechnology",2014,9.83,"Digital transition","blue"
"Nanotechnology",2016,9.1,"Digital transition","blue"
"Recycling technologies",2010,11.8,"Green transition","green"
"Nanotechnology",2017,8.36,"Digital transition","blue"
"Air & Water pollution reduction",2016,8.9,"Green transition","green"
"Recycling technologies",2017,8.29,"Green transition","green"
"Additive manufacturing",2015,9.33,"Digital transition","blue"
"Nanotechnology",2019,8.75,"Digital transition","blue"
"Nanotechnology",2015,9.02,"Digital transition","blue"
"Recycling technologies",2018,7.81,"Green transition","green"
"Biofuels",2019,8.19,"Green transition","green"
"Nanotechnology",2018,7.46,"Digital transition","blue"
"Biofuels",2020,8.83,"Green transition","green"
"Air & Water pollution reduction",2010,9.91,"Green transition","green"
"Air & Water pollution reduction",2017,7.09,"Green transition","green"
"Air & Water pollution reduction",2018,7.18,"Green transition","green"
"Air & Water pollution reduction",2011,9.13,"Green transition","green"
"Air & Water pollution reduction",2015,7.99,"Green transition","green"
"Waste management",2014,7.84,"Green transition","green"
"Waste management",2018,6.91,"Green transition","green"
"Air & Water pollution reduction",2014,7.66,"Green transition","green"
"Waste management",2020,7.8,"Green transition","green"
"Waste management",2012,7.74,"Green transition","green"
"Recycling technologies",2019,7,"Green transition","green"
"Air & Water pollution reduction",2012,7.46,"Green transition","green"
"Air & Water pollution reduction",2019,6.74,"Green transition","green"
"Air & Water pollution reduction",2013,7.43,"Green transition","green"
"Waste management",2013,7.43,"Green transition","green"
"Waste management",2011,7.77,"Green transition","green"
"Waste management",2019,6.53,"Green transition","green"
"Waste management",2016,6.33,"Green transition","green"
"Waste management",2015,6.77,"Green transition","green"
"Biotechnology",2017,5.74,"Green transition","green"
"Advanced Sustainable Materials",2021,14.33,"Green transition","green"
"Waste management",2010,7.54,"Green transition","green"
"Biotechnology",2016,5.25,"Green transition","green"
"Nanotechnology",2020,5.82,"Digital transition","blue"
"Additive manufacturing",2014,5.36,"Digital transition","blue"
"Biotechnology",2019,5.12,"Green transition","green"
"Batteries",2015,5.29,"Green transition","green"
"Batteries",2014,5.18,"Green transition","green"
"Biotechnology",2018,4.62,"Green transition","green"
"Biotechnology",2015,5.25,"Green transition","green"
"Batteries",2019,4.95,"Green transition","green"
"Air & Water pollution reduction",2020,5.31,"Green transition","green"
"Hydrogen",2015,4.89,"Green transition","green"
"Biotechnology",2013,4.95,"Green transition","green"
"Batteries",2012,4.79,"Green transition","green"
"Batteries",2016,4.1,"Green transition","green"
"Batteries",2013,4.47,"Green transition","green"
"Batteries",2017,3.58,"Green transition","green"
"Batteries",2018,3.59,"Green transition","green"
"Biotechnology",2014,3.94,"Green transition","green"
"Biofuels",2021,8.68,"Green transition","green"
"Greenhouse gas capture",2010,4.63,"Green transition","green"
"Hydrogen",2010,4.47,"Green transition","green"
"Batteries",2010,4.42,"Green transition","green"
"Hydrogen",2014,3.63,"Green transition","green"
"Recycling technologies",2021,8.27,"Green transition","green"
"Hydrogen",2012,3.75,"Green transition","green"
"Batteries",2020,3.71,"Green transition","green"
"Additive manufacturing",2013,3.62,"Digital transition","blue"
"Batteries",2011,3.83,"Green transition","green"
"Biotechnology",2020,3.57,"Green transition","green"
"Green transports",2012,3.47,"Green transition","green"
"Green transports",2014,3.28,"Green transition","green"
"Green transports",2011,3.73,"Green transition","green"
"Hydrogen",2013,3.52,"Green transition","green"
"Hydrogen",2011,3.73,"Green transition","green"
"Nanotechnology",2021,7.37,"Digital transition","blue"
"Biotechnology",2012,3.38,"Green transition","green"
"Waste management",2021,7.06,"Green transition","green"
"Biotechnology",2011,3.43,"Green transition","green"
"Hydrogen",2018,2.64,"Green transition","green"
"Solar energy",2014,2.92,"Green transition","green"
"Additive manufacturing",2011,3.28,"Digital transition","blue"
"Hydrogen",2016,2.65,"Green transition","green"
"Hydrogen",2019,2.73,"Green transition","green"
"Additive manufacturing",2012,2.96,"Digital transition","blue"
"Solar energy",2012,2.91,"Green transition","green"
"Hydrogen",2020,2.87,"Green transition","green"
"Solar energy",2011,3.03,"Green transition","green"
"Solar energy",2015,2.69,"Green transition","green"
"Greenhouse gas capture",2012,2.77,"Green transition","green"
"Solar energy",2013,2.76,"Green transition","green"
"Green transports",2013,2.71,"Green transition","green"
"Green transports",2016,2.36,"Green transition","green"
"Greenhouse gas capture",2011,2.88,"Green transition","green"
"Green transports",2018,2.17,"Green transition","green"
"Solar energy",2016,2.28,"Green transition","green"
"Wind energy",2020,2.58,"Green transition","green"
"Air & Water pollution reduction",2021,5.45,"Green transition","green"
"Hydrogen",2017,2.04,"Green transition","green"
"Wind energy",2014,2.21,"Green transition","green"
"Green transports",2010,2.59,"Green transition","green"
"Additive manufacturing",2010,2.53,"Digital transition","blue"
"Biotechnology",2010,2.53,"Green transition","green"
"Green transports",2015,2.11,"Green transition","green"
"Greenhouse gas capture",2017,1.81,"Green transition","green"
"Greenhouse gas capture",2015,2.11,"Green transition","green"
"Wind energy",2019,2.01,"Green transition","green"
"Greenhouse gas capture",2013,2.19,"Green transition","green"
"Greenhouse gas capture",2016,1.9,"Green transition","green"
"Batteries",2021,4.54,"Green transition","green"
"Wind energy",2013,2.14,"Green transition","green"
"Wind energy",2018,1.7,"Green transition","green"
"Wind energy",2012,1.97,"Green transition","green"
"Greenhouse gas capture",2014,1.82,"Green transition","green"
"Green transports",2020,1.88,"Green transition","green"
"Greenhouse gas capture",2018,1.58,"Green transition","green"
"Greenhouse gas capture",2019,1.71,"Green transition","green"
"Solar energy",2018,1.58,"Green transition","green"
"Greenhouse gas capture",2020,1.83,"Green transition","green"
"Solar energy",2020,1.83,"Green transition","green"
"Biotechnology",2021,3.83,"Green transition","green"
"Green transports",2017,1.46,"Green transition","green"
"Green transports",2019,1.62,"Green transition","green"
"Solar energy",2017,1.46,"Green transition","green"
"Solar energy",2019,1.62,"Green transition","green"
"Solar energy",2010,2.05,"Green transition","green"
"Wind energy",2015,1.7,"Green transition","green"
"Wind energy",2017,1.35,"Green transition","green"
"Hydrogen",2021,3.43,"Green transition","green"
"Efficient power & combustion",2011,1.61,"Green transition","green"
"Efficient power & combustion",2012,1.5,"Green transition","green"
"Efficient power & combustion",2010,1.67,"Green transition","green"
"Efficient power & combustion",2015,1.21,"Green transition","green"
"Efficient power & combustion",2016,1.03,"Green transition","green"
"Wind energy",2010,1.35,"Green transition","green"
"Green transports",2021,2.22,"Green transition","green"
"Wind energy",2011,1.06,"Green transition","green"
"Efficient power & combustion",2014,0.89,"Green transition","green"
"Wind energy",2021,2.02,"Green transition","green"
"Cybersecurity",2017,0.73,"Digital transition","blue"
"Efficient power & combustion",2013,0.9,"Green transition","green"
"Water related adaptation technologies",2013,0.9,"Green transition","green"
"Water related adaptation technologies",2017,0.73,"Green transition","green"
"Wind energy",2016,0.79,"Green transition","green"
"Cybersecurity",2020,0.85,"Digital transition","blue"
"Cybersecurity",2018,0.67,"Digital transition","blue"
"Efficient power & combustion",2018,0.67,"Green transition","green"
"Water related adaptation technologies",2018,0.67,"Green transition","green"
"Quantum computers",2012,0.75,"Digital transition","blue"
"Quantum computers",2011,0.81,"Digital transition","blue"
"Solar energy",2021,1.51,"Green transition","green"
"Green buildings",2011,0.71,"Green transition","green"
"Green buildings",2018,0.55,"Green transition","green"
"Other energy storage",2012,0.66,"Green transition","green"
"Other energy storage",2015,0.63,"Green transition","green"
"Quantum computers",2013,0.67,"Digital transition","blue"
"Water related adaptation technologies",2014,0.62,"Green transition","green"
"Water related adaptation technologies",2016,0.58,"Green transition","green"
"Green buildings",2012,0.61,"Green transition","green"
"Greenhouse gas capture",2021,1.31,"Green transition","green"
"Nuclear energy",2012,0.61,"Green transition","green"
"Water related adaptation technologies",2020,0.61,"Green transition","green"
"Water related adaptation technologies",2012,0.61,"Green transition","green"
"Green buildings",2017,0.46,"Green transition","green"
"Quantum computers",2017,0.46,"Digital transition","blue"
"Quantum computers",2018,0.47,"Digital transition","blue"
"Water related adaptation technologies",2011,0.61,"Green transition","green"
"Cybersecurity",2019,0.47,"Digital transition","blue"
"Green buildings",2014,0.49,"Green transition","green"
"Other energy storage",2014,0.49,"Green transition","green"
"Other energy storage",2017,0.42,"Green transition","green"
"Other energy storage",2011,0.55,"Green transition","green"
"Quantum computers",2014,0.49,"Digital transition","blue"
"Quantum computers",2016,0.46,"Digital transition","blue"
"Efficient power & combustion",2017,0.39,"Green transition","green"
"Green buildings",2010,0.54,"Green transition","green"
"Other energy storage",2010,0.54,"Green transition","green"
"Other energy storage",2016,0.41,"Green transition","green"
"Water related adaptation technologies",2019,0.43,"Green transition","green"
"Augmented reality",2020,0.42,"Digital transition","blue"
"Efficient power & combustion",2019,0.38,"Green transition","green"
"Green buildings",2013,0.43,"Green transition","green"
"Quantum computers",2019,0.38,"Digital transition","blue"
"Autonomous robots",2018,0.32,"Digital transition","blue"
"Cybersecurity",2016,0.33,"Digital transition","blue"
"Green buildings",2015,0.36,"Green transition","green"
"Nuclear energy",2013,0.38,"Green transition","green"
"Other energy storage",2013,0.38,"Green transition","green"
"Other energy storage",2019,0.34,"Green transition","green"
"Quantum computers",2010,0.43,"Digital transition","blue"
"Water related adaptation technologies",2015,0.36,"Green transition","green"
"Autonomous vehicles",2016,0.29,"Digital transition","blue"
"Blockchain",2020,0.33,"Digital transition","blue"
"Cybersecurity",2021,0.71,"Digital transition","blue"
"Green buildings",2016,0.29,"Green transition","green"
"Green buildings",2019,0.3,"Green transition","green"
"Nuclear energy",2011,0.35,"Green transition","green"
"Other energy storage",2018,0.28,"Green transition","green"
"Augmented reality",2019,0.26,"Digital transition","blue"
"Autonomous robots",2019,0.26,"Digital transition","blue"
"Autonomous vehicles",2018,0.24,"Digital transition","blue"
"Autonomous vehicles",2020,0.28,"Digital transition","blue"
"Augmented reality",2017,0.19,"Digital transition","blue"
"Augmented reality",2016,0.21,"Digital transition","blue"
"Augmented reality",2021,0.5,"Digital transition","blue"
"Autonomous robots",2016,0.21,"Digital transition","blue"
"Autonomous robots",2020,0.23,"Digital transition","blue"
"Green buildings",2020,0.23,"Green transition","green"
"Nuclear energy",2019,0.21,"Green transition","green"
"Quantum computers",2015,0.22,"Digital transition","blue"
"Artificial intelligence",2019,0.17,"Digital transition","blue"
"Augmented reality",2015,0.18,"Digital transition","blue"
"Autonomous vehicles",2014,0.18,"Digital transition","blue"
"Autonomous vehicles",2019,0.17,"Digital transition","blue"
"Cybersecurity",2015,0.18,"Digital transition","blue"
"Internet of things",2020,0.19,"Digital transition","blue"
"Nuclear energy",2016,0.17,"Green transition","green"
"Nuclear energy",2010,0.22,"Green transition","green"
"Nuclear energy",2020,0.19,"Green transition","green"
"Nuclear energy",2015,0.18,"Green transition","green"
"Water related adaptation technologies",2010,0.22,"Green transition","green"
"Artificial intelligence",2020,0.14,"Digital transition","blue"
"Artificial intelligence",2021,0.3,"Digital transition","blue"
"Augmented reality",2014,0.13,"Digital transition","blue"
"Augmented reality",2018,0.12,"Digital transition","blue"
"Augmented reality",2013,0.14,"Digital transition","blue"
"Autonomous robots",2014,0.13,"Digital transition","blue"
"Cloud computing",2020,0.14,"Digital transition","blue"
"Cybersecurity",2012,0.14,"Digital transition","blue"
"Cybersecurity",2013,0.14,"Digital transition","blue"
"Cybersecurity",2010,0.16,"Digital transition","blue"
"Efficient power & combustion",2020,0.14,"Green transition","green"
"Internet of things",2018,0.12,"Digital transition","blue"
"Nuclear energy",2018,0.12,"Green transition","green"
"Nuclear energy",2017,0.12,"Green transition","green"
"Other energy storage",2020,0.14,"Green transition","green"
"Artificial intelligence",2012,0.09,"Digital transition","blue"
"Artificial intelligence",2018,0.08,"Digital transition","blue"
"Autonomous robots",2010,0.11,"Digital transition","blue"
"Autonomous robots",2015,0.09,"Digital transition","blue"
"Autonomous robots",2013,0.1,"Digital transition","blue"
"Autonomous vehicles",2010,0.11,"Digital transition","blue"
"Autonomous vehicles",2013,0.1,"Digital transition","blue"
"Autonomous vehicles",2021,0.2,"Digital transition","blue"
"Blockchain",2017,0.08,"Digital transition","blue"
"Cloud computing",2018,0.08,"Digital transition","blue"
