"id","x","y","parent","color"
"Solar energy",2012,1329,"Green transition","green"
"Solar energy",2013,1209,"Green transition","green"
"Solar energy",2011,1185,"Green transition","green"
"Solar energy",2014,1183,"Green transition","green"
"Solar energy",2010,1097,"Green transition","green"
"Solar energy",2015,1043,"Green transition","green"
"Solar energy",2016,937,"Green transition","green"
"Solar energy",2018,897,"Green transition","green"
"Solar energy",2017,853,"Green transition","green"
"Solar energy",2019,794,"Green transition","green"
"Solar energy",2020,695,"Green transition","green"
"Wind energy",2020,581,"Green transition","green"
"Wind energy",2012,570,"Green transition","green"
"Wind energy",2013,539,"Green transition","green"
"Wind energy",2018,533,"Green transition","green"
"Wind energy",2019,514,"Green transition","green"
"Wind energy",2014,495,"Green transition","green"
"Wind energy",2011,470,"Green transition","green"
"Wind energy",2017,451,"Green transition","green"
"Wind energy",2015,432,"Green transition","green"
"Wind energy",2010,422,"Green transition","green"
"Wind energy",2016,349,"Green transition","green"
"Solar energy",2021,330,"Green transition","green"
"Green buildings",2012,213,"Green transition","green"
"Wind energy",2021,206,"Green transition","green"
"Green buildings",2011,202,"Green transition","green"
"Green buildings",2010,184,"Green transition","green"
"Green buildings",2013,165,"Green transition","green"
"Green buildings",2015,141,"Green transition","green"
"Marine & hydro energy",2013,133,"Green transition","green"
"Marine & hydro energy",2014,128,"Green transition","green"
"Marine & hydro energy",2010,127,"Green transition","green"
"Green buildings",2014,124,"Green transition","green"
"Marine & hydro energy",2015,124,"Green transition","green"
"Marine & hydro energy",2012,123,"Green transition","green"
"Green buildings",2018,117,"Green transition","green"
"Marine & hydro energy",2011,117,"Green transition","green"
"Green buildings",2016,116,"Green transition","green"
"Smart grids",2018,116,"Digital transition","blue"
"Batteries",2012,111,"Green transition","green"
"Batteries",2014,111,"Green transition","green"
"Smart grids",2014,111,"Digital transition","blue"
"Smart grids",2019,109,"Digital transition","blue"
"Batteries",2015,108,"Green transition","green"
"Smart grids",2015,101,"Digital transition","blue"
"Batteries",2011,98,"Green transition","green"
"Green buildings",2017,98,"Green transition","green"
"Batteries",2016,97,"Green transition","green"
"Green buildings",2020,97,"Green transition","green"
"Smart grids",2012,96,"Digital transition","blue"
"Batteries",2013,92,"Green transition","green"
"Green buildings",2019,92,"Green transition","green"
"Smart grids",2013,92,"Digital transition","blue"
"Batteries",2019,91,"Green transition","green"
"Marine & hydro energy",2016,89,"Green transition","green"
"Marine & hydro energy",2017,83,"Green transition","green"
"Batteries",2018,82,"Green transition","green"
"Smart grids",2017,79,"Digital transition","blue"
"Smart grids",2016,70,"Digital transition","blue"
"Marine & hydro energy",2019,69,"Green transition","green"
"Biofuels",2012,68,"Green transition","green"
"Marine & hydro energy",2018,68,"Green transition","green"
"Smart grids",2020,67,"Digital transition","blue"
"Batteries",2010,66,"Green transition","green"
"Green transports",2012,65,"Green transition","green"
"Batteries",2020,62,"Green transition","green"
"Smart grids",2011,61,"Digital transition","blue"
"Batteries",2017,60,"Green transition","green"
"Biofuels",2013,60,"Green transition","green"
"Smart grids",2010,57,"Digital transition","blue"
"Biofuels",2011,55,"Green transition","green"
"Advanced Sustainable Materials",2013,54,"Green transition","green"
"Biofuels",2010,54,"Green transition","green"
"Green transports",2018,53,"Green transition","green"
"Green transports",2014,52,"Green transition","green"
"Green transports",2016,51,"Green transition","green"
"Nanotechnology",2012,50,"Digital transition","blue"
"Quantum computers",2012,49,"Digital transition","blue"
"Advanced Sustainable Materials",2017,48,"Green transition","green"
"Green buildings",2021,47,"Green transition","green"
"Marine & hydro energy",2020,46,"Green transition","green"
"Quantum computers",2014,45,"Digital transition","blue"
"Advanced Sustainable Materials",2012,44,"Green transition","green"
"Green transports",2013,44,"Green transition","green"
"Green transports",2017,43,"Green transition","green"
"Nanotechnology",2011,41,"Digital transition","blue"
"Advanced Sustainable Materials",2019,39,"Green transition","green"
"Biofuels",2015,39,"Green transition","green"
"Green transports",2020,39,"Green transition","green"
"Quantum computers",2017,39,"Digital transition","blue"
"Quantum computers",2011,39,"Digital transition","blue"
"Quantum computers",2015,39,"Digital transition","blue"
"Green transports",2015,38,"Green transition","green"
"Other energy storage",2013,38,"Green transition","green"
"Quantum computers",2016,38,"Digital transition","blue"
"Geothermal energy",2011,37,"Green transition","green"
"Green transports",2019,37,"Green transition","green"
"Green transports",2011,37,"Green transition","green"
"Quantum computers",2010,37,"Digital transition","blue"
"Advanced Sustainable Materials",2011,35,"Green transition","green"
"Other energy storage",2014,35,"Green transition","green"
"Other energy storage",2012,35,"Green transition","green"
"Biofuels",2014,34,"Green transition","green"
"Nanotechnology",2010,34,"Digital transition","blue"
"Nanotechnology",2013,33,"Digital transition","blue"
"Other energy storage",2011,33,"Green transition","green"
"Other energy storage",2015,33,"Green transition","green"
"Advanced Sustainable Materials",2014,32,"Green transition","green"
"Batteries",2021,32,"Green transition","green"
"Hydrogen",2015,32,"Green transition","green"
"Nanotechnology",2014,32,"Digital transition","blue"
"Quantum computers",2018,31,"Digital transition","blue"
"Advanced Sustainable Materials",2010,30,"Green transition","green"
"Hydrogen",2020,30,"Green transition","green"
"Quantum computers",2013,30,"Digital transition","blue"
"Biofuels",2018,29,"Green transition","green"
"Green transports",2010,29,"Green transition","green"
"Other energy storage",2016,29,"Green transition","green"
"Efficient power & combustion",2014,28,"Green transition","green"
"Other energy storage",2010,27,"Green transition","green"
"Marine & hydro energy",2021,26,"Green transition","green"
"Quantum computers",2019,26,"Digital transition","blue"
"Biofuels",2016,25,"Green transition","green"
"Efficient power & combustion",2020,25,"Green transition","green"
"Hydrogen",2019,25,"Green transition","green"
"Advanced Sustainable Materials",2018,24,"Green transition","green"
"Hydrogen",2011,24,"Green transition","green"
"Smart grids",2021,24,"Digital transition","blue"
"Efficient power & combustion",2016,23,"Green transition","green"
"Nanotechnology",2018,23,"Digital transition","blue"
"Advanced Sustainable Materials",2016,22,"Green transition","green"
"Advanced Sustainable Materials",2020,22,"Green transition","green"
"Efficient power & combustion",2019,22,"Green transition","green"
"Efficient power & combustion",2013,22,"Green transition","green"
"Efficient power & combustion",2015,22,"Green transition","green"
"Geothermal energy",2014,22,"Green transition","green"
"Geothermal energy",2012,22,"Green transition","green"
"Hydrogen",2013,22,"Green transition","green"
"Other energy storage",2019,22,"Green transition","green"
"Advanced Sustainable Materials",2015,21,"Green transition","green"
"Geothermal energy",2013,21,"Green transition","green"
"Efficient power & combustion",2010,20,"Green transition","green"
"Efficient power & combustion",2012,20,"Green transition","green"
"Geothermal energy",2015,20,"Green transition","green"
"Hydrogen",2014,20,"Green transition","green"
"Hydrogen",2018,20,"Green transition","green"
"Geothermal energy",2018,19,"Green transition","green"
"Geothermal energy",2017,19,"Green transition","green"
"Nanotechnology",2017,19,"Digital transition","blue"
"Geothermal energy",2010,18,"Green transition","green"
"Hydrogen",2017,18,"Green transition","green"
