"id","x","y","parent","color"
"Advanced Sustainable Materials",2018,32.42,"Green transition","green"
"Advanced Sustainable Materials",2017,31.7,"Green transition","green"
"Advanced Sustainable Materials",2019,30.46,"Green transition","green"
"Advanced Sustainable Materials",2016,29.7,"Green transition","green"
"Advanced Sustainable Materials",2014,24.83,"Green transition","green"
"Advanced Sustainable Materials",2015,26.82,"Green transition","green"
"Advanced Sustainable Materials",2013,24.1,"Green transition","green"
"Advanced Sustainable Materials",2020,26.69,"Green transition","green"
"Advanced Sustainable Materials",2012,21.06,"Green transition","green"
"Advanced Sustainable Materials",2011,18,"Green transition","green"
"Biofuels",2014,12.75,"Green transition","green"
"Biofuels",2012,14.42,"Green transition","green"
"Batteries",2019,12.86,"Green transition","green"
"Biofuels",2013,13.17,"Green transition","green"
"Biofuels",2011,15.48,"Green transition","green"
"Batteries",2014,10.52,"Green transition","green"
"Advanced Sustainable Materials",2010,16.84,"Green transition","green"
"Biofuels",2015,12.17,"Green transition","green"
"Recycling technologies",2014,10.12,"Green transition","green"
"Biofuels",2010,16.02,"Green transition","green"
"Batteries",2017,10.44,"Green transition","green"
"Advanced Sustainable Materials",2021,25.61,"Green transition","green"
"Batteries",2020,12.94,"Green transition","green"
"Biofuels",2016,10.53,"Green transition","green"
"Batteries",2016,10.37,"Green transition","green"
"Recycling technologies",2020,12.63,"Green transition","green"
"Biofuels",2017,10.08,"Green transition","green"
"Recycling technologies",2012,11.2,"Green transition","green"
"Batteries",2018,10.26,"Green transition","green"
"Recycling technologies",2013,10.56,"Green transition","green"
"Recycling technologies",2016,10.19,"Green transition","green"
"Recycling technologies",2018,10.09,"Green transition","green"
"Recycling technologies",2017,9.75,"Green transition","green"
"Air & Water pollution reduction",2016,9.83,"Green transition","green"
"Biofuels",2018,9.79,"Green transition","green"
"Batteries",2013,10.07,"Green transition","green"
"Recycling technologies",2011,12.02,"Green transition","green"
"Air & Water pollution reduction",2014,8.79,"Green transition","green"
"Recycling technologies",2019,9.59,"Green transition","green"
"Batteries",2015,10.14,"Green transition","green"
"Recycling technologies",2015,10.07,"Green transition","green"
"Air & Water pollution reduction",2019,9.38,"Green transition","green"
"Air & Water pollution reduction",2017,9.13,"Green transition","green"
"Air & Water pollution reduction",2018,9.25,"Green transition","green"
"Biofuels",2019,9.22,"Green transition","green"
"Batteries",2012,9.92,"Green transition","green"
"Waste management",2019,9.1,"Green transition","green"
"Waste management",2017,8.65,"Green transition","green"
"Waste management",2014,7.99,"Green transition","green"
"Waste management",2020,10.69,"Green transition","green"
"Air & Water pollution reduction",2012,9.47,"Green transition","green"
"Air & Water pollution reduction",2015,9.24,"Green transition","green"
"Recycling technologies",2010,12.66,"Green transition","green"
"Biofuels",2020,10.54,"Green transition","green"
"Air & Water pollution reduction",2013,8.77,"Green transition","green"
"Air & Water pollution reduction",2011,10.32,"Green transition","green"
"Waste management",2018,8.06,"Green transition","green"
"Waste management",2013,7.94,"Green transition","green"
"Air & Water pollution reduction",2010,10.8,"Green transition","green"
"Waste management",2016,7.32,"Green transition","green"
"Waste management",2012,7.61,"Green transition","green"
"Waste management",2015,7.3,"Green transition","green"
"Air & Water pollution reduction",2020,8.19,"Green transition","green"
"Batteries",2011,8.1,"Green transition","green"
"Waste management",2011,7.97,"Green transition","green"
"Batteries",2021,14.68,"Green transition","green"
"Batteries",2010,8.5,"Green transition","green"
"Hydrogen",2014,5.2,"Green transition","green"
"Waste management",2010,8.36,"Green transition","green"
"Recycling technologies",2021,13.46,"Green transition","green"
"Solar energy",2012,5.88,"Green transition","green"
"Hydrogen",2013,5.36,"Green transition","green"
