"id","parent","value","color","share"
"Additive manufacturing","Digital transition",182,"blue",0.54
"Artificial intelligence","Digital transition",1249,"blue",3.68
"Augmented reality","Digital transition",468,"blue",1.38
"Autonomous robots","Digital transition",31,"blue",0.09
"Autonomous vehicles","Digital transition",1883,"blue",5.54
"Blockchain","Digital transition",4618,"blue",13.6
"Cloud computing","Digital transition",2662,"blue",7.84
"Cybersecurity","Digital transition",11154,"blue",32.84
"Internet of things","Digital transition",10447,"blue",30.76
"Nanotechnology","Digital transition",30,"blue",0.09
"Quantum computers","Digital transition",242,"blue",0.71
"Smart grids","Digital transition",1002,"blue",2.95
