"id","parent","value","color","share"
"Additive manufacturing","Digital transition",6,"blue",0.02
"Advanced Sustainable Materials","Green transition",50,"green",0.21
"Air & Water pollution reduction","Green transition",3,"green",0.01
"Artificial intelligence","Digital transition",399,"blue",1.66
"Augmented reality","Digital transition",286,"blue",1.19
"Autonomous robots","Digital transition",18,"blue",0.07
"Autonomous vehicles","Digital transition",1650,"blue",6.86
"Batteries","Green transition",145,"green",0.6
"Biofuels","Green transition",1,"green",0
"Blockchain","Digital transition",3150,"blue",13.1
"Cloud computing","Digital transition",1527,"blue",6.35
"Cybersecurity","Digital transition",8662,"blue",36.03
"Efficient power & combustion","Green transition",2,"green",0.01
"Green buildings","Green transition",8,"green",0.03
"Green transports","Green transition",141,"green",0.59
"Hydrogen","Green transition",1,"green",0
"Internet of things","Digital transition",7501,"blue",31.2
"Marine & hydro energy","Green transition",1,"green",0
"Nanotechnology","Digital transition",4,"blue",0.02
"Quantum computers","Digital transition",124,"blue",0.52
"Recycling technologies","Green transition",2,"green",0.01
"Smart grids","Digital transition",307,"blue",1.28
"Solar energy","Green transition",30,"green",0.12
"Waste management","Green transition",2,"green",0.01
"Water related adaptation technologies","Green transition",11,"green",0.05
"Wind energy","Green transition",10,"green",0.04
