"id","x","y","parent","color"
"Advanced Sustainable Materials",2017,333,"Green transition","green"
"Advanced Sustainable Materials",2019,332,"Green transition","green"
"Advanced Sustainable Materials",2018,311,"Green transition","green"
"Air & Water pollution reduction",2018,288,"Green transition","green"
"Air & Water pollution reduction",2014,287,"Green transition","green"
"Air & Water pollution reduction",2019,287,"Green transition","green"
"Advanced Sustainable Materials",2016,285,"Green transition","green"
"Advanced Sustainable Materials",2015,276,"Green transition","green"
"Air & Water pollution reduction",2015,273,"Green transition","green"
"Air & Water pollution reduction",2017,271,"Green transition","green"
"Advanced Sustainable Materials",2020,267,"Green transition","green"
"Air & Water pollution reduction",2012,266,"Green transition","green"
"Air & Water pollution reduction",2016,265,"Green transition","green"
"Air & Water pollution reduction",2020,263,"Green transition","green"
"Advanced Sustainable Materials",2013,262,"Green transition","green"
"Advanced Sustainable Materials",2014,258,"Green transition","green"
"Advanced Sustainable Materials",2012,243,"Green transition","green"
"Air & Water pollution reduction",2013,234,"Green transition","green"
"Green buildings",2011,211,"Green transition","green"
"Green buildings",2012,203,"Green transition","green"
"Green buildings",2013,200,"Green transition","green"
"Advanced Sustainable Materials",2011,190,"Green transition","green"
"Autonomous vehicles",2019,185,"Digital transition","blue"
"Water related adaptation technologies",2018,182,"Green transition","green"
"Air & Water pollution reduction",2011,176,"Green transition","green"
"Green buildings",2018,170,"Green transition","green"
"Air & Water pollution reduction",2010,169,"Green transition","green"
"Green buildings",2020,169,"Green transition","green"
"Green buildings",2019,168,"Green transition","green"
"Water related adaptation technologies",2019,163,"Green transition","green"
"Green buildings",2014,156,"Green transition","green"
"Advanced Sustainable Materials",2010,152,"Green transition","green"
"Green buildings",2015,150,"Green transition","green"
"Water related adaptation technologies",2020,149,"Green transition","green"
"Green buildings",2016,146,"Green transition","green"
"Green buildings",2017,144,"Green transition","green"
"Water related adaptation technologies",2017,140,"Green transition","green"
"Green buildings",2010,132,"Green transition","green"
"Water related adaptation technologies",2016,132,"Green transition","green"
"Advanced Sustainable Materials",2021,131,"Green transition","green"
"Air & Water pollution reduction",2021,128,"Green transition","green"
"Green transports",2015,116,"Green transition","green"
"Autonomous vehicles",2017,115,"Digital transition","blue"
"Solar energy",2012,115,"Green transition","green"
"Autonomous vehicles",2018,114,"Digital transition","blue"
"Solar energy",2013,112,"Green transition","green"
"Autonomous vehicles",2020,111,"Digital transition","blue"
"Solar energy",2019,110,"Green transition","green"
"Solar energy",2011,108,"Green transition","green"
"Water related adaptation technologies",2012,107,"Green transition","green"
"Solar energy",2018,102,"Green transition","green"
"Green transports",2014,101,"Green transition","green"
"Green transports",2013,101,"Green transition","green"
"Water related adaptation technologies",2011,99,"Green transition","green"
"Water related adaptation technologies",2014,97,"Green transition","green"
"Water related adaptation technologies",2015,96,"Green transition","green"
"Autonomous vehicles",2016,95,"Digital transition","blue"
"Wind energy",2020,95,"Green transition","green"
"Solar energy",2020,94,"Green transition","green"
"Solar energy",2014,93,"Green transition","green"
"Water related adaptation technologies",2013,91,"Green transition","green"
"Wind energy",2019,91,"Green transition","green"
"Batteries",2019,90,"Green transition","green"
"Solar energy",2010,90,"Green transition","green"
"Wind energy",2011,86,"Green transition","green"
"Green transports",2012,85,"Green transition","green"
"Wind energy",2013,85,"Green transition","green"
"Wind energy",2012,83,"Green transition","green"
"Batteries",2020,82,"Green transition","green"
"Wind energy",2014,82,"Green transition","green"
"Water related adaptation technologies",2010,81,"Green transition","green"
"Wind energy",2018,81,"Green transition","green"
"Batteries",2012,78,"Green transition","green"
"Batteries",2013,75,"Green transition","green"
"Internet of things",2019,75,"Digital transition","blue"
"Solar energy",2016,75,"Green transition","green"
"Autonomous vehicles",2015,73,"Digital transition","blue"
"Solar energy",2017,73,"Green transition","green"
"Wind energy",2015,73,"Green transition","green"
"Solar energy",2015,72,"Green transition","green"
"Green transports",2016,71,"Green transition","green"
"Batteries",2014,69,"Green transition","green"
"Recycling technologies",2019,67,"Green transition","green"
"Wind energy",2016,67,"Green transition","green"
"Batteries",2015,63,"Green transition","green"
"Internet of things",2020,62,"Digital transition","blue"
"Recycling technologies",2015,62,"Green transition","green"
"Wind energy",2017,62,"Green transition","green"
"Green transports",2019,61,"Green transition","green"
"Water related adaptation technologies",2021,61,"Green transition","green"
"Batteries",2017,59,"Green transition","green"
"Batteries",2016,59,"Green transition","green"
"Batteries",2011,58,"Green transition","green"
"Batteries",2018,58,"Green transition","green"
"Green transports",2011,58,"Green transition","green"
"Recycling technologies",2012,58,"Green transition","green"
"Green transports",2020,57,"Green transition","green"
"Recycling technologies",2014,57,"Green transition","green"
"Green transports",2018,56,"Green transition","green"
"Biofuels",2017,55,"Green transition","green"
"Green buildings",2021,55,"Green transition","green"
"Recycling technologies",2016,55,"Green transition","green"
