"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",307,"green",10.16
"Air & Water pollution reduction","Green transition",167,"green",5.53
"Batteries","Green transition",37,"green",1.22
"Biofuels","Green transition",103,"green",3.41
"Biotechnology","Green transition",1860,"green",61.55
"Efficient power & combustion","Green transition",2,"green",0.07
"Green buildings","Green transition",58,"green",1.92
"Green transports","Green transition",18,"green",0.6
"Greenhouse gas capture","Green transition",10,"green",0.33
"Hydrogen","Green transition",11,"green",0.36
"Marine & hydro energy","Green transition",6,"green",0.2
"Other energy storage","Green transition",6,"green",0.2
"Recycling technologies","Green transition",77,"green",2.55
"Solar energy","Green transition",49,"green",1.62
"Waste management","Green transition",136,"green",4.5
"Water related adaptation technologies","Green transition",173,"green",5.72
"Wind energy","Green transition",2,"green",0.07
