"id","parent","value","color","share"
"Additive manufacturing","Digital transition",6,"blue",0.03
"Artificial intelligence","Digital transition",399,"blue",1.69
"Augmented reality","Digital transition",286,"blue",1.21
"Autonomous robots","Digital transition",18,"blue",0.08
"Autonomous vehicles","Digital transition",1650,"blue",6.98
"Blockchain","Digital transition",3150,"blue",13.33
"Cloud computing","Digital transition",1527,"blue",6.46
"Cybersecurity","Digital transition",8662,"blue",36.65
"Internet of things","Digital transition",7501,"blue",31.74
"Nanotechnology","Digital transition",4,"blue",0.02
"Quantum computers","Digital transition",124,"blue",0.52
"Smart grids","Digital transition",307,"blue",1.3
