"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",186,"green",5.72
"Air & Water pollution reduction","Green transition",30,"green",0.92
"Batteries","Green transition",204,"green",6.27
"Biofuels","Green transition",11,"green",0.34
"Biotechnology","Green transition",66,"green",2.03
"Efficient power & combustion","Green transition",12,"green",0.37
"Geothermal energy","Green transition",4,"green",0.12
"Green buildings","Green transition",248,"green",7.63
"Green transports","Green transition",43,"green",1.32
"Greenhouse gas capture","Green transition",14,"green",0.43
"Hydrogen","Green transition",22,"green",0.68
"Marine & hydro energy","Green transition",4,"green",0.12
"Nuclear energy","Green transition",14,"green",0.43
"Other energy storage","Green transition",15,"green",0.46
"Recycling technologies","Green transition",7,"green",0.22
"Solar energy","Green transition",2344,"green",72.1
"Waste management","Green transition",10,"green",0.31
"Water related adaptation technologies","Green transition",6,"green",0.18
"Wind energy","Green transition",11,"green",0.34
