"id","parent","value","color","share"
"Additive manufacturing","Digital transition",6832,"blue",57.35
"Artificial intelligence","Digital transition",88,"blue",0.74
"Augmented reality","Digital transition",114,"blue",0.96
"Autonomous robots","Digital transition",67,"blue",0.56
"Autonomous vehicles","Digital transition",59,"blue",0.5
"Blockchain","Digital transition",25,"blue",0.21
"Cloud computing","Digital transition",13,"blue",0.11
"Cybersecurity","Digital transition",183,"blue",1.54
"Internet of things","Digital transition",33,"blue",0.28
"Nanotechnology","Digital transition",4141,"blue",34.76
"Quantum computers","Digital transition",347,"blue",2.91
"Smart grids","Digital transition",10,"blue",0.08
