"id","x","y","parent","color"
"Solar energy",2012,709,"Green transition","green"
"Solar energy",2013,704,"Green transition","green"
"Solar energy",2014,663,"Green transition","green"
"Solar energy",2011,651,"Green transition","green"
"Solar energy",2010,633,"Green transition","green"
"Solar energy",2015,614,"Green transition","green"
"Solar energy",2016,588,"Green transition","green"
"Solar energy",2018,536,"Green transition","green"
"Solar energy",2017,517,"Green transition","green"
"Solar energy",2019,462,"Green transition","green"
"Solar energy",2020,382,"Green transition","green"
"Solar energy",2021,201,"Green transition","green"
"Augmented reality",2019,176,"Digital transition","blue"
"Augmented reality",2018,159,"Digital transition","blue"
"Augmented reality",2014,156,"Digital transition","blue"
"Augmented reality",2016,153,"Digital transition","blue"
"Augmented reality",2017,151,"Digital transition","blue"
"Augmented reality",2015,139,"Digital transition","blue"
"Internet of things",2016,120,"Digital transition","blue"
"Quantum computers",2012,117,"Digital transition","blue"
"Quantum computers",2014,114,"Digital transition","blue"
"Internet of things",2014,111,"Digital transition","blue"
"Nanotechnology",2010,109,"Digital transition","blue"
"Nanotechnology",2012,107,"Digital transition","blue"
"Quantum computers",2018,103,"Digital transition","blue"
"Quantum computers",2017,101,"Digital transition","blue"
"Artificial intelligence",2019,100,"Digital transition","blue"
"Nanotechnology",2011,100,"Digital transition","blue"
"Quantum computers",2011,99,"Digital transition","blue"
"Quantum computers",2019,97,"Digital transition","blue"
"Quantum computers",2010,93,"Digital transition","blue"
"Augmented reality",2013,91,"Digital transition","blue"
"Internet of things",2015,91,"Digital transition","blue"
"Quantum computers",2015,91,"Digital transition","blue"
"Internet of things",2013,90,"Digital transition","blue"
"Nanotechnology",2013,85,"Digital transition","blue"
"Quantum computers",2016,85,"Digital transition","blue"
"Quantum computers",2013,85,"Digital transition","blue"
"Nanotechnology",2014,82,"Digital transition","blue"
"Internet of things",2018,79,"Digital transition","blue"
"Cybersecurity",2016,78,"Digital transition","blue"
"Advanced Sustainable Materials",2013,75,"Green transition","green"
"Cybersecurity",2014,74,"Digital transition","blue"
"Nanotechnology",2018,74,"Digital transition","blue"
"Internet of things",2019,73,"Digital transition","blue"
"Internet of things",2017,72,"Digital transition","blue"
"Augmented reality",2020,69,"Digital transition","blue"
"Cybersecurity",2010,67,"Digital transition","blue"
"Advanced Sustainable Materials",2017,65,"Green transition","green"
"Cybersecurity",2013,65,"Digital transition","blue"
"Green buildings",2013,65,"Green transition","green"
"Cybersecurity",2015,64,"Digital transition","blue"
"Augmented reality",2012,62,"Digital transition","blue"
"Internet of things",2012,61,"Digital transition","blue"
"Internet of things",2020,59,"Digital transition","blue"
"Nanotechnology",2017,59,"Digital transition","blue"
"Green buildings",2016,58,"Green transition","green"
"Green buildings",2010,56,"Green transition","green"
