"id","parent","value","color","share"
"Additive manufacturing","Digital transition",48,"blue",2.47
"Advanced Sustainable Materials","Green transition",421,"green",21.67
"Air & Water pollution reduction","Green transition",252,"green",12.97
"Artificial intelligence","Digital transition",37,"blue",1.9
"Augmented reality","Digital transition",26,"blue",1.34
"Autonomous robots","Digital transition",36,"blue",1.85
"Autonomous vehicles","Digital transition",128,"blue",6.59
"Batteries","Green transition",77,"green",3.96
"Biofuels","Green transition",56,"green",2.88
"Biotechnology","Green transition",8,"green",0.41
"Blockchain","Digital transition",20,"blue",1.03
"Cloud computing","Digital transition",33,"blue",1.7
"Cybersecurity","Digital transition",37,"blue",1.9
"Efficient power & combustion","Green transition",1,"green",0.05
"Geothermal energy","Green transition",3,"green",0.15
"Green buildings","Green transition",140,"green",7.21
"Green transports","Green transition",42,"green",2.16
"Greenhouse gas capture","Green transition",1,"green",0.05
"Hydrogen","Green transition",2,"green",0.1
"Internet of things","Digital transition",86,"blue",4.43
"Marine & hydro energy","Green transition",19,"green",0.98
"Nanotechnology","Digital transition",13,"blue",0.67
"Nuclear energy","Green transition",7,"green",0.36
"Other energy storage","Green transition",10,"green",0.51
"Quantum computers","Digital transition",11,"blue",0.57
"Recycling technologies","Green transition",58,"green",2.99
"Smart grids","Digital transition",18,"blue",0.93
"Solar energy","Green transition",106,"green",5.46
"Waste management","Green transition",53,"green",2.73
"Water related adaptation technologies","Green transition",154,"green",7.93
"Wind energy","Green transition",40,"green",2.06
