"id","parent","value","color","share"
"Additive manufacturing","Digital transition",12,"blue",5.61
"Artificial intelligence","Digital transition",15,"blue",7.01
"Augmented reality","Digital transition",12,"blue",5.61
"Autonomous robots","Digital transition",4,"blue",1.87
"Autonomous vehicles","Digital transition",112,"blue",52.34
"Blockchain","Digital transition",4,"blue",1.87
"Cloud computing","Digital transition",10,"blue",4.67
"Cybersecurity","Digital transition",6,"blue",2.8
"Internet of things","Digital transition",20,"blue",9.35
"Nanotechnology","Digital transition",16,"blue",7.48
"Quantum computers","Digital transition",3,"blue",1.4
