"id","x","y","parent","color"
"Advanced Sustainable Materials",2017,24.18,"Green transition","green"
"Advanced Sustainable Materials",2019,21.97,"Green transition","green"
"Advanced Sustainable Materials",2018,21.45,"Green transition","green"
"Air & Water pollution reduction",2018,19.86,"Green transition","green"
"Air & Water pollution reduction",2014,21.12,"Green transition","green"
"Air & Water pollution reduction",2019,18.99,"Green transition","green"
"Advanced Sustainable Materials",2016,21.72,"Green transition","green"
"Advanced Sustainable Materials",2015,20.83,"Green transition","green"
"Air & Water pollution reduction",2015,20.6,"Green transition","green"
"Air & Water pollution reduction",2017,19.68,"Green transition","green"
"Advanced Sustainable Materials",2020,20.29,"Green transition","green"
"Air & Water pollution reduction",2012,19.08,"Green transition","green"
"Air & Water pollution reduction",2016,20.2,"Green transition","green"
"Air & Water pollution reduction",2020,19.98,"Green transition","green"
"Advanced Sustainable Materials",2013,19.76,"Green transition","green"
"Advanced Sustainable Materials",2014,18.98,"Green transition","green"
"Advanced Sustainable Materials",2012,17.43,"Green transition","green"
"Air & Water pollution reduction",2013,17.65,"Green transition","green"
"Green buildings",2011,18.59,"Green transition","green"
"Green buildings",2012,14.56,"Green transition","green"
"Green buildings",2013,15.08,"Green transition","green"
"Advanced Sustainable Materials",2011,16.74,"Green transition","green"
"Water related adaptation technologies",2018,12.55,"Green transition","green"
"Air & Water pollution reduction",2011,15.51,"Green transition","green"
"Green buildings",2018,11.72,"Green transition","green"
"Air & Water pollution reduction",2010,19.07,"Green transition","green"
"Green buildings",2020,12.84,"Green transition","green"
"Green buildings",2019,11.12,"Green transition","green"
"Water related adaptation technologies",2019,10.79,"Green transition","green"
"Green buildings",2014,11.48,"Green transition","green"
"Advanced Sustainable Materials",2010,17.16,"Green transition","green"
"Green buildings",2015,11.32,"Green transition","green"
"Water related adaptation technologies",2020,11.32,"Green transition","green"
"Green buildings",2016,11.13,"Green transition","green"
"Green buildings",2017,10.46,"Green transition","green"
"Water related adaptation technologies",2017,10.17,"Green transition","green"
"Green buildings",2010,14.9,"Green transition","green"
"Water related adaptation technologies",2016,10.06,"Green transition","green"
"Advanced Sustainable Materials",2021,21.65,"Green transition","green"
"Air & Water pollution reduction",2021,21.16,"Green transition","green"
"Green transports",2015,8.75,"Green transition","green"
"Solar energy",2012,8.25,"Green transition","green"
"Solar energy",2013,8.45,"Green transition","green"
"Solar energy",2019,7.28,"Green transition","green"
"Solar energy",2011,9.52,"Green transition","green"
"Water related adaptation technologies",2012,7.68,"Green transition","green"
"Solar energy",2018,7.03,"Green transition","green"
"Green transports",2014,7.43,"Green transition","green"
"Green transports",2013,7.62,"Green transition","green"
"Water related adaptation technologies",2011,8.72,"Green transition","green"
"Water related adaptation technologies",2014,7.14,"Green transition","green"
"Water related adaptation technologies",2015,7.25,"Green transition","green"
"Wind energy",2020,7.22,"Green transition","green"
"Solar energy",2020,7.14,"Green transition","green"
"Solar energy",2014,6.84,"Green transition","green"
"Water related adaptation technologies",2013,6.86,"Green transition","green"
"Wind energy",2019,6.02,"Green transition","green"
"Batteries",2019,5.96,"Green transition","green"
"Solar energy",2010,10.16,"Green transition","green"
"Wind energy",2011,7.58,"Green transition","green"
"Green transports",2012,6.1,"Green transition","green"
"Wind energy",2013,6.41,"Green transition","green"
"Wind energy",2012,5.95,"Green transition","green"
"Batteries",2020,6.23,"Green transition","green"
"Wind energy",2014,6.03,"Green transition","green"
"Water related adaptation technologies",2010,9.14,"Green transition","green"
"Wind energy",2018,5.59,"Green transition","green"
"Batteries",2012,5.6,"Green transition","green"
"Batteries",2013,5.66,"Green transition","green"
"Solar energy",2016,5.72,"Green transition","green"
"Solar energy",2017,5.3,"Green transition","green"
"Wind energy",2015,5.51,"Green transition","green"
"Solar energy",2015,5.43,"Green transition","green"
"Green transports",2016,5.41,"Green transition","green"
"Batteries",2014,5.08,"Green transition","green"
"Recycling technologies",2019,4.43,"Green transition","green"
"Wind energy",2016,5.11,"Green transition","green"
"Batteries",2015,4.75,"Green transition","green"
"Recycling technologies",2015,4.68,"Green transition","green"
"Wind energy",2017,4.5,"Green transition","green"
"Green transports",2019,4.04,"Green transition","green"
"Water related adaptation technologies",2021,10.08,"Green transition","green"
"Batteries",2017,4.28,"Green transition","green"
"Batteries",2016,4.5,"Green transition","green"
"Batteries",2011,5.11,"Green transition","green"
"Batteries",2018,4,"Green transition","green"
"Green transports",2011,5.11,"Green transition","green"
"Recycling technologies",2012,4.16,"Green transition","green"
"Green transports",2020,4.33,"Green transition","green"
"Recycling technologies",2014,4.19,"Green transition","green"
"Green transports",2018,3.86,"Green transition","green"
"Biofuels",2017,3.99,"Green transition","green"
"Green buildings",2021,9.09,"Green transition","green"
"Recycling technologies",2016,4.19,"Green transition","green"
"Green transports",2017,3.92,"Green transition","green"
"Recycling technologies",2018,3.66,"Green transition","green"
"Recycling technologies",2017,3.7,"Green transition","green"
"Waste management",2017,3.7,"Green transition","green"
"Wind energy",2010,5.76,"Green transition","green"
"Marine & hydro energy",2012,3.59,"Green transition","green"
"Recycling technologies",2013,3.7,"Green transition","green"
"Solar energy",2021,8.1,"Green transition","green"
"Green transports",2010,5.42,"Green transition","green"
"Biofuels",2014,3.46,"Green transition","green"
"Biofuels",2018,3.03,"Green transition","green"
"Batteries",2021,6.94,"Green transition","green"
