"id","parent","value","color","share"
"Additive manufacturing","Digital transition",78,"blue",27.46
"Artificial intelligence","Digital transition",19,"blue",6.69
"Augmented reality","Digital transition",35,"blue",12.32
"Autonomous robots","Digital transition",12,"blue",4.23
"Autonomous vehicles","Digital transition",5,"blue",1.76
"Blockchain","Digital transition",8,"blue",2.82
"Cloud computing","Digital transition",5,"blue",1.76
"Cybersecurity","Digital transition",16,"blue",5.63
"Internet of things","Digital transition",20,"blue",7.04
"Nanotechnology","Digital transition",81,"blue",28.52
"Quantum computers","Digital transition",5,"blue",1.76
