"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",1900,"green",5.78
"Air & Water pollution reduction","Green transition",794,"green",2.42
"Batteries","Green transition",553,"green",1.68
"Biofuels","Green transition",79,"green",0.24
"Biotechnology","Green transition",28566,"green",86.93
"Efficient power & combustion","Green transition",3,"green",0.01
"Geothermal energy","Green transition",2,"green",0.01
"Green buildings","Green transition",148,"green",0.45
"Green transports","Green transition",59,"green",0.18
"Greenhouse gas capture","Green transition",25,"green",0.08
"Hydrogen","Green transition",124,"green",0.38
"Marine & hydro energy","Green transition",1,"green",0
"Nuclear energy","Green transition",3,"green",0.01
"Other energy storage","Green transition",19,"green",0.06
"Recycling technologies","Green transition",131,"green",0.4
"Solar energy","Green transition",179,"green",0.54
"Waste management","Green transition",208,"green",0.63
"Water related adaptation technologies","Green transition",60,"green",0.18
"Wind energy","Green transition",7,"green",0.02
