"id","x","y","parent","color"
"Augmented reality",2019,1641,"Digital transition","blue"
"Augmented reality",2018,1526,"Digital transition","blue"
"Augmented reality",2017,1341,"Digital transition","blue"
"Augmented reality",2016,1040,"Digital transition","blue"
"Artificial intelligence",2019,1014,"Digital transition","blue"
"Augmented reality",2020,969,"Digital transition","blue"
"Artificial intelligence",2020,932,"Digital transition","blue"
"Augmented reality",2014,794,"Digital transition","blue"
"Augmented reality",2015,789,"Digital transition","blue"
"Artificial intelligence",2018,589,"Digital transition","blue"
"Internet of things",2019,551,"Digital transition","blue"
"Artificial intelligence",2021,540,"Digital transition","blue"
"Internet of things",2018,539,"Digital transition","blue"
"Advanced Sustainable Materials",2019,520,"Green transition","green"
"Advanced Sustainable Materials",2018,497,"Green transition","green"
"Advanced Sustainable Materials",2017,490,"Green transition","green"
"Augmented reality",2013,490,"Digital transition","blue"
"Internet of things",2017,475,"Digital transition","blue"
"Autonomous vehicles",2019,467,"Digital transition","blue"
"Solar energy",2018,464,"Green transition","green"
"Solar energy",2019,453,"Green transition","green"
"Advanced Sustainable Materials",2020,446,"Green transition","green"
"Artificial intelligence",2017,441,"Digital transition","blue"
"Augmented reality",2021,436,"Digital transition","blue"
"Advanced Sustainable Materials",2016,433,"Green transition","green"
"Cybersecurity",2019,422,"Digital transition","blue"
"Internet of things",2020,415,"Digital transition","blue"
"Cybersecurity",2018,398,"Digital transition","blue"
"Solar energy",2020,388,"Green transition","green"
"Internet of things",2016,382,"Digital transition","blue"
"Autonomous vehicles",2018,370,"Digital transition","blue"
"Internet of things",2015,368,"Digital transition","blue"
"Autonomous vehicles",2020,364,"Digital transition","blue"
"Advanced Sustainable Materials",2014,362,"Green transition","green"
"Artificial intelligence",2016,358,"Digital transition","blue"
"Solar energy",2017,347,"Green transition","green"
"Augmented reality",2012,344,"Digital transition","blue"
"Internet of things",2014,332,"Digital transition","blue"
"Cloud computing",2018,329,"Digital transition","blue"
"Cloud computing",2019,321,"Digital transition","blue"
"Autonomous vehicles",2017,318,"Digital transition","blue"
"Advanced Sustainable Materials",2015,313,"Green transition","green"
"Advanced Sustainable Materials",2013,293,"Green transition","green"
"Solar energy",2016,276,"Green transition","green"
"Artificial intelligence",2015,260,"Digital transition","blue"
"Cybersecurity",2020,259,"Digital transition","blue"
"Cybersecurity",2017,256,"Digital transition","blue"
"Solar energy",2015,247,"Green transition","green"
"Advanced Sustainable Materials",2021,244,"Green transition","green"
"Artificial intelligence",2014,243,"Digital transition","blue"
"Cloud computing",2017,242,"Digital transition","blue"
"Internet of things",2013,242,"Digital transition","blue"
"Cybersecurity",2016,239,"Digital transition","blue"
"Cybersecurity",2014,237,"Digital transition","blue"
"Advanced Sustainable Materials",2012,232,"Green transition","green"
"Cybersecurity",2015,232,"Digital transition","blue"
"Solar energy",2014,227,"Green transition","green"
"Solar energy",2013,226,"Green transition","green"
"Batteries",2019,221,"Green transition","green"
"Augmented reality",2011,219,"Digital transition","blue"
"Cloud computing",2020,218,"Digital transition","blue"
"Cloud computing",2014,209,"Digital transition","blue"
"Internet of things",2012,205,"Digital transition","blue"
"Autonomous vehicles",2016,204,"Digital transition","blue"
"Solar energy",2012,203,"Green transition","green"
"Cybersecurity",2010,202,"Digital transition","blue"
"Cloud computing",2016,199,"Digital transition","blue"
"Batteries",2020,198,"Green transition","green"
"Augmented reality",2010,187,"Digital transition","blue"
"Advanced Sustainable Materials",2010,183,"Green transition","green"
"Solar energy",2011,183,"Green transition","green"
"Cloud computing",2015,182,"Digital transition","blue"
"Batteries",2018,178,"Green transition","green"
"Cybersecurity",2011,178,"Digital transition","blue"
"Internet of things",2021,177,"Digital transition","blue"
"Advanced Sustainable Materials",2011,172,"Green transition","green"
"Solar energy",2021,170,"Green transition","green"
"Batteries",2017,164,"Green transition","green"
"Cybersecurity",2013,163,"Digital transition","blue"
"Internet of things",2011,162,"Digital transition","blue"
"Blockchain",2018,156,"Digital transition","blue"
"Quantum computers",2018,150,"Digital transition","blue"
"Blockchain",2019,149,"Digital transition","blue"
"Autonomous vehicles",2021,144,"Digital transition","blue"
"Batteries",2015,141,"Green transition","green"
"Cybersecurity",2012,139,"Digital transition","blue"
"Autonomous vehicles",2014,128,"Digital transition","blue"
"Cybersecurity",2021,128,"Digital transition","blue"
"Solar energy",2010,124,"Green transition","green"
"Internet of things",2010,121,"Digital transition","blue"
"Batteries",2016,120,"Green transition","green"
"Autonomous vehicles",2015,118,"Digital transition","blue"
"Artificial intelligence",2013,112,"Digital transition","blue"
"Cloud computing",2013,107,"Digital transition","blue"
"Green buildings",2018,106,"Green transition","green"
"Green buildings",2017,103,"Green transition","green"
"Cloud computing",2012,102,"Digital transition","blue"
"Batteries",2013,100,"Green transition","green"
"Nanotechnology",2010,98,"Digital transition","blue"
"Batteries",2021,91,"Green transition","green"
"Batteries",2012,91,"Green transition","green"
"Batteries",2014,91,"Green transition","green"
"Cloud computing",2011,91,"Digital transition","blue"
"Green buildings",2015,90,"Green transition","green"
