"id","parent","value","color","share"
"Additive manufacturing","Digital transition",12,"blue",0.32
"Advanced Sustainable Materials","Green transition",307,"green",8.21
"Air & Water pollution reduction","Green transition",167,"green",4.46
"Artificial intelligence","Digital transition",121,"blue",3.23
"Augmented reality","Digital transition",115,"blue",3.07
"Autonomous robots","Digital transition",32,"blue",0.86
"Autonomous vehicles","Digital transition",195,"blue",5.21
"Batteries","Green transition",37,"green",0.99
"Biofuels","Green transition",103,"green",2.75
"Biotechnology","Green transition",1860,"green",49.72
"Blockchain","Digital transition",29,"blue",0.78
"Cloud computing","Digital transition",48,"blue",1.28
"Cybersecurity","Digital transition",11,"blue",0.29
"Efficient power & combustion","Green transition",2,"green",0.05
"Green buildings","Green transition",58,"green",1.55
"Green transports","Green transition",18,"green",0.48
"Greenhouse gas capture","Green transition",10,"green",0.27
"Hydrogen","Green transition",11,"green",0.29
"Internet of things","Digital transition",86,"blue",2.3
"Marine & hydro energy","Green transition",6,"green",0.16
"Nanotechnology","Digital transition",58,"blue",1.55
"Other energy storage","Green transition",6,"green",0.16
"Quantum computers","Digital transition",3,"blue",0.08
"Recycling technologies","Green transition",77,"green",2.06
"Smart grids","Digital transition",9,"blue",0.24
"Solar energy","Green transition",49,"green",1.31
"Waste management","Green transition",136,"green",3.64
"Water related adaptation technologies","Green transition",173,"green",4.62
"Wind energy","Green transition",2,"green",0.05
