"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",1374,"green",21.95
"Air & Water pollution reduction","Green transition",1237,"green",19.76
"Batteries","Green transition",331,"green",5.29
"Biofuels","Green transition",168,"green",2.68
"Biotechnology","Green transition",43,"green",0.69
"Efficient power & combustion","Green transition",6,"green",0.1
"Geothermal energy","Green transition",24,"green",0.38
"Green buildings","Green transition",706,"green",11.28
"Green transports","Green transition",248,"green",3.96
"Greenhouse gas capture","Green transition",2,"green",0.03
"Hydrogen","Green transition",16,"green",0.26
"Marine & hydro energy","Green transition",156,"green",2.49
"Nuclear energy","Green transition",21,"green",0.34
"Other energy storage","Green transition",54,"green",0.86
"Recycling technologies","Green transition",228,"green",3.64
"Solar energy","Green transition",428,"green",6.84
"Waste management","Green transition",162,"green",2.59
"Water related adaptation technologies","Green transition",695,"green",11.1
"Wind energy","Green transition",360,"green",5.75
