"id","x","y","parent","color"
"Internet of things",2019,28.84,"Digital transition","blue"
"Internet of things",2020,29.78,"Digital transition","blue"
"Internet of things",2018,31.26,"Digital transition","blue"
"Internet of things",2017,32.4,"Digital transition","blue"
"Internet of things",2016,33.03,"Digital transition","blue"
"Internet of things",2015,33.25,"Digital transition","blue"
"Internet of things",2014,34.39,"Digital transition","blue"
"Internet of things",2013,34.61,"Digital transition","blue"
"Cybersecurity",2020,20.35,"Digital transition","blue"
"Internet of things",2012,33.91,"Digital transition","blue"
"Cybersecurity",2019,17.72,"Digital transition","blue"
"Cybersecurity",2018,18.82,"Digital transition","blue"
"Internet of things",2011,36.08,"Digital transition","blue"
"Cybersecurity",2016,21.24,"Digital transition","blue"
"Internet of things",2010,35.91,"Digital transition","blue"
"Cybersecurity",2017,19.66,"Digital transition","blue"
"Cybersecurity",2015,19.9,"Digital transition","blue"
"Cybersecurity",2014,19.48,"Digital transition","blue"
"Internet of things",2021,28.43,"Digital transition","blue"
"Augmented reality",2019,12.65,"Digital transition","blue"
"Artificial intelligence",2020,12.58,"Digital transition","blue"
"Artificial intelligence",2019,11.84,"Digital transition","blue"
"Cybersecurity",2013,20.23,"Digital transition","blue"
"Cybersecurity",2012,21.18,"Digital transition","blue"
"Augmented reality",2018,12.14,"Digital transition","blue"
"Cybersecurity",2010,23.3,"Digital transition","blue"
"Cybersecurity",2011,22.02,"Digital transition","blue"
"Cloud computing",2018,11.21,"Digital transition","blue"
"Cloud computing",2019,9.61,"Digital transition","blue"
"Cloud computing",2017,12.04,"Digital transition","blue"
"Cloud computing",2015,13.47,"Digital transition","blue"
"Cloud computing",2014,13.91,"Digital transition","blue"
"Cloud computing",2016,11.86,"Digital transition","blue"
"Augmented reality",2017,11.25,"Digital transition","blue"
"Augmented reality",2020,9.09,"Digital transition","blue"
"Cloud computing",2020,9.09,"Digital transition","blue"
"Augmented reality",2016,11.33,"Digital transition","blue"
"Blockchain",2019,8.28,"Digital transition","blue"
"Blockchain",2020,8.58,"Digital transition","blue"
"Cybersecurity",2021,18.39,"Digital transition","blue"
"Cloud computing",2013,13.92,"Digital transition","blue"
"Artificial intelligence",2021,17.21,"Digital transition","blue"
"Augmented reality",2014,11.48,"Digital transition","blue"
"Augmented reality",2015,11,"Digital transition","blue"
"Blockchain",2018,8.04,"Digital transition","blue"
"Cloud computing",2010,15.66,"Digital transition","blue"
