"id","x","y","parent","color"
"Green transports",2013,48.22,"Green transition","green"
"Green transports",2012,48.74,"Green transition","green"
"Green transports",2014,47.69,"Green transition","green"
"Green transports",2019,45.03,"Green transition","green"
"Green transports",2020,46.09,"Green transition","green"
"Green transports",2015,48.17,"Green transition","green"
"Green transports",2018,44.81,"Green transition","green"
"Batteries",2013,35.94,"Green transition","green"
"Batteries",2019,36.57,"Green transition","green"
"Batteries",2020,39.03,"Green transition","green"
"Green transports",2017,44.03,"Green transition","green"
"Batteries",2012,36.03,"Green transition","green"
"Batteries",2014,35.04,"Green transition","green"
"Green transports",2011,49.03,"Green transition","green"
"Batteries",2018,34.57,"Green transition","green"
"Green transports",2016,45.48,"Green transition","green"
"Batteries",2015,33.22,"Green transition","green"
"Batteries",2017,33.57,"Green transition","green"
"Batteries",2011,36.26,"Green transition","green"
"Green transports",2010,48.65,"Green transition","green"
"Batteries",2016,32.44,"Green transition","green"
"Green transports",2021,42.9,"Green transition","green"
"Batteries",2021,40.5,"Green transition","green"
"Batteries",2010,34.4,"Green transition","green"
"Air & Water pollution reduction",2014,5.8,"Green transition","green"
"Advanced Sustainable Materials",2018,6.03,"Green transition","green"
"Advanced Sustainable Materials",2019,5.42,"Green transition","green"
"Air & Water pollution reduction",2015,5.93,"Green transition","green"
"Advanced Sustainable Materials",2017,6.42,"Green transition","green"
"Air & Water pollution reduction",2018,4.83,"Green transition","green"
"Advanced Sustainable Materials",2016,6.33,"Green transition","green"
"Air & Water pollution reduction",2013,4.11,"Green transition","green"
"Air & Water pollution reduction",2017,5.41,"Green transition","green"
"Air & Water pollution reduction",2019,4.16,"Green transition","green"
"Air & Water pollution reduction",2016,6.02,"Green transition","green"
"Air & Water pollution reduction",2012,4.1,"Green transition","green"
"Advanced Sustainable Materials",2020,4.17,"Green transition","green"
"Advanced Sustainable Materials",2014,3.53,"Green transition","green"
"Advanced Sustainable Materials",2013,3.25,"Green transition","green"
"Solar energy",2018,3.64,"Green transition","green"
"Advanced Sustainable Materials",2015,3.6,"Green transition","green"
"Solar energy",2014,3.27,"Green transition","green"
"Solar energy",2013,3.04,"Green transition","green"
"Solar energy",2019,2.84,"Green transition","green"
"Solar energy",2012,2.9,"Green transition","green"
"Air & Water pollution reduction",2011,4.01,"Green transition","green"
"Hydrogen",2019,2.56,"Green transition","green"
"Hydrogen",2013,2.37,"Green transition","green"
"Hydrogen",2020,2.67,"Green transition","green"
"Air & Water pollution reduction",2020,2.62,"Green transition","green"
"Advanced Sustainable Materials",2021,4.84,"Green transition","green"
"Solar energy",2017,3.03,"Green transition","green"
"Solar energy",2015,2.65,"Green transition","green"
"Advanced Sustainable Materials",2012,2.34,"Green transition","green"
"Solar energy",2020,2.41,"Green transition","green"
"Hydrogen",2015,2.49,"Green transition","green"
"Hydrogen",2012,2.3,"Green transition","green"
"Solar energy",2016,3.14,"Green transition","green"
"Solar energy",2011,2.85,"Green transition","green"
"Air & Water pollution reduction",2010,3.82,"Green transition","green"
"Green buildings",2018,1.96,"Green transition","green"
"Hydrogen",2018,1.94,"Green transition","green"
