"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",371,"green",51.46
"Air & Water pollution reduction","Green transition",50,"green",6.93
"Batteries","Green transition",13,"green",1.8
"Biofuels","Green transition",18,"green",2.5
"Biotechnology","Green transition",107,"green",14.84
"Efficient power & combustion","Green transition",1,"green",0.14
"Green buildings","Green transition",12,"green",1.66
"Green transports","Green transition",9,"green",1.25
"Greenhouse gas capture","Green transition",1,"green",0.14
"Hydrogen","Green transition",8,"green",1.11
"Marine & hydro energy","Green transition",3,"green",0.42
"Recycling technologies","Green transition",51,"green",7.07
"Solar energy","Green transition",9,"green",1.25
"Waste management","Green transition",57,"green",7.91
"Water related adaptation technologies","Green transition",6,"green",0.83
"Wind energy","Green transition",5,"green",0.69
