"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",22,"green",0.8
"Air & Water pollution reduction","Green transition",22,"green",0.8
"Batteries","Green transition",1211,"green",44.18
"Efficient power & combustion","Green transition",2,"green",0.07
"Green buildings","Green transition",41,"green",1.5
"Green transports","Green transition",1252,"green",45.68
"Hydrogen","Green transition",57,"green",2.08
"Other energy storage","Green transition",4,"green",0.15
"Recycling technologies","Green transition",2,"green",0.07
"Solar energy","Green transition",111,"green",4.05
"Waste management","Green transition",8,"green",0.29
"Water related adaptation technologies","Green transition",2,"green",0.07
"Wind energy","Green transition",7,"green",0.26
