"id","x","y","parent","color"
"Internet of things",2019,12680,"Digital transition","blue"
"Internet of things",2018,12648,"Digital transition","blue"
"Internet of things",2020,11626,"Digital transition","blue"
"Internet of things",2017,11437,"Digital transition","blue"
"Internet of things",2016,10166,"Digital transition","blue"
"Internet of things",2014,9499,"Digital transition","blue"
"Internet of things",2015,9441,"Digital transition","blue"
"Cybersecurity",2019,8393,"Digital transition","blue"
"Artificial intelligence",2020,8253,"Digital transition","blue"
"Internet of things",2013,8119,"Digital transition","blue"
"Cybersecurity",2020,7953,"Digital transition","blue"
"Cybersecurity",2018,7380,"Digital transition","blue"
"Artificial intelligence",2019,7315,"Digital transition","blue"
"Cybersecurity",2017,7086,"Digital transition","blue"
"Cybersecurity",2016,6418,"Digital transition","blue"
"Internet of things",2012,6387,"Digital transition","blue"
"Augmented reality",2019,6050,"Digital transition","blue"
"Internet of things",2021,5810,"Digital transition","blue"
"Cybersecurity",2015,5719,"Digital transition","blue"
"Internet of things",2011,5659,"Digital transition","blue"
"Cybersecurity",2014,5626,"Digital transition","blue"
"Artificial intelligence",2021,5391,"Digital transition","blue"
"Augmented reality",2020,5302,"Digital transition","blue"
"Cloud computing",2018,5284,"Digital transition","blue"
"Cloud computing",2019,5284,"Digital transition","blue"
"Internet of things",2010,5277,"Digital transition","blue"
"Cloud computing",2017,5198,"Digital transition","blue"
"Augmented reality",2018,5016,"Digital transition","blue"
"Cloud computing",2014,4732,"Digital transition","blue"
"Cloud computing",2015,4670,"Digital transition","blue"
"Cybersecurity",2013,4633,"Digital transition","blue"
"Cloud computing",2016,4532,"Digital transition","blue"
"Artificial intelligence",2018,4487,"Digital transition","blue"
"Cloud computing",2020,4412,"Digital transition","blue"
"Blockchain",2019,4026,"Digital transition","blue"
"Cybersecurity",2021,3999,"Digital transition","blue"
"Augmented reality",2017,3990,"Digital transition","blue"
"Cybersecurity",2012,3826,"Digital transition","blue"
"Blockchain",2020,3500,"Digital transition","blue"
"Cloud computing",2013,3472,"Digital transition","blue"
"Cybersecurity",2011,3222,"Digital transition","blue"
"Blockchain",2018,3175,"Digital transition","blue"
"Cybersecurity",2010,3110,"Digital transition","blue"
"Augmented reality",2016,3108,"Digital transition","blue"
"Artificial intelligence",2017,3087,"Digital transition","blue"
"Augmented reality",2021,2867,"Digital transition","blue"
"Cloud computing",2012,2852,"Digital transition","blue"
"Blockchain",2017,2750,"Digital transition","blue"
"Augmented reality",2015,2606,"Digital transition","blue"
"Augmented reality",2014,2565,"Digital transition","blue"
"Autonomous vehicles",2019,2382,"Digital transition","blue"
"Autonomous vehicles",2020,2359,"Digital transition","blue"
"Cloud computing",2021,2280,"Digital transition","blue"
"Blockchain",2016,2272,"Digital transition","blue"
"Cloud computing",2011,2187,"Digital transition","blue"
"Cloud computing",2010,2073,"Digital transition","blue"
"Artificial intelligence",2016,2069,"Digital transition","blue"
"Artificial intelligence",2015,1915,"Digital transition","blue"
"Blockchain",2015,1867,"Digital transition","blue"
"Autonomous vehicles",2018,1801,"Digital transition","blue"
"Augmented reality",2013,1800,"Digital transition","blue"
"Artificial intelligence",2014,1714,"Digital transition","blue"
"Blockchain",2021,1703,"Digital transition","blue"
"Blockchain",2014,1645,"Digital transition","blue"
"Augmented reality",2012,1458,"Digital transition","blue"
"Blockchain",2013,1411,"Digital transition","blue"
"Autonomous vehicles",2017,1307,"Digital transition","blue"
"Blockchain",2012,1220,"Digital transition","blue"
"Quantum computers",2020,1219,"Digital transition","blue"
"Quantum computers",2018,1133,"Digital transition","blue"
"Autonomous vehicles",2021,1127,"Digital transition","blue"
"Artificial intelligence",2013,1113,"Digital transition","blue"
