"id","x","y","parent","color"
"Biotechnology",2017,305,"Green transition","green"
"Biotechnology",2014,305,"Green transition","green"
"Biotechnology",2019,279,"Green transition","green"
"Biotechnology",2018,273,"Green transition","green"
"Biotechnology",2015,270,"Green transition","green"
"Biotechnology",2013,269,"Green transition","green"
"Biotechnology",2016,265,"Green transition","green"
"Biotechnology",2012,240,"Green transition","green"
"Biotechnology",2020,225,"Green transition","green"
"Biotechnology",2010,221,"Green transition","green"
"Biotechnology",2011,203,"Green transition","green"
"Biotechnology",2021,113,"Green transition","green"
"Advanced Sustainable Materials",2017,96,"Green transition","green"
"Advanced Sustainable Materials",2019,82,"Green transition","green"
"Advanced Sustainable Materials",2013,79,"Green transition","green"
"Advanced Sustainable Materials",2018,77,"Green transition","green"
"Advanced Sustainable Materials",2015,76,"Green transition","green"
"Advanced Sustainable Materials",2014,70,"Green transition","green"
"Advanced Sustainable Materials",2016,59,"Green transition","green"
"Advanced Sustainable Materials",2020,53,"Green transition","green"
"Autonomous vehicles",2018,50,"Digital transition","blue"
"Advanced Sustainable Materials",2012,49,"Green transition","green"
"Autonomous vehicles",2020,47,"Digital transition","blue"
"Air & Water pollution reduction",2016,46,"Green transition","green"
"Advanced Sustainable Materials",2011,45,"Green transition","green"
"Advanced Sustainable Materials",2010,44,"Green transition","green"
"Autonomous vehicles",2019,42,"Digital transition","blue"
"Air & Water pollution reduction",2018,38,"Green transition","green"
"Air & Water pollution reduction",2010,36,"Green transition","green"
"Air & Water pollution reduction",2014,35,"Green transition","green"
"Air & Water pollution reduction",2019,35,"Green transition","green"
"Advanced Sustainable Materials",2021,32,"Green transition","green"
"Air & Water pollution reduction",2017,32,"Green transition","green"
"Air & Water pollution reduction",2012,31,"Green transition","green"
"Air & Water pollution reduction",2020,31,"Green transition","green"
"Autonomous vehicles",2016,31,"Digital transition","blue"
"Waste management",2018,31,"Green transition","green"
"Waste management",2010,28,"Green transition","green"
"Waste management",2019,28,"Green transition","green"
"Air & Water pollution reduction",2011,27,"Green transition","green"
"Biofuels",2014,25,"Green transition","green"
"Recycling technologies",2014,25,"Green transition","green"
"Waste management",2014,25,"Green transition","green"
"Augmented reality",2020,24,"Digital transition","blue"
"Biofuels",2013,23,"Green transition","green"
"Air & Water pollution reduction",2013,22,"Green transition","green"
"Biofuels",2015,22,"Green transition","green"
"Biofuels",2011,22,"Green transition","green"
"Waste management",2017,22,"Green transition","green"
"Air & Water pollution reduction",2015,21,"Green transition","green"
"Autonomous vehicles",2014,21,"Digital transition","blue"
"Waste management",2020,21,"Green transition","green"
"Water related adaptation technologies",2016,21,"Green transition","green"
"Autonomous vehicles",2015,20,"Digital transition","blue"
"Biofuels",2017,20,"Green transition","green"
"Augmented reality",2018,19,"Digital transition","blue"
"Autonomous vehicles",2017,19,"Digital transition","blue"
"Waste management",2016,19,"Green transition","green"
