"id","parent","value","color","share"
"Additive manufacturing","Digital transition",93,"blue",1.1
"Artificial intelligence","Digital transition",1015,"blue",12.02
"Augmented reality","Digital transition",1861,"blue",22.04
"Autonomous robots","Digital transition",74,"blue",0.88
"Autonomous vehicles","Digital transition",536,"blue",6.35
"Blockchain","Digital transition",310,"blue",3.67
"Cloud computing","Digital transition",698,"blue",8.27
"Cybersecurity","Digital transition",796,"blue",9.43
"Internet of things","Digital transition",1149,"blue",13.61
"Nanotechnology","Digital transition",659,"blue",7.81
"Quantum computers","Digital transition",1134,"blue",13.43
"Smart grids","Digital transition",117,"blue",1.39
