"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",101,"green",2.11
"Air & Water pollution reduction","Green transition",27,"green",0.56
"Batteries","Green transition",258,"green",5.4
"Biofuels","Green transition",31,"green",0.65
"Biotechnology","Green transition",2,"green",0.04
"Efficient power & combustion","Green transition",42,"green",0.88
"Geothermal energy","Green transition",26,"green",0.54
"Green buildings","Green transition",199,"green",4.16
"Green transports","Green transition",100,"green",2.09
"Greenhouse gas capture","Green transition",3,"green",0.06
"Hydrogen","Green transition",23,"green",0.48
"Marine & hydro energy","Green transition",167,"green",3.49
"Other energy storage","Green transition",24,"green",0.5
"Recycling technologies","Green transition",22,"green",0.46
"Solar energy","Green transition",3322,"green",69.5
"Waste management","Green transition",14,"green",0.29
"Water related adaptation technologies","Green transition",7,"green",0.15
"Wind energy","Green transition",412,"green",8.62
