"id","x","y","parent","color"
"Advanced Sustainable Materials",2018,454,"Green transition","green"
"Advanced Sustainable Materials",2014,416,"Green transition","green"
"Advanced Sustainable Materials",2019,401,"Green transition","green"
"Advanced Sustainable Materials",2017,396,"Green transition","green"
"Advanced Sustainable Materials",2013,339,"Green transition","green"
"Advanced Sustainable Materials",2012,335,"Green transition","green"
"Advanced Sustainable Materials",2016,331,"Green transition","green"
"Advanced Sustainable Materials",2015,320,"Green transition","green"
"Advanced Sustainable Materials",2020,279,"Green transition","green"
"Advanced Sustainable Materials",2011,265,"Green transition","green"
"Advanced Sustainable Materials",2010,258,"Green transition","green"
"Advanced Sustainable Materials",2021,138,"Green transition","green"
"Nanotechnology",2012,82,"Digital transition","blue"
"Biotechnology",2019,79,"Green transition","green"
"Biotechnology",2017,75,"Green transition","green"
"Nanotechnology",2019,72,"Digital transition","blue"
"Nanotechnology",2013,70,"Digital transition","blue"
"Nanotechnology",2010,65,"Digital transition","blue"
"Air & Water pollution reduction",2017,62,"Green transition","green"
"Air & Water pollution reduction",2015,61,"Green transition","green"
"Nanotechnology",2018,61,"Digital transition","blue"
"Biotechnology",2014,59,"Green transition","green"
"Biotechnology",2015,58,"Green transition","green"
"Air & Water pollution reduction",2018,56,"Green transition","green"
"Nanotechnology",2017,56,"Digital transition","blue"
"Air & Water pollution reduction",2019,55,"Green transition","green"
"Biotechnology",2018,54,"Green transition","green"
"Air & Water pollution reduction",2013,51,"Green transition","green"
"Nanotechnology",2011,50,"Digital transition","blue"
"Biotechnology",2016,47,"Green transition","green"
"Green buildings",2012,47,"Green transition","green"
"Green buildings",2017,47,"Green transition","green"
"Nanotechnology",2016,47,"Digital transition","blue"
"Air & Water pollution reduction",2016,45,"Green transition","green"
"Green buildings",2014,45,"Green transition","green"
"Nanotechnology",2015,45,"Digital transition","blue"
"Air & Water pollution reduction",2014,43,"Green transition","green"
"Green buildings",2018,42,"Green transition","green"
"Nanotechnology",2014,42,"Digital transition","blue"
"Biotechnology",2020,41,"Green transition","green"
"Additive manufacturing",2018,39,"Digital transition","blue"
"Air & Water pollution reduction",2020,39,"Green transition","green"
"Batteries",2017,39,"Green transition","green"
"Batteries",2016,38,"Green transition","green"
"Waste management",2017,38,"Green transition","green"
"Waste management",2019,38,"Green transition","green"
"Air & Water pollution reduction",2011,37,"Green transition","green"
"Batteries",2018,37,"Green transition","green"
"Batteries",2014,37,"Green transition","green"
"Biotechnology",2012,37,"Green transition","green"
"Batteries",2019,36,"Green transition","green"
"Green buildings",2016,36,"Green transition","green"
"Nanotechnology",2020,36,"Digital transition","blue"
"Batteries",2013,35,"Green transition","green"
"Additive manufacturing",2019,34,"Digital transition","blue"
"Batteries",2012,34,"Green transition","green"
"Waste management",2014,34,"Green transition","green"
"Air & Water pollution reduction",2021,33,"Green transition","green"
"Batteries",2011,32,"Green transition","green"
"Green buildings",2013,32,"Green transition","green"
"Air & Water pollution reduction",2012,31,"Green transition","green"
"Batteries",2020,31,"Green transition","green"
"Biofuels",2014,31,"Green transition","green"
"Waste management",2020,31,"Green transition","green"
"Augmented reality",2019,30,"Digital transition","blue"
"Augmented reality",2020,30,"Digital transition","blue"
"Green buildings",2015,30,"Green transition","green"
"Recycling technologies",2020,30,"Green transition","green"
"Recycling technologies",2014,30,"Green transition","green"
"Recycling technologies",2012,30,"Green transition","green"
"Recycling technologies",2017,30,"Green transition","green"
"Artificial intelligence",2020,29,"Digital transition","blue"
"Additive manufacturing",2020,28,"Digital transition","blue"
"Air & Water pollution reduction",2010,28,"Green transition","green"
"Augmented reality",2018,28,"Digital transition","blue"
"Batteries",2015,28,"Green transition","green"
"Biotechnology",2011,28,"Green transition","green"
"Recycling technologies",2018,28,"Green transition","green"
"Recycling technologies",2019,28,"Green transition","green"
"Augmented reality",2017,26,"Digital transition","blue"
"Green buildings",2011,26,"Green transition","green"
"Waste management",2018,26,"Green transition","green"
"Additive manufacturing",2017,25,"Digital transition","blue"
"Additive manufacturing",2021,25,"Digital transition","blue"
