"id","parent","value","color","share"
"Additive manufacturing","Digital transition",5,"blue",0.6
"Advanced Sustainable Materials","Green transition",121,"green",14.56
"Air & Water pollution reduction","Green transition",192,"green",23.1
"Artificial intelligence","Digital transition",4,"blue",0.48
"Augmented reality","Digital transition",6,"blue",0.72
"Autonomous robots","Digital transition",7,"blue",0.84
"Autonomous vehicles","Digital transition",23,"blue",2.77
"Batteries","Green transition",39,"green",4.69
"Biofuels","Green transition",18,"green",2.17
"Blockchain","Digital transition",9,"blue",1.08
"Cloud computing","Digital transition",6,"blue",0.72
"Cybersecurity","Digital transition",9,"blue",1.08
"Efficient power & combustion","Green transition",2,"green",0.24
"Geothermal energy","Green transition",7,"green",0.84
"Green buildings","Green transition",84,"green",10.11
"Green transports","Green transition",30,"green",3.61
"Internet of things","Digital transition",22,"blue",2.65
"Marine & hydro energy","Green transition",18,"green",2.17
"Nuclear energy","Green transition",1,"green",0.12
"Other energy storage","Green transition",6,"green",0.72
"Quantum computers","Digital transition",1,"blue",0.12
"Recycling technologies","Green transition",19,"green",2.29
"Smart grids","Digital transition",3,"blue",0.36
"Solar energy","Green transition",67,"green",8.06
"Waste management","Green transition",14,"green",1.68
"Water related adaptation technologies","Green transition",92,"green",11.07
"Wind energy","Green transition",26,"green",3.13
