"id","x","y","parent","color"
"Cybersecurity",2019,7876,"Digital transition","blue"
"Cybersecurity",2020,7554,"Digital transition","blue"
"Internet of things",2019,7128,"Digital transition","blue"
"Cybersecurity",2018,6768,"Digital transition","blue"
"Internet of things",2018,6530,"Digital transition","blue"
"Internet of things",2020,6467,"Digital transition","blue"
"Cybersecurity",2017,6411,"Digital transition","blue"
"Cybersecurity",2016,5867,"Digital transition","blue"
"Internet of things",2017,5331,"Digital transition","blue"
"Cybersecurity",2015,5127,"Digital transition","blue"
"Cybersecurity",2014,4963,"Digital transition","blue"
"Internet of things",2016,4653,"Digital transition","blue"
"Cybersecurity",2013,4119,"Digital transition","blue"
"Internet of things",2015,3941,"Digital transition","blue"
"Internet of things",2014,3849,"Digital transition","blue"
"Cybersecurity",2021,3787,"Digital transition","blue"
"Internet of things",2013,3682,"Digital transition","blue"
"Blockchain",2019,3448,"Digital transition","blue"
"Cybersecurity",2012,3365,"Digital transition","blue"
"Internet of things",2021,3280,"Digital transition","blue"
"Blockchain",2020,3088,"Digital transition","blue"
"Internet of things",2012,2923,"Digital transition","blue"
"Cybersecurity",2011,2821,"Digital transition","blue"
"Internet of things",2011,2796,"Digital transition","blue"
"Cybersecurity",2010,2751,"Digital transition","blue"
"Blockchain",2018,2692,"Digital transition","blue"
"Internet of things",2010,2648,"Digital transition","blue"
"Blockchain",2017,2308,"Digital transition","blue"
"Blockchain",2016,1950,"Digital transition","blue"
"Autonomous vehicles",2019,1812,"Digital transition","blue"
"Blockchain",2015,1605,"Digital transition","blue"
"Autonomous vehicles",2018,1533,"Digital transition","blue"
"Cloud computing",2019,1515,"Digital transition","blue"
"Blockchain",2021,1502,"Digital transition","blue"
"Blockchain",2014,1426,"Digital transition","blue"
"Cloud computing",2018,1326,"Digital transition","blue"
"Cloud computing",2020,1286,"Digital transition","blue"
"Blockchain",2013,1232,"Digital transition","blue"
"Autonomous vehicles",2020,1208,"Digital transition","blue"
"Autonomous vehicles",2017,1174,"Digital transition","blue"
"Cloud computing",2017,1154,"Digital transition","blue"
"Blockchain",2012,1085,"Digital transition","blue"
"Cloud computing",2016,1070,"Digital transition","blue"
"Green transports",2014,1028,"Green transition","green"
"Cloud computing",2015,1019,"Digital transition","blue"
"Cloud computing",2014,1019,"Digital transition","blue"
"Blockchain",2010,874,"Digital transition","blue"
"Blockchain",2011,846,"Digital transition","blue"
"Green transports",2015,779,"Green transition","green"
"Autonomous vehicles",2016,755,"Digital transition","blue"
"Artificial intelligence",2019,720,"Digital transition","blue"
"Cloud computing",2013,670,"Digital transition","blue"
"Green transports",2013,633,"Green transition","green"
"Artificial intelligence",2020,618,"Digital transition","blue"
"Cloud computing",2021,584,"Digital transition","blue"
"Green transports",2018,558,"Green transition","green"
"Autonomous vehicles",2021,539,"Digital transition","blue"
"Green transports",2012,530,"Green transition","green"
"Green transports",2020,530,"Green transition","green"
"Green transports",2011,513,"Green transition","green"
"Green transports",2016,502,"Green transition","green"
"Green transports",2010,501,"Green transition","green"
"Smart grids",2018,490,"Digital transition","blue"
"Autonomous vehicles",2015,487,"Digital transition","blue"
"Smart grids",2019,478,"Digital transition","blue"
