"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",468,"green",5.48
"Air & Water pollution reduction","Green transition",341,"green",3.99
"Batteries","Green transition",2902,"green",33.95
"Biofuels","Green transition",51,"green",0.6
"Biotechnology","Green transition",2,"green",0.02
"Efficient power & combustion","Green transition",21,"green",0.25
"Green buildings","Green transition",108,"green",1.26
"Green transports","Green transition",4119,"green",48.19
"Greenhouse gas capture","Green transition",5,"green",0.06
"Hydrogen","Green transition",223,"green",2.61
"Marine & hydro energy","Green transition",2,"green",0.02
"Other energy storage","Green transition",30,"green",0.35
"Recycling technologies","Green transition",7,"green",0.08
"Solar energy","Green transition",193,"green",2.26
"Waste management","Green transition",33,"green",0.39
"Water related adaptation technologies","Green transition",14,"green",0.16
"Wind energy","Green transition",28,"green",0.33
