"id","x","y","parent","color"
"Cybersecurity",2020,35.37,"Digital transition","blue"
"Cybersecurity",2019,32.47,"Digital transition","blue"
"Internet of things",2019,32.42,"Digital transition","blue"
"Internet of things",2020,31.84,"Digital transition","blue"
"Cybersecurity",2018,34.62,"Digital transition","blue"
"Internet of things",2018,32.78,"Digital transition","blue"
"Cybersecurity",2016,37.67,"Digital transition","blue"
"Cybersecurity",2017,35.57,"Digital transition","blue"
"Internet of things",2017,31.82,"Digital transition","blue"
"Internet of things",2016,31.04,"Digital transition","blue"
"Cybersecurity",2015,37.99,"Digital transition","blue"
"Cybersecurity",2014,38.08,"Digital transition","blue"
"Cybersecurity",2013,40.39,"Digital transition","blue"
"Internet of things",2015,30.88,"Digital transition","blue"
"Cybersecurity",2012,38.6,"Digital transition","blue"
"Internet of things",2014,31.68,"Digital transition","blue"
"Cybersecurity",2010,41.71,"Digital transition","blue"
"Cybersecurity",2011,39.64,"Digital transition","blue"
"Internet of things",2012,33.05,"Digital transition","blue"
"Internet of things",2013,32.05,"Digital transition","blue"
"Blockchain",2020,14.95,"Digital transition","blue"
"Cybersecurity",2021,34.77,"Digital transition","blue"
"Internet of things",2011,33.8,"Digital transition","blue"
"Blockchain",2019,14.8,"Digital transition","blue"
"Internet of things",2021,33.79,"Digital transition","blue"
"Internet of things",2010,33.23,"Digital transition","blue"
"Blockchain",2018,14.62,"Digital transition","blue"
"Blockchain",2017,15.13,"Digital transition","blue"
"Blockchain",2016,15.07,"Digital transition","blue"
"Blockchain",2015,14.18,"Digital transition","blue"
"Blockchain",2014,14.5,"Digital transition","blue"
"Blockchain",2013,14.36,"Digital transition","blue"
"Blockchain",2012,14.29,"Digital transition","blue"
"Autonomous vehicles",2019,6.73,"Digital transition","blue"
"Autonomous vehicles",2020,5.78,"Digital transition","blue"
"Blockchain",2011,13.01,"Digital transition","blue"
"Blockchain",2010,13.32,"Digital transition","blue"
"Cloud computing",2019,5.51,"Digital transition","blue"
"Blockchain",2021,12.42,"Digital transition","blue"
"Autonomous vehicles",2018,5.92,"Digital transition","blue"
"Cloud computing",2020,5.1,"Digital transition","blue"
"Cloud computing",2018,5.53,"Digital transition","blue"
"Cloud computing",2016,6.04,"Digital transition","blue"
"Autonomous vehicles",2017,5.59,"Digital transition","blue"
"Cloud computing",2014,7.29,"Digital transition","blue"
"Cloud computing",2017,5.55,"Digital transition","blue"
"Cloud computing",2015,6.25,"Digital transition","blue"
"Autonomous vehicles",2016,4.44,"Digital transition","blue"
"Cloud computing",2012,5.93,"Digital transition","blue"
"Smart grids",2019,2.91,"Digital transition","blue"
"Cloud computing",2013,5.54,"Digital transition","blue"
"Smart grids",2020,2.76,"Digital transition","blue"
"Autonomous vehicles",2021,6.11,"Digital transition","blue"
"Autonomous vehicles",2015,4.2,"Digital transition","blue"
"Smart grids",2016,3.23,"Digital transition","blue"
"Cloud computing",2011,5.59,"Digital transition","blue"
"Cloud computing",2010,5.59,"Digital transition","blue"
"Artificial intelligence",2019,2.32,"Digital transition","blue"
"Smart grids",2018,2.59,"Digital transition","blue"
"Smart grids",2015,3.6,"Digital transition","blue"
"Smart grids",2014,3.67,"Digital transition","blue"
"Cloud computing",2021,4.82,"Digital transition","blue"
"Artificial intelligence",2020,1.94,"Digital transition","blue"
"Smart grids",2017,2.49,"Digital transition","blue"
"Smart grids",2012,3.77,"Digital transition","blue"
"Autonomous vehicles",2014,3,"Digital transition","blue"
"Smart grids",2013,3.22,"Digital transition","blue"
"Smart grids",2011,3.4,"Digital transition","blue"
"Artificial intelligence",2021,3.34,"Digital transition","blue"
"Autonomous vehicles",2013,2.8,"Digital transition","blue"
"Autonomous vehicles",2012,2.86,"Digital transition","blue"
"Autonomous vehicles",2011,3.04,"Digital transition","blue"
"Autonomous vehicles",2010,2.95,"Digital transition","blue"
"Artificial intelligence",2018,1.38,"Digital transition","blue"
"Augmented reality",2019,1.2,"Digital transition","blue"
"Smart grids",2021,2.41,"Digital transition","blue"
"Smart grids",2010,2.39,"Digital transition","blue"
"Additive manufacturing",2020,0.97,"Digital transition","blue"
"Additive manufacturing",2017,1.06,"Digital transition","blue"
"Additive manufacturing",2018,0.84,"Digital transition","blue"
"Augmented reality",2018,0.84,"Digital transition","blue"
"Additive manufacturing",2019,0.72,"Digital transition","blue"
"Artificial intelligence",2017,0.92,"Digital transition","blue"
"Quantum computers",2019,0.72,"Digital transition","blue"
"Artificial intelligence",2015,1.07,"Digital transition","blue"
"Quantum computers",2018,0.75,"Digital transition","blue"
"Quantum computers",2017,0.82,"Digital transition","blue"
"Augmented reality",2020,0.6,"Digital transition","blue"
"Augmented reality",2017,0.75,"Digital transition","blue"
"Quantum computers",2020,0.53,"Digital transition","blue"
"Augmented reality",2015,0.81,"Digital transition","blue"
"Quantum computers",2016,0.66,"Digital transition","blue"
"Artificial intelligence",2016,0.62,"Digital transition","blue"
"Additive manufacturing",2021,1.05,"Digital transition","blue"
"Artificial intelligence",2014,0.76,"Digital transition","blue"
"Augmented reality",2016,0.56,"Digital transition","blue"
"Quantum computers",2015,0.56,"Digital transition","blue"
"Additive manufacturing",2016,0.42,"Digital transition","blue"
"Augmented reality",2014,0.54,"Digital transition","blue"
"Quantum computers",2021,0.74,"Digital transition","blue"
"Quantum computers",2012,0.59,"Digital transition","blue"
"Artificial intelligence",2013,0.53,"Digital transition","blue"
"Augmented reality",2021,0.56,"Digital transition","blue"
"Quantum computers",2013,0.48,"Digital transition","blue"
"Quantum computers",2014,0.36,"Digital transition","blue"
"Artificial intelligence",2012,0.38,"Digital transition","blue"
