"id","parent","value","color","share"
"Artificial intelligence","Digital transition",85,"blue",8.97
"Augmented reality","Digital transition",60,"blue",6.33
"Autonomous robots","Digital transition",14,"blue",1.48
"Autonomous vehicles","Digital transition",427,"blue",45.04
"Blockchain","Digital transition",26,"blue",2.74
"Cloud computing","Digital transition",71,"blue",7.49
"Cybersecurity","Digital transition",48,"blue",5.06
"Internet of things","Digital transition",136,"blue",14.35
"Nanotechnology","Digital transition",2,"blue",0.21
"Quantum computers","Digital transition",3,"blue",0.32
"Smart grids","Digital transition",76,"blue",8.02
