"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",2197,"green",37.17
"Air & Water pollution reduction","Green transition",97,"green",1.64
"Batteries","Green transition",852,"green",14.42
"Biofuels","Green transition",12,"green",0.2
"Biotechnology","Green transition",56,"green",0.95
"Efficient power & combustion","Green transition",6,"green",0.1
"Geothermal energy","Green transition",3,"green",0.05
"Green buildings","Green transition",378,"green",6.4
"Green transports","Green transition",232,"green",3.93
"Greenhouse gas capture","Green transition",3,"green",0.05
"Hydrogen","Green transition",106,"green",1.79
"Marine & hydro energy","Green transition",1,"green",0.02
"Nuclear energy","Green transition",10,"green",0.17
"Other energy storage","Green transition",38,"green",0.64
"Recycling technologies","Green transition",28,"green",0.47
"Solar energy","Green transition",1822,"green",30.83
"Waste management","Green transition",38,"green",0.64
"Water related adaptation technologies","Green transition",13,"green",0.22
"Wind energy","Green transition",18,"green",0.3
