"id","parent","value","color","share"
"Additive manufacturing","Digital transition",47,"blue",0.15
"Advanced Sustainable Materials","Green transition",1121,"green",3.67
"Air & Water pollution reduction","Green transition",827,"green",2.71
"Artificial intelligence","Digital transition",736,"blue",2.41
"Augmented reality","Digital transition",987,"blue",3.23
"Autonomous robots","Digital transition",124,"blue",0.41
"Autonomous vehicles","Digital transition",4785,"blue",15.67
"Batteries","Green transition",7599,"green",24.89
"Biofuels","Green transition",83,"green",0.27
"Biotechnology","Green transition",13,"green",0.04
"Blockchain","Digital transition",250,"blue",0.82
"Cloud computing","Digital transition",452,"blue",1.48
"Cybersecurity","Digital transition",565,"blue",1.85
"Efficient power & combustion","Green transition",35,"green",0.11
"Green buildings","Green transition",350,"green",1.15
"Green transports","Green transition",9300,"green",30.46
"Greenhouse gas capture","Green transition",6,"green",0.02
"Hydrogen","Green transition",481,"green",1.58
"Internet of things","Digital transition",975,"blue",3.19
"Marine & hydro energy","Green transition",7,"green",0.02
"Nanotechnology","Digital transition",24,"blue",0.08
"Nuclear energy","Green transition",2,"green",0.01
"Other energy storage","Green transition",71,"green",0.23
"Quantum computers","Digital transition",44,"blue",0.14
"Recycling technologies","Green transition",30,"green",0.1
"Smart grids","Digital transition",773,"blue",2.53
"Solar energy","Green transition",614,"green",2.01
"Waste management","Green transition",95,"green",0.31
"Water related adaptation technologies","Green transition",38,"green",0.12
"Wind energy","Green transition",101,"green",0.33
