"id","x","y","parent","color"
"Augmented reality",2019,26.62,"Digital transition","blue"
"Augmented reality",2018,25.48,"Digital transition","blue"
"Augmented reality",2017,26.36,"Digital transition","blue"
"Augmented reality",2016,24.79,"Digital transition","blue"
"Augmented reality",2020,23.95,"Digital transition","blue"
"Internet of things",2018,14.06,"Digital transition","blue"
"Augmented reality",2014,20.05,"Digital transition","blue"
"Augmented reality",2015,20.85,"Digital transition","blue"
"Artificial intelligence",2019,13.61,"Digital transition","blue"
"Internet of things",2015,19.45,"Digital transition","blue"
"Quantum computers",2019,12.76,"Digital transition","blue"
"Quantum computers",2018,12.45,"Digital transition","blue"
"Internet of things",2017,14.62,"Digital transition","blue"
"Internet of things",2014,17.42,"Digital transition","blue"
"Internet of things",2016,16.65,"Digital transition","blue"
"Internet of things",2019,11.24,"Digital transition","blue"
"Quantum computers",2012,21.38,"Digital transition","blue"
"Nanotechnology",2012,21.31,"Digital transition","blue"
"Quantum computers",2013,18.05,"Digital transition","blue"
"Quantum computers",2017,12.62,"Digital transition","blue"
"Artificial intelligence",2020,15.26,"Digital transition","blue"
"Nanotechnology",2011,23.3,"Digital transition","blue"
"Cybersecurity",2018,10.18,"Digital transition","blue"
"Quantum computers",2014,14.5,"Digital transition","blue"
"Internet of things",2013,16.69,"Digital transition","blue"
"Nanotechnology",2013,16.42,"Digital transition","blue"
"Quantum computers",2011,22.13,"Digital transition","blue"
"Nanotechnology",2010,24.33,"Digital transition","blue"
"Quantum computers",2020,14.11,"Digital transition","blue"
"Quantum computers",2010,22.21,"Digital transition","blue"
"Cybersecurity",2019,8.88,"Digital transition","blue"
"Augmented reality",2013,14.68,"Digital transition","blue"
"Cybersecurity",2014,12.48,"Digital transition","blue"
"Quantum computers",2016,12.31,"Digital transition","blue"
"Cybersecurity",2017,10.11,"Digital transition","blue"
"Autonomous vehicles",2019,8.4,"Digital transition","blue"
"Artificial intelligence",2018,8.37,"Digital transition","blue"
"Cybersecurity",2015,12.37,"Digital transition","blue"
"Quantum computers",2015,12.34,"Digital transition","blue"
"Cloud computing",2018,8.03,"Digital transition","blue"
"Internet of things",2020,11.46,"Digital transition","blue"
"Nanotechnology",2018,7.8,"Digital transition","blue"
"Internet of things",2012,15.08,"Digital transition","blue"
"Cybersecurity",2016,10.92,"Digital transition","blue"
"Cybersecurity",2013,12.64,"Digital transition","blue"
"Nanotechnology",2014,10.87,"Digital transition","blue"
"Augmented reality",2021,21.75,"Digital transition","blue"
"Cloud computing",2015,10.94,"Digital transition","blue"
"Nanotechnology",2019,7.2,"Digital transition","blue"
"Cloud computing",2014,10.08,"Digital transition","blue"
"Internet of things",2011,15.28,"Digital transition","blue"
"Autonomous vehicles",2018,6.68,"Digital transition","blue"
"Autonomous vehicles",2020,9.62,"Digital transition","blue"
"Cloud computing",2017,7.83,"Digital transition","blue"
"Nanotechnology",2017,7.73,"Digital transition","blue"
"Artificial intelligence",2017,7.54,"Digital transition","blue"
"Artificial intelligence",2021,18.73,"Digital transition","blue"
"Cloud computing",2016,8.77,"Digital transition","blue"
"Cybersecurity",2012,11.84,"Digital transition","blue"
"Augmented reality",2012,11.46,"Digital transition","blue"
"Cloud computing",2019,5.9,"Digital transition","blue"
"Autonomous vehicles",2017,6.77,"Digital transition","blue"
"Cybersecurity",2011,12.95,"Digital transition","blue"
"Cybersecurity",2010,14.13,"Digital transition","blue"
"Cybersecurity",2020,8.16,"Digital transition","blue"
"Internet of things",2010,14,"Digital transition","blue"
"Cloud computing",2013,9.12,"Digital transition","blue"
"Nanotechnology",2016,7.43,"Digital transition","blue"
"Nanotechnology",2015,7.87,"Digital transition","blue"
"Artificial intelligence",2016,7.18,"Digital transition","blue"
"Quantum computers",2021,14.76,"Digital transition","blue"
"Nanotechnology",2020,6.87,"Digital transition","blue"
"Augmented reality",2011,9.66,"Digital transition","blue"
"Artificial intelligence",2015,6.36,"Digital transition","blue"
"Artificial intelligence",2014,5.91,"Digital transition","blue"
"Cloud computing",2012,7.68,"Digital transition","blue"
"Augmented reality",2010,9.62,"Digital transition","blue"
"Cloud computing",2020,5.44,"Digital transition","blue"
"Blockchain",2018,3.67,"Digital transition","blue"
"Autonomous vehicles",2016,5.05,"Digital transition","blue"
"Internet of things",2021,10.05,"Digital transition","blue"
"Cloud computing",2011,7.02,"Digital transition","blue"
"Blockchain",2019,2.98,"Digital transition","blue"
"Cloud computing",2010,6.93,"Digital transition","blue"
"Cybersecurity",2021,8.25,"Digital transition","blue"
"Autonomous vehicles",2021,7.94,"Digital transition","blue"
"Autonomous vehicles",2014,3.63,"Digital transition","blue"
"Blockchain",2017,2.97,"Digital transition","blue"
"Autonomous vehicles",2015,3.5,"Digital transition","blue"
"Artificial intelligence",2013,3.82,"Digital transition","blue"
"Nanotechnology",2021,6.83,"Digital transition","blue"
"Blockchain",2016,3.18,"Digital transition","blue"
"Blockchain",2015,3.39,"Digital transition","blue"
"Blockchain",2014,2.97,"Digital transition","blue"
"Blockchain",2020,2.82,"Digital transition","blue"
"Autonomous vehicles",2013,3.2,"Digital transition","blue"
"Cloud computing",2021,5.66,"Digital transition","blue"
"Blockchain",2013,3.14,"Digital transition","blue"
"Blockchain",2012,3.48,"Digital transition","blue"
"Smart grids",2018,1.63,"Digital transition","blue"
"Artificial intelligence",2012,2.86,"Digital transition","blue"
"Blockchain",2011,3.33,"Digital transition","blue"
"Blockchain",2010,3.62,"Digital transition","blue"
"Additive manufacturing",2016,1.57,"Digital transition","blue"
"Autonomous robots",2017,1.3,"Digital transition","blue"
"Blockchain",2021,3.07,"Digital transition","blue"
"Smart grids",2015,1.56,"Digital transition","blue"
"Smart grids",2017,1.21,"Digital transition","blue"
"Additive manufacturing",2018,0.96,"Digital transition","blue"
"Smart grids",2012,1.82,"Digital transition","blue"
"Smart grids",2016,1.34,"Digital transition","blue"
"Artificial intelligence",2011,2.09,"Digital transition","blue"
"Autonomous vehicles",2012,1.72,"Digital transition","blue"
"Smart grids",2019,0.89,"Digital transition","blue"
"Autonomous vehicles",2011,1.96,"Digital transition","blue"
"Smart grids",2013,1.36,"Digital transition","blue"
"Additive manufacturing",2017,0.94,"Digital transition","blue"
"Additive manufacturing",2019,0.76,"Digital transition","blue"
"Autonomous robots",2019,0.76,"Digital transition","blue"
"Autonomous robots",2018,0.69,"Digital transition","blue"
"Additive manufacturing",2020,0.95,"Digital transition","blue"
"Smart grids",2014,0.95,"Digital transition","blue"
"Smart grids",2011,1.44,"Digital transition","blue"
"Autonomous robots",2016,0.81,"Digital transition","blue"
"Autonomous robots",2015,0.86,"Digital transition","blue"
"Smart grids",2010,1.41,"Digital transition","blue"
"Artificial intelligence",2010,1.37,"Digital transition","blue"
"Autonomous robots",2012,1.03,"Digital transition","blue"
"Autonomous robots",2020,0.72,"Digital transition","blue"
"Autonomous robots",2021,1.32,"Digital transition","blue"
"Autonomous robots",2014,0.64,"Digital transition","blue"
"Smart grids",2020,0.64,"Digital transition","blue"
"Autonomous robots",2013,0.68,"Digital transition","blue"
"Autonomous robots",2010,1.02,"Digital transition","blue"
"Autonomous vehicles",2010,0.97,"Digital transition","blue"
"Additive manufacturing",2014,0.51,"Digital transition","blue"
"Autonomous robots",2011,0.8,"Digital transition","blue"
"Additive manufacturing",2015,0.51,"Digital transition","blue"
"Smart grids",2021,0.9,"Digital transition","blue"
"Additive manufacturing",2021,0.74,"Digital transition","blue"
"Additive manufacturing",2012,0.34,"Digital transition","blue"
"Additive manufacturing",2010,0.4,"Digital transition","blue"
"Additive manufacturing",2013,0.21,"Digital transition","blue"
"Additive manufacturing",2011,0.04,"Digital transition","blue"
