"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",109,"green",11.03
"Air & Water pollution reduction","Green transition",63,"green",6.38
"Batteries","Green transition",32,"green",3.24
"Biofuels","Green transition",19,"green",1.92
"Biotechnology","Green transition",563,"green",56.98
"Green buildings","Green transition",11,"green",1.11
"Green transports","Green transition",10,"green",1.01
"Greenhouse gas capture","Green transition",4,"green",0.4
"Hydrogen","Green transition",2,"green",0.2
"Marine & hydro energy","Green transition",4,"green",0.4
"Recycling technologies","Green transition",20,"green",2.02
"Solar energy","Green transition",22,"green",2.23
"Waste management","Green transition",34,"green",3.44
"Water related adaptation technologies","Green transition",91,"green",9.21
"Wind energy","Green transition",4,"green",0.4
