"id","parent","value","color","share"
"Advanced Sustainable Materials","Green transition",50,"green",12.29
"Air & Water pollution reduction","Green transition",3,"green",0.74
"Batteries","Green transition",145,"green",35.63
"Biofuels","Green transition",1,"green",0.25
"Efficient power & combustion","Green transition",2,"green",0.49
"Green buildings","Green transition",8,"green",1.97
"Green transports","Green transition",141,"green",34.64
"Hydrogen","Green transition",1,"green",0.25
"Marine & hydro energy","Green transition",1,"green",0.25
"Recycling technologies","Green transition",2,"green",0.49
"Solar energy","Green transition",30,"green",7.37
"Waste management","Green transition",2,"green",0.49
"Water related adaptation technologies","Green transition",11,"green",2.7
"Wind energy","Green transition",10,"green",2.46
