"domain";"from";"from_geo";"to";"to_geo";"full";"full_frac";"binary";"binary_frac";"parent"
"Product Services";"HERNANDEZ LOPEZ, Gregorio";"Comunidad Foral de Navarra (ES22)";"QUINTANA SÁNCHEZ, Ana Isabel";"Comunidad Foral de Navarra (ES22)";1;1;1;1;"Circular Models"
"Product Services";"Lurederra Centro Tecnológico";"Comunidad Foral de Navarra (ES22)";"Universiteit Antwerpen";"Prov. Antwerpen (BE21)";1;1;1;1;"Circular Models"
