"domain";"from";"from_geo";"to";"to_geo";"full";"full_frac";"binary";"binary_frac";"parent"
"Industrial Symbiosis";"(KOREZ) PENLEY, Aslihan";"Scotland (UKM)";"ZOEX LTD";"Scotland (UKM)";1;1;1;1;"Industrial Loops"
"Industrial Symbiosis";"Cellucomp Limited";"Scotland (UKM)";"Teknologisk Institut";"Hovedstaden (DK01)";1;1;1;1;"Industrial Loops"
"Industrial Symbiosis";"DILLEEN, Dr John William";"Scotland (UKM)";"ENERGY DIAGNOSTICS LIMITED";"Scotland (UKM)";1;1;1;1;"Industrial Loops"
"Industrial Symbiosis";"Moir, Stuart P.";"Scotland (UKM)";"Wilson, Michael, W. N.";"Scotland (UKM)";1;1;1;1;"Industrial Loops"
"Industrial Symbiosis";"Caley Ocean Systems Limited";"Scotland (UKM)";"Houlder Limited";"Inner London (UKI1)";1;1;1;1;"Industrial Loops"
"Industrial Symbiosis";"GLENALMOND GROUP LIMITED";"Scotland (UKM)";"THE VALIDATION CENTRE (TVC) LIMITED";"Bedfordshire and Hertfordshire (UKH2)";1;1;1;1;"Industrial Loops"
"Raw Material Shift";"DILLEEN, Dr John William";"Scotland (UKM)";"ENERGY DIAGNOSTICS LIMITED";"Scotland (UKM)";1;1;1;1;"Industrial Loops"
"Raw Material Shift";"Moir, Stuart P.";"Scotland (UKM)";"Wilson, Michael, W. N.";"Scotland (UKM)";1;1;1;1;"Industrial Loops"
"Raw Material Shift";"(KOREZ) PENLEY, Aslihan";"Scotland (UKM)";"ZOEX LTD";"Scotland (UKM)";1;1;1;1;"Industrial Loops"
