"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL21","Analysis of biological materials",0,0,20.71,34.97,8,"east"
"NL21","Audio-visual technology",0,0,19.42,72.35,9,"east"
"NL21","Basic communication processes",0.76,19,10.99,82.4,5,"east"
"NL21","Biotechnology",0,0,35.84,36.76,10,"east"
"NL21","Chemical engineering",1.33,64,69.24,18.36,51,"east"
"NL21","Civil engineering",0,0,51.09,13.72,63,"east"
"NL21","Computer technology",0.95,1539,14.37,88.39,16,"east"
"NL21","Control",1.4,5,29.2,46.7,8,"east"
"NL21","Digital communication",0,0,9.13,100,14,"east"
"NL21","Electrical machinery, apparatus, energy",0,0,45.35,30.49,58,"east"
"NL21","Engines, pumps, turbines",0.41,3,55.92,25.2,15,"east"
"NL21","Environmental technology",1.04,364,71.53,24.65,26,"east"
"NL21","Food chemistry",0,0,57.04,20.91,14,"east"
"NL21","Furniture, games",0,0,56.25,18.02,29,"east"
"NL21","Green technologies",0.85,53,43.86,27.17,83,"east"
"NL21","Handling",0,0,52.41,3.8,63,"east"
"NL21","IT methods for management",0,0,19.7,55.98,1,"east"
"NL21","Machine tools",0,0,63.78,1.93,22,"east"
"NL21","Macromolecular chemistry, polymers",0.23,3,79.22,4.28,64,"east"
"NL21","Materials, metallurgy",0.15,6,71.68,19.33,28,"east"
"NL21","Measurement",0.88,30,24.27,54.84,55,"east"
"NL21","Mechanical elements",1.16,33,48.7,14.17,36,"east"
"NL21","Medical technology",0,0,43.09,41.08,39,"east"
"NL21","Micro-structural and nano-technology",1.41,92,41.34,42,5,"east"
"NL21","Optics",1.36,101,32.11,45.39,14,"east"
"NL21","Organic fine chemistry",0,0,54.13,28.13,49,"east"
"NL21","Other consumer goods",0,0,56.46,23.01,32,"east"
"NL21","Other special machines",0,0,63.12,0,103,"east"
"NL21","Pharmaceuticals",1.11,1,49.63,40.46,24,"east"
"NL21","Semiconductors",0.58,6,42.01,55.41,3,"east"
"NL21","Surface technology, coating",1.05,28,67.75,3.88,28,"east"
"NL21","Telecommunications",0.44,1,9.19,97.24,9,"east"
"NL21","Textile and paper machines",0.15,1,74.82,5.66,23,"east"
"NL21","Thermal processes and apparatus",0.66,11,57.16,9.58,51,"east"
