"id";"value";"share";"ctry"
"Huawei Technologies Co Ltd";1897;6,55;"CN"
"Microsoft Technology Licensing Llc";1619;5,59;"US"
"Telefonaktiebolaget Lm Ericsson (Publ)";833;2,88;"SE"
"Zte Corporation";722;2,49;"CN"
"Samsung Electronics Co Ltd";661;2,28;"KR"
"Intel Corporation";569;1,96;"US"
"Alibaba Group Holding Limited";544;1,88;"KY"
"Qualcomm Incorporated";524;1,81;"US"
"Google Llc";505;1,74;"US"
"Tencent Technology (Shenzhen) Company Limited";385;1,33;"CN"
"Ping An Technology (Shenzhen) Co Ltd";376;1,3;"CN"
"Advanced New Technologies Co Ltd";309;1,07;"KY"
"Cisco Technology Inc";263;0,91;"US"
"Nec Corporation";239;0,82;"JP"
"Amazon Technologies Inc";218;0,75;"US"
"Citrix Systems Inc";209;0,72;"US"
"Citrix Systems Inc";209;0,72;"CN"
"Siemens Aktiengesellschaft";205;0,71;"DE"
"Hewlett Packard Enterprise Development Lp";202;0,7;"US"
"International Business Machines Corporation";198;0,68;"US"
"Guangdong Oppo Mobile Telecommunications Corp Ltd";187;0,65;"CN"
"Oracle International Corporation";184;0,64;"US"
"Lg Electronics Inc";183;0,63;"KR"
"Apple Inc";179;0,62;"US"
"Nokia Technologies Oy";168;0,58;"FI"
"Hitachi Ltd";168;0,58;"JP"
"Le Holdings (Beijing) Co Ltd";146;0,5;"CN"
"Hewlett-Packard Development Company Lp";137;0,47;"US"
"Nippon Telegraph And Telephone Corporation";128;0,44;"JP"
"Xiaomi Inc";120;0,41;"CN"
"Wangsu Science & Technology Co Ltd";118;0,41;"CN"
"Wangsu Science & Technology Co Ltd";118;0,41;"HK"
"Mitsubishi Electric Corporation";116;0,4;"JP"
"Sony Group Corporation";116;0,4;"JP"
"Orange";112;0,39;"FR"
"Nokia Solutions And Networks Oy";111;0,38;"FI"
"Convida Wireless Llc";107;0,37;"US"
"Shenzhen Shenglu Iot Communication Technology Co Ltd";104;0,36;"CN"
"Guangdong Oppo Mobile Telecommunications Corp Lt";92;0,32;"CN"
"Facebook Inc";89;0,31;"US"
"Robert Bosch Gmbh";88;0,3;"DE"
"Sony Corporation";88;0,3;"JP"
"One Connect Smart Technology Co Ltd (Shenzhen)";78;0,27;"CN"
"Micron Technology Inc";73;0,25;"US"
"Arm Limited";68;0,23;"UK"
"Motorola Solutions Inc";68;0,23;"US"
"T-Mobile Usa Inc";68;0,23;"US"
"Visa International Service Association";67;0,23;"US"
"Mastercard International Incorporated";64;0,22;"US"
"Sz Dji Technology Co Ltd";64;0,22;"CN"
"Boe Technology Group Co Ltd";62;0,21;"CN"
"Alcatel Lucent";60;0,21;"FR"
"Beijing Qihoo Technology Company Limited";59;0,2;"CN"
"Webank Co Ltd";58;0,2;"CN"
"British Telecommunications Public Limited Company";57;0,2;"UK"
"Vmware Inc";57;0,2;"US"
"Ebay Inc";57;0,2;"US"
"Level 3 Communications Llc";56;0,19;"US"
"Omron Corporation";56;0,19;"JP"
"Signify Holding Bv";54;0,19;"NL"
"Advanced Micro Devices Inc";52;0,18;"US"
"Intel Ip Corporation";49;0,17;"US"
"Sumitomo Electric Industries Ltd";48;0,17;"JP"
"Yulong Computer Telecommunication Scientific (Shenzhen) Co Ltd";47;0,16;"CN"
"Audi Ag";46;0,16;"DE"
"Honeywell International Inc";44;0,15;"US"
"Hangzhou Hikvision Digital Technology Co Ltd";44;0,15;"CN"
"Beijing Kingsoft Internet Security Software Co Ltd";43;0,15;"CN"
"Mcafee Llc";43;0,15;"US"
"Beijing Xiaomi Mobile Software Co Ltd";43;0,15;"CN"
"Western Digital Technologies Inc";43;0,15;"US"
"Cloudminds (Shenzhen) Robotics Systems Co Ltd";43;0,15;"CN"
"Koninklijke Philips Nv";42;0,14;"NL"
"Dropbox Inc";42;0,14;"US"
"Vivo Mobile Communication Co Ltd";41;0,14;"CN"
"Baidu Online Network Technology (Beijing) Co Ltd";40;0,14;"CN"
"Wuhan Douyu Network Technology Co Ltd";40;0,14;"CN"
"Sharma Pratik";38;0,13;"IN"
"Deutsche Telekom Ag";37;0,13;"DE"
"Continental Automotive Gmbh";37;0,13;"DE"
"Paypal Inc";37;0,13;"US"
"Volkswagen Aktiengesellschaft";37;0,13;"DE"
"Denso Corporation";37;0,13;"JP"
"Netapp Inc";36;0,12;"US"
"Satori Worldwide Llc";36;0,12;"US"
"Fujitsu Limited";36;0,12;"JP"
"Walmart Apollo Llc";36;0,12;"US"
"Jpmorgan Chase Bank Na";36;0,12;"US"
"Carrier Corporation";35;0,12;"US"
"General Electric Company";35;0,12;"US"
"Beijing Didi Infinity Technology And Development Co Ltd";35;0,12;"CN"
"Uber Technologies Inc";35;0,12;"US"
"Intuit Inc";34;0,12;"US"
"Lecloud Computing Co Ltd";34;0,12;"CN"
"Idac Holdings Inc";33;0,11;"US"
"Hitachi Automotive Systems Ltd";33;0,11;"JP"
"Huizhou Tcl Mobile Communication Co Ltd";32;0,11;"CN"
"Le Shi Zhi Xin Electronic Technology (Tianjin) Limited";32;0,11;"CN"
"Sony Interactive Entertainment Llc";32;0,11;"US"
"Alipay (Hangzhou) Information Technology Co Ltd";32;0,11;"CN"
"China Unionpay Co Ltd";31;0,11;"CN"
"Canon Kabushiki Kaisha";31;0,11;"JP"
"Siemens Mobility Gmbh";31;0,11;"DE"
"Snap Inc";31;0,11;"US"
"New H3c Technologies Co Ltd";31;0,11;"CN"
"Guizhou Baishancloud Technology Co Ltd";31;0,11;"CN"
"Abb Schweiz Ag";31;0,11;"CH"
"Sony Interactive Entertainment Inc";30;0,1;"JP"
"Le Shi Internet Information & Technology Corp Beijing";30;0,1;"CN"
"Guangzhou Shirui Electronics Co Ltd";30;0,1;"CN"
"Netflix Inc";30;0,1;"US"
"Autonetworks Technologies Ltd";30;0,1;"JP"
"Sumitomo Wiring Systems Ltd";30;0,1;"JP"
"Arris Enterprises Llc";30;0,1;"US"
"Gree Electric Appliances Inc Of Zhuhai";30;0,1;"CN"
"Hughes Network Systems Llc";30;0,1;"US"
"Nicira Inc";29;0,1;"US"
"Blackberry Limited";28;0,1;"CA"
"Ntt Docomo Inc";28;0,1;"JP"
"Beijing Jingdong Century Trading Co Ltd";28;0,1;"CN"
"Tencent Technology (Shenzhen) Co Ltd";28;0,1;"CN"
"Ethicon Llc";28;0,1;"US"
"Ethicon Llc";28;0,1;"PR"
