"id";"value";"share";"ctry"
"Huawei Technologies Co Ltd";5099;6,74;"CN"
"Huawei Technologies Co Ltd";5099;6,74;"US"
"Qualcomm Incorporated";4073;5,38;"US"
"Telefonaktiebolaget Lm Ericsson (Publ)";2998;3,96;"SE"
"Samsung Electronics Co Ltd";2313;3,06;"KR"
"Lg Electronics Inc";2254;2,98;"KR"
"Zte Corporation";1866;2,47;"CN"
"Microsoft Technology Licensing Llc";1533;2,03;"US"
"Intel Corporation";892;1,18;"US"
"Nokia Technologies Oy";758;1;"FI"
"Guangdong Oppo Mobile Telecommunications Corp Ltd";669;0,88;"CN"
"Sony Group Corporation";648;0,86;"JP"
"Advanced New Technologies Co Ltd";643;0,85;"KY"
"Google Llc";623;0,82;"US"
"Apple Inc";592;0,78;"US"
"Nec Corporation";591;0,78;"JP"
"Ntt Docomo Inc";574;0,76;"JP"
"Ntt Docomo Inc";574;0,76;"US"
"Alibaba Group Holding Limited";563;0,74;"KY"
"Alibaba Group Holding Limited";563;0,74;"US"
"Mitsubishi Electric Corporation";476;0,63;"JP"
"Intel Ip Corporation";428;0,57;"US"
"Tencent Technology (Shenzhen) Company Limited";418;0,55;"CN"
"Beijing Xiaomi Mobile Software Co Ltd";371;0,49;"CN"
"Vivo Mobile Communication Co Ltd";350;0,46;"CN"
"Nokia Solutions And Networks Oy";347;0,46;"FI"
"Ping An Technology (Shenzhen) Co Ltd";345;0,46;"CN"
"Sony Corporation";325;0,43;"JP"
"Guangdong Oppo Mobile Telecommunications Corp Lt";318;0,42;"CN"
"Cisco Technology Inc";314;0,41;"US"
"Siemens Aktiengesellschaft";311;0,41;"DE"
"Nippon Telegraph And Telephone Corporation";267;0,35;"JP"
"Visa International Service Association";263;0,35;"US"
"Hewlett-Packard Development Company Lp";259;0,34;"US"
"China Academy Of Telecommunications Technology";236;0,31;"CN"
"Sharp Kabushiki Kaisha";227;0,3;"JP"
"Mastercard International Incorporated";220;0,29;"US"
"Datang Mobile Communications Equipment Co Ltd";220;0,29;"CN"
"Sz Dji Technology Co Ltd";219;0,29;"CN"
"Nchain Holdings Limited";218;0,29;"AG"
"Fujitsu Limited";213;0,28;"JP"
"Orange";210;0,28;"FR"
"International Business Machines Corporation";210;0,28;"US"
"Hewlett Packard Enterprise Development Lp";194;0,26;"US"
"Convida Wireless Llc";192;0,25;"US"
"Mediatek Inc";192;0,25;"CN"
"Mediatek Inc";192;0,25;"TW"
"Citrix Systems Inc";191;0,25;"US"
"Kyocera Corporation";191;0,25;"JP"
"Citrix Systems Inc";191;0,25;"CN"
"Fg Innovation Company Limited";184;0,24;"CN"
"Fg Innovation Company Limited";184;0,24;"HK"
"Amazon Technologies Inc";175;0,23;"US"
"Alcatel Lucent";174;0,23;"FR"
"Xiaomi Inc";174;0,23;"CN"
"Koninklijke Philips Nv";173;0,23;"NL"
"Hughes Network Systems Llc";173;0,23;"US"
"Robert Bosch Gmbh";171;0,23;"DE"
"Le Holdings (Beijing) Co Ltd";163;0,22;"CN"
"Panasonic Intellectual Property Corporation Of America";158;0,21;"US"
"Oracle International Corporation";154;0,2;"US"
"Signify Holding Bv";150;0,2;"NL"
"Motorola Solutions Inc";144;0,19;"US"
"Yulong Computer Telecommunication Scientific (Shenzhen) Co Ltd";137;0,18;"CN"
"T-Mobile Usa Inc";136;0,18;"US"
"Walmart Apollo Llc";134;0,18;"US"
"Denso Corporation";129;0,17;"JP"
"Idac Holdings Inc";128;0,17;"US"
"Shenzhen Shenglu Iot Communication Technology Co Ltd";123;0,16;"CN"
"At&T Intellectual Property I Lp";119;0,16;"US"
"Thales Dis France Sa";118;0,16;"FR"
"Sumitomo Electric Industries Ltd";117;0,15;"JP"
"Wangsu Science & Technology Co Ltd";117;0,15;"HK"
"Wangsu Science & Technology Co Ltd";117;0,15;"CN"
"British Telecommunications Public Limited Company";112;0,15;"UK"
"Boe Technology Group Co Ltd";111;0,15;"CN"
"Hitachi Ltd";111;0,15;"JP"
"China Mobile Communications Group Co Ltd";111;0,15;"CN"
"Facebook Inc";106;0,14;"US"
"Capital One Services Llc";101;0,13;"US"
"Micron Technology Inc";98;0,13;"US"
"One Connect Smart Technology Co Ltd (Shenzhen)";92;0,12;"CN"
"Fraunhofer-Gesellschaft Zur F„∂Rderung Der Angewandten Forschung Ev";91;0,12;"DE"
"Continental Automotive Gmbh";91;0,12;"DE"
"Omron Corporation";90;0,12;"JP"
"Canon Kabushiki Kaisha";89;0,12;"JP"
"Murata Manufacturing Co Ltd";88;0,12;"JP"
"Arris Enterprises Llc";86;0,11;"US"
"Commscope Technologies Llc";83;0,11;"US"
"Interdigital Patent Holdings Inc";82;0,11;"US"
"Blackberry Limited";82;0,11;"CA"
"Carrier Corporation";79;0,1;"US"
"Sony Europe Limited";79;0,1;"UK"
"Huizhou Tcl Mobile Communication Co Ltd";78;0,1;"CN"
"Lenovo (Singapore) Pte Ltd";77;0,1;"SG"
"Paypal Inc";77;0,1;"US"
"Ebay Inc";75;0,1;"US"
"Audi Ag";74;0,1;"DE"
"Shanghai Langbo Communication Technology Company Limited";73;0,1;"CN"
"China Unionpay Co Ltd";71;0,09;"CN"
"Mediatek Singapore Pte Ltd";71;0,09;"SG"
"Autonetworks Technologies Ltd";70;0,09;"JP"
"Sumitomo Wiring Systems Ltd";70;0,09;"JP"
"Mcafee Llc";69;0,09;"US"
"Shenzhen University";69;0,09;"CN"
"Volkswagen Aktiengesellschaft";67;0,09;"DE"
"Honeywell International Inc";65;0,09;"US"
"Sanechips Technology Co Ltd";64;0,08;"CN"
"Lg Innotek Co Ltd";64;0,08;"KR"
"Sony Europe Bv";63;0,08;"UK"
"Sony Europe Bv";63;0,08;"NL"
"Alipay (Hangzhou) Information Technology Co Ltd";62;0,08;"CN"
"Raytheon Company";61;0,08;"US"
"China Mobile Communication Co Ltd Research Institute";61;0,08;"CN"
"Bayerische Motoren Werke Aktiengesellschaft";60;0,08;"DE"
"Kabushiki Kaisha Toshiba";59;0,08;"JP"
"Beijing Qihoo Technology Company Limited";59;0,08;"CN"
"Jpmorgan Chase Bank Na";59;0,08;"US"
"Assa Abloy Ab";58;0,08;"SE"
"Panasonic Intellectual Property Management Co Ltd";58;0,08;"JP"
"Korea Advanced Institute Of Science And Technology";58;0,08;"KR"
"Siemens Mobility Gmbh";57;0,08;"DE"
"General Electric Company";57;0,08;"US"
"Webank Co Ltd";57;0,08;"CN"
"Jrd Communication (Shenzhen) Ltd";56;0,07;"CN"
"Giesecke+Devrient Mobile Security Gmbh";55;0,07;"DE"
"Deutsche Telekom Ag";55;0,07;"DE"
"Gree Electric Appliances Inc Of Zhuhai";55;0,07;"CN"
"Level 3 Communications Llc";55;0,07;"US"
"Lenovo (Beijing) Limited";55;0,07;"CN"
"Shenzhen Goodix Technology Co Ltd";54;0,07;"CN"
"Sk Telecom Co Ltd";54;0,07;"KR"
"Sony Semiconductor Solutions Corporation";52;0,07;"JP"
"Huawei International Pte Ltd";51;0,07;"SG"
"Viasat Inc";51;0,07;"US"
"Intuit Inc";51;0,07;"US"
"Baidu Online Network Technology (Beijing) Co Ltd";51;0,07;"CN"
"Abb Schweiz Ag";50;0,07;"CH"
"Western Digital Technologies Inc";50;0,07;"US"
"Gemalto Sa";49;0,06;"FR"
"Nagravision Sa";48;0,06;"CH"
"Feitian Technologies Co Ltd";48;0,06;"CN"
"Motorola Mobility Llc";48;0,06;"US"
"Sony Mobile Communications Inc";47;0,06;"JP"
"Arm Limited";46;0,06;"UK"
"Kalhan Amit";46;0,06;"US"
"Softbank Corp";45;0,06;"JP"
"China Mobile Communication Co Ltd Research Insti";44;0,06;"CN"
"Dropbox Inc";42;0,06;"US"
"Landis+Gyr Innovations Inc";42;0,06;"US"
"Cypress Semiconductor Corporation";41;0,05;"US"
"Vmware Inc";40;0,05;"US"
"Kddi Corporation";40;0,05;"JP"
"Coinplug Inc";40;0,05;"KR"
"Snap Inc";40;0,05;"US"
"Uber Technologies Inc";40;0,05;"US"
"Bundesdruckerei Gmbh";39;0,05;"DE"
"Hitachi Kokusai Electric Inc";39;0,05;"JP"
"Hangzhou Hikvision Digital Technology Co Ltd";39;0,05;"CN"
"Ethicon Llc";39;0,05;"PR"
"Ethicon Llc";39;0,05;"US"
"Nec Laboratories Europe Gmbh";38;0,05;"DE"
"Sony Interactive Entertainment Inc";38;0,05;"JP"
"Autel Robotics Co Ltd";38;0,05;"CN"
"Sprint Communications Company Lp";37;0,05;"US"
"Itron Inc";37;0,05;"US"
"Phicomm (Shanghai) Co Ltd";37;0,05;"CN"
"Midea Group Co Ltd";37;0,05;"CN"
"Lemobile Information Technology (Beijing) Co Ltd";37;0,05;"CN"
"Massachusetts Institute Of Technology";36;0,05;"US"
"Beijing Kingsoft Internet Security Software Co Ltd";36;0,05;"CN"
"Le Shi Zhi Xin Electronic Technology (Tianjin) Limited";36;0,05;"CN"
"Cloudminds (Shenzhen) Robotics Systems Co Ltd";36;0,05;"CN"
"Shenzhen Water World Co Ltd";36;0,05;"CN"
"Beijing Didi Infinity Technology And Development Co Ltd";36;0,05;"CN"
"Spreadtrum Communications (Shanghai) Co Ltd";36;0,05;"CN"
"Vodafone Ip Licensing Limited";35;0,05;"UK"
"Fujian Landi Commercial Equipment Co Ltd";35;0,05;"CN"
"Korea Electronics Technology Institute";35;0,05;"KR"
"3m Innovative Properties Company";35;0,05;"US"
"Wilus Institute Of Standards And Technology Inc";35;0,05;"KR"
"Satori Worldwide Llc";34;0,04;"US"
"Hapsmobile Inc";34;0,04;"JP"
"Interdigital Ce Patent Holdings";33;0,04;"FR"
"Sensormatic Electronics Llc";33;0,04;"US"
"Thales";33;0,04;"FR"
"Beijing Jingdong Century Trading Co Ltd";33;0,04;"CN"
"Bose Corporation";33;0,04;"US"
"Cryptography Research Inc";32;0,04;"US"
"Xi'an Zhongxing New Software Co Ltd";32;0,04;"CN"
"Valeo Comfort And Driving Assistance";32;0,04;"FR"
"Netapp Inc";32;0,04;"US"
"Tencent Technology (Shenzhen) Co Ltd";32;0,04;"CN"
"Yamaha Corporation";32;0,04;"JP"
"Lecloud Computing Co Ltd";32;0,04;"CN"
"Le Shi Internet Information & Technology Corp Beijing";32;0,04;"CN"
"Kt Corporation";32;0,04;"KR"
"Beijing Jingdong Shangke Information Technology Co Ltd";32;0,04;"CN"
"Lutron Technology Company Llc";32;0,04;"US"
"Solid Inc";32;0,04;"KR"
"Wilson Electronics Llc";32;0,04;"US"
"Arm Ip Limited";31;0,04;"UK"
"Pcms Holdings Inc";31;0,04;"US"
"Huawei Technologies Duesseldorf Gmbh";31;0,04;"DE"
"Guangzhou Shirui Electronics Co Ltd";31;0,04;"CN"
"Tsinghua University";31;0,04;"CN"
"Saudi Arabian Oil Company";31;0,04;"SA"
"Akamai Technologies Inc";30;0,04;"US"
"Guizhou Baishancloud Technology Co Ltd";30;0,04;"CN"
"Sony Interactive Entertainment Llc";30;0,04;"US"
"Beijing Didi Infinity Technology And Development C";30;0,04;"CN"
"Psa Automobiles Sa";29;0,04;"FR"
"Xard Group Pty Ltd";29;0,04;"AU"
"Texas Instruments Incorporated";29;0,04;"US"
"Thales Dis Ais Deutschland Gmbh";29;0,04;"DE"
"Denso International America Inc";29;0,04;"US"
"Panasonic Intellectual Property Corporation Of Ame";29;0,04;"US"
"Chang Henry";29;0,04;"US"
"Mimos Berhad";28;0,04;"MY"
"Qizhi Software (Beijing) Company Limited";28;0,04;"CN"
"Byd Company Limited";28;0,04;"CN"
"Koninklijke Kpn Nv";28;0,04;"NL"
"Veniam Inc";28;0,04;"US"
"Rovi Guides Inc";28;0,04;"US"
"Ofinno Llc";28;0,04;"US"
"Here Global Bv";27;0,04;"NL"
"Thomson Licensing";27;0,04;"FR"
"Netflix Inc";27;0,04;"US"
"Cubic Corporation";27;0,04;"US"
"New H3c Technologies Co Ltd";27;0,04;"CN"
"Pure Storage Inc";26;0,03;"US"
"Telecom Italia Spa";26;0,03;"IT"
"Hytera Communications Corporation Limited";26;0,03;"CN"
"Ricoh Company Ltd";26;0,03;"JP"
"Continental Automotive France";26;0,03;"FR"
"Wuhan Douyu Network Technology Co Ltd";26;0,03;"CN"
"Guangzhou Shiyuan Electronics Co Ltd";26;0,03;"CN"
"Fraunhofer-Gesellschaft Zur F„ñRderung Der Angewand";26;0,03;"DE"
"Honor Device Co Ltd";26;0,03;"CN"
"Google Inc";25;0,03;"US"
"Nokia Of America Corporation";25;0,03;"US"
"Ford Global Technologies Llc";25;0,03;"US"
"Shenzhen Tinno Wireless Technology Co Ltd";25;0,03;"CN"
"Walleye Software Llc";25;0,03;"US"
"Jrd Communication Inc";24;0,03;"CN"
"The Nielsen Company (Us) Llc";24;0,03;"US"
"Nordic Semiconductor Asa";24;0,03;"NO"
"Platon Co Limited";24;0,03;"HK"
"Sonos Inc";24;0,03;"US"
"Hfi Innovation Inc";24;0,03;"TW"
"Halliburton Energy Services Inc";24;0,03;"US"
"Bae Systems Plc";23;0,03;"UK"
"Salesforcecom Inc";23;0,03;"US"
"Hitachi Automotive Systems Ltd";23;0,03;"JP"
"Agency For Science Technology And Research";23;0,03;"SG"
"Shanghai Zhangmen Science And Technology Co Ltd";23;0,03;"CN"
"Marvell World Trade Ltd";22;0,03;"BB"
"Entit Software Llc";22;0,03;"US"
"Afero Inc";22;0,03;"US"
"Tendyron Corporation";22;0,03;"CN"
"Nec Laboratories America Inc";22;0,03;"US"
"Sigfox";22;0,03;"FR"
"Safran Electronics & Defense";22;0,03;"FR"
"Nederlandse Organisatie Voor Toegepast- Natuurwetenschappelijk Onderzoek Tno";22;0,03;"NL"
"Roku Inc";22;0,03;"US"
"Nec Europe Ltd";21;0,03;"DE"
"Seoul National University R&Db Foundation";21;0,03;"KR"
"Endress+Hauser Process Solutions Ag";21;0,03;"CH"
"Espressif Systems (Shanghai) Co Ltd";21;0,03;"CN"
"Shenzhen Transsion Communication Limited";21;0,03;"CN"
"Southeast University";21;0,03;"CN"
"Sharma Pratik";21;0,03;"IN"
"Launch Tech Co Ltd";21;0,03;"CN"
"Gentex Corporation";21;0,03;"US"
"Daimler Ag";21;0,03;"DE"
"Cognitive Systems Corp";21;0,03;"CA"
"Andrew Wireless Systems Gmbh";21;0,03;"DE"
"Cpg Technologies Llc";21;0,03;"US"
"Cohere Technologies Inc";21;0,03;"US"
"Liang Ping";21;0,03;"US"
"Andrew Wireless Systems Gmbh";21;0,03;"US"
"Servicenow Inc";20;0,03;"US"
"Shenzhen Tcl Digital Technology Ltd";20;0,03;"HK"
"Olympus Corporation";20;0,03;"JP"
"Shanghai Lianshang Network Technology Co Ltd";20;0,03;"CN"
"Beijing Kingsoft Cloud Technology Co Ltd";20;0,03;"CN"
"Futurewei Technologies Inc";20;0,03;"US"
"Facebook Technologies Llc";20;0,03;"US"
"Shenzhen Tcl Digital Technology Ltd";20;0,03;"CN"
"Ingenico Group";19;0,03;"FR"
"Samsung Sds Co Ltd";19;0,03;"KR"
"Yandex Europe Ag";19;0,03;"CH"
"Shenzhen Excelsecu Data Technology Co Ltd";19;0,03;"CN"
"Fingerprint Cards Ab";19;0,03;"SE"
"American Express Travel Related Services Company Inc";19;0,03;"US"
"Beijing Kingsoft Cloud Network Technology Co Ltd";19;0,03;"CN"
"Gd Midea Air-Conditioning Equipment Co Ltd";19;0,03;"CN"
"Ossia Inc";19;0,03;"US"
"Amotech Co Ltd";19;0,03;"KR"
"Shenzhen Voxtech Co Ltd";19;0,03;"CN"
"Somfy Activites Sa";18;0,02;"FR"
"Diebold Nixdorf Incorporated";18;0,02;"US"
"Marvell Asia Pte Ltd";18;0,02;"SG"
"South China University Of Technology";18;0,02;"CN"
"Smartsky Networks Llc";18;0,02;"US"
"Northeastern University";18;0,02;"CN"
"Comba Telecom Systems (China) Limited";18;0,02;"CN"
"Corning Optical Communications Llc";18;0,02;"US"
"Kodiak Networks Inc";18;0,02;"US"
"Anycheck Information Technologies Co Ltd";18;0,02;"CN"
"Northeastern University";18;0,02;"US"
