"id";"value";"share";"ctry"
"Safran Aircraft Engines";142;3,78;"FR"
"Siemens Aktiengesellschaft";126;3,35;"DE"
"Mitsubishi Hitachi Power Systems Ltd";71;1,89;"JP"
"Siemens Energy Global Gmbh & Co Kg";62;1,65;"DE"
"General Electric Company";56;1,49;"US"
"Mitsubishi Power Ltd";44;1,17;"JP"
"Neoperl Gmbh";33;0,88;"DE"
"Mitsubishi Heavy Industries Ltd";31;0,83;"JP"
"Robert Bosch Gmbh";28;0,75;"DE"
"Saudi Arabian Oil Company";24;0,64;"SA"
"Valmont Industries Inc";22;0,59;"US"
"Pioneer Overseas Corporation";22;0,59;"US"
"Enplas Corporation";19;0,51;"JP"
"Scania Cv Ab";19;0,51;"SE"
"Ihi Corporation";19;0,51;"JP"
"Orbital Systems Ab";18;0,48;"SE"
"Nec Corporation";16;0,43;"JP"
"Husqvarna Ab";15;0,4;"SE"
"Siemens Energy Inc";13;0,35;"US"
"Mtu Aero Engines Ag";13;0,35;"DE"
"Netafim Ltd";12;0,32;"IL"
"Sinobioway Bio-Agriculture Group Co Ltd";12;0,32;"CN"
"Borgwarner Inc";12;0,32;"US"
"Ng Tat Yung";12;0,32;"HK"
"Kawasaki Jukogyo Kabushiki Kaisha";11;0,29;"JP"
"Siemens Energy Global Gmbh&Co Kg";11;0,29;"DE"
"Halliburton Energy Services Inc";11;0,29;"US"
"3m Innovative Properties Company";11;0,29;"US"
"Massachusetts Institute Of Technology";10;0,27;"US"
"Sipp Technologies Llc";10;0,27;"US"
"Mueller International Llc";10;0,27;"US"
"Fluidmaster Inc";9;0,24;"US"
"Rain Bird Corporation";9;0,24;"US"
"The Regents Of The University Of California";9;0,24;"US"
"The Climate Corporation";9;0,24;"US"
"Grow Solutions Tech Llc";9;0,24;"US"
"Nuovo Pignone Tecnologie - Srl";9;0,24;"IT"
"Mitsubishi Heavy Industries Engine & Turbocharger Ltd";9;0,24;"JP"
"Gaztransport Et Technigaz";9;0,24;"FR"
"Inficon Gmbh";9;0,24;"DE"
"Inficon Gmbh";9;0,24;"CH"
"Isuzu Motors Limited";8;0,21;"JP"
"Solar Turbines Incorporated";8;0,21;"US"
"Li Huayu";8;0,21;"CN"
"Safran Helicopter Engines";8;0,21;"FR"
"Safran Ceramics";8;0,21;"FR"
"Jiangsu University";7;0,19;"CN"
"Sz Dji Technology Co Ltd";7;0,19;"CN"
"Pioneer Hi-Bred International Inc";7;0,19;"US"
"Turboden Spa";7;0,19;"IT"
"Cummins Inc";7;0,19;"US"
"Mitsubishi Heavy Industries Compressor Corporation";7;0,19;"JP"
"Atlas Copco Airpower Naamloze Vennootschap";7;0,19;"BE"
"Eagle Industry Co Ltd";7;0,19;"JP"
"Curapipe System Ltd";7;0,19;"IL"
"Relineeurope Ag";7;0,19;"DE"
"Yang Yue";7;0,19;"CN"
