"id";"value";"share";"ctry"
"Huawei Technologies Co Ltd";1982;4,41;"CN"
"Microsoft Technology Licensing Llc";1388;3,09;"US"
"Zte Corporation";1014;2,26;"CN"
"Samsung Electronics Co Ltd";943;2,1;"KR"
"Telefonaktiebolaget Lm Ericsson (Publ)";933;2,08;"SE"
"Advanced New Technologies Co Ltd";766;1,7;"KY"
"Qualcomm Incorporated";690;1,54;"US"
"Intel Corporation";633;1,41;"US"
"Nec Corporation";523;1,16;"JP"
"Hewlett-Packard Development Company Lp";523;1,16;"US"
"Ping An Technology (Shenzhen) Co Ltd";516;1,15;"CN"
"Alibaba Group Holding Limited";500;1,11;"KY"
"Alibaba Group Holding Limited";500;1,11;"US"
"Google Llc";447;0,99;"US"
"Siemens Aktiengesellschaft";386;0,86;"DE"
"Nippon Telegraph And Telephone Corporation";354;0,79;"JP"
"Visa International Service Association";333;0,74;"US"
"Tencent Technology (Shenzhen) Company Limited";332;0,74;"CN"
"Lg Electronics Inc";321;0,71;"KR"
"Nokia Technologies Oy";315;0,7;"FI"
"Mitsubishi Electric Corporation";308;0,69;"JP"
"International Business Machines Corporation";302;0,67;"US"
"Cisco Technology Inc";261;0,58;"US"
"Guangdong Oppo Mobile Telecommunications Corp Ltd";256;0,57;"CN"
"Yulong Computer Telecommunication Scientific (Shenzhen) Co Ltd";254;0,57;"CN"
"Mastercard International Incorporated";248;0,55;"US"
"Apple Inc";229;0,51;"US"
"Nchain Holdings Limited";225;0,5;"AG"
"Hewlett Packard Enterprise Development Lp";219;0,49;"US"
"Orange";201;0,45;"FR"
"Thales Dis France Sa";198;0,44;"FR"
"Sony Group Corporation";182;0,41;"JP"
"Mcafee Llc";182;0,41;"US"
"Citrix Systems Inc";180;0,4;"US"
"Citrix Systems Inc";180;0,4;"CN"
"British Telecommunications Public Limited Company";147;0,33;"UK"
"Sony Corporation";146;0,32;"JP"
"Amazon Technologies Inc";142;0,32;"US"
"Hitachi Ltd";141;0,31;"JP"
"Robert Bosch Gmbh";138;0,31;"DE"
"Koninklijke Philips Nv";138;0,31;"NL"
"Le Holdings (Beijing) Co Ltd";138;0,31;"CN"
"Oracle International Corporation";131;0,29;"US"
"Xiaomi Inc";131;0,29;"CN"
"Nokia Solutions And Networks Oy";127;0,28;"FI"
"One Connect Smart Technology Co Ltd (Shenzhen)";121;0,27;"CN"
"Shenzhen Goodix Technology Co Ltd";119;0,26;"CN"
"Micron Technology Inc";114;0,25;"US"
"Guangdong Oppo Mobile Telecommunications Corp Lt";111;0,25;"CN"
"T-Mobile Usa Inc";107;0,24;"US"
"Alipay (Hangzhou) Information Technology Co Ltd";106;0,24;"CN"
"Walmart Apollo Llc";97;0,22;"US"
"Sz Dji Technology Co Ltd";95;0,21;"CN"
"Boe Technology Group Co Ltd";92;0,2;"CN"
"Wangsu Science & Technology Co Ltd";92;0,2;"HK"
"Wangsu Science & Technology Co Ltd";92;0,2;"CN"
"Nagravision Sa";91;0,2;"CH"
"Giesecke+Devrient Mobile Security Gmbh";89;0,2;"DE"
"Arm Limited";89;0,2;"UK"
"Capital One Services Llc";89;0,2;"US"
"China Unionpay Co Ltd";89;0,2;"CN"
"Motorola Solutions Inc";88;0,2;"US"
"Beijing Qihoo Technology Company Limited";88;0,2;"CN"
"Jpmorgan Chase Bank Na";87;0,19;"US"
"Gemalto Sa";84;0,19;"FR"
"Bundesdruckerei Gmbh";80;0,18;"DE"
"Paypal Inc";78;0,17;"US"
"Blackberry Limited";76;0,17;"CA"
"Saudi Arabian Oil Company";76;0,17;"SA"
"Assa Abloy Ab";75;0,17;"SE"
"Vivo Mobile Communication Co Ltd";74;0,16;"CN"
"Shenzhen University";73;0,16;"CN"
"Arris Enterprises Llc";72;0,16;"US"
"Carrier Corporation";70;0,16;"US"
"Denso Corporation";70;0,16;"JP"
"Beijing Xiaomi Mobile Software Co Ltd";69;0,15;"CN"
"Webank Co Ltd";68;0,15;"CN"
"Fujitsu Limited";67;0,15;"JP"
"Fingerprint Cards Ab";66;0,15;"SE"
"Honeywell International Inc";65;0,14;"US"
"Panasonic Intellectual Property Corporation Of America";64;0,14;"US"
"Intel Ip Corporation";62;0,14;"US"
"Alcatel Lucent";62;0,14;"FR"
"Sumitomo Electric Industries Ltd";62;0,14;"JP"
"Siemens Mobility Gmbh";61;0,14;"DE"
"Convida Wireless Llc";61;0,14;"US"
"Omron Corporation";59;0,13;"JP"
"Huawei International Pte Ltd";58;0,13;"SG"
"Facebook Inc";57;0,13;"US"
"Sumitomo Wiring Systems Ltd";56;0,12;"JP"
"Canon Kabushiki Kaisha";55;0,12;"JP"
"Deutsche Telekom Ag";55;0,12;"DE"
"Fujian Landi Commercial Equipment Co Ltd";55;0,12;"CN"
"Autonetworks Technologies Ltd";54;0,12;"JP"
"Intuit Inc";53;0,12;"US"
"Volkswagen Aktiengesellschaft";53;0,12;"DE"
"Ebay Inc";52;0,12;"US"
"Audi Ag";52;0,12;"DE"
"General Electric Company";52;0,12;"US"
"Entit Software Llc";50;0,11;"US"
"Baidu Online Network Technology (Beijing) Co Ltd";49;0,11;"CN"
"Huizhou Tcl Mobile Communication Co Ltd";49;0,11;"CN"
"Wuhan Douyu Network Technology Co Ltd";48;0,11;"CN"
"Siemens Industry Software Inc";48;0,11;"US"
"Level 3 Communications Llc";47;0,1;"US"
"Sanechips Technology Co Ltd";46;0,1;"CN"
"Feitian Technologies Co Ltd";45;0,1;"CN"
"Phicomm (Shanghai) Co Ltd";45;0,1;"CN"
"Vmware Inc";44;0,1;"US"
"Le Shi Zhi Xin Electronic Technology (Tianjin) Limited";44;0,1;"CN"
"Raytheon Company";43;0,1;"US"
"Signify Holding Bv";43;0,1;"NL"
"Bayerische Motoren Werke Aktiengesellschaft";42;0,09;"DE"
"Kabushiki Kaisha Toshiba";41;0,09;"JP"
"Qizhi Software (Beijing) Company Limited";41;0,09;"CN"
"Coinplug Inc";41;0,09;"KR"
"Shenzhen Transsion Communication Limited";41;0,09;"CN"
"Arm Ip Limited";39;0,09;"UK"
"Cloudminds (Shenzhen) Robotics Systems Co Ltd";39;0,09;"CN"
"Mimos Berhad";38;0,08;"MY"
"Nec Laboratories America Inc";38;0,08;"US"
"Shenzhen Shenglu Iot Communication Technology Co Ltd";38;0,08;"CN"
"Nec Laboratories Europe Gmbh";37;0,08;"DE"
"Cryptography Research Inc";37;0,08;"US"
"Continental Automotive Gmbh";37;0,08;"DE"
"Beijing Kingsoft Internet Security Software Co Ltd";37;0,08;"CN"
"China Mobile Communications Group Co Ltd";37;0,08;"CN"
"Akamai Technologies Inc";35;0,08;"US"
"Mcafee Inc";35;0,08;"US"
"Dropbox Inc";35;0,08;"US"
"Abb Schweiz Ag";35;0,08;"CH"
"Symantec Corporation";35;0,08;"US"
"Chengdu Qianniucao Information Technology Co Ltd";35;0,08;"CN"
"Pcms Holdings Inc";34;0,08;"US"
"Shanghai Lianshang Network Technology Co Ltd";34;0,08;"CN"
"Lemobile Information Technology (Beijing) Co Ltd";34;0,08;"CN"
"Lenovo (Singapore) Pte Ltd";33;0,07;"SG"
"New H3c Technologies Co Ltd";33;0,07;"CN"
"Services P„©Troliers Schlumberger";33;0,07;"FR"
"Kddi Corporation";32;0,07;"JP"
"Idac Holdings Inc";32;0,07;"US"
"Zhang Yanyan";31;0,07;"CN"
"Western Digital Technologies Inc";31;0,07;"US"
"Kabushiki Kaisha Tokai Rika Denki Seisakusho";31;0,07;"JP"
"Cirrus Logic International Semiconductor Limited";31;0,07;"UK"
"Synopsys Inc";30;0,07;"US"
"Sophos Limited";30;0,07;"UK"
"Ca Inc";30;0,07;"US"
"Gree Electric Appliances Inc Of Zhuhai";30;0,07;"CN"
"Ntt Docomo Inc";29;0,06;"JP"
"Ethicon Llc";29;0,06;"PR"
"Ethicon Llc";29;0,06;"US"
"Halliburton Energy Services Inc";29;0,06;"US"
"Salesforcecom Inc";28;0,06;"US"
"Tendyron Corporation";28;0,06;"CN"
"Hughes Network Systems Llc";28;0,06;"US"
"Shanghai Zhangmen Science And Technology Co Ltd";28;0,06;"CN"
"Bitdefender Ipr Management Ltd";27;0,06;"CY"
"China Academy Of Telecommunications Technology";27;0,06;"CN"
"Beijing Jingdong Shangke Information Technology Co Ltd";27;0,06;"CN"
"Jrd Communication (Shenzhen) Ltd";27;0,06;"CN"
"Platon Co Limited";27;0,06;"HK"
"Geoquest Systems Bv";27;0,06;"NL"
"Forescout Technologies Inc";27;0,06;"US"
"Thales";26;0,06;"FR"
"Cylance Inc";26;0,06;"US"
"Lecloud Computing Co Ltd";26;0,06;"CN"
"Beijing Jingdong Century Trading Co Ltd";26;0,06;"CN"
"Landmark Graphics Corporation";26;0,06;"US"
"Panasonic Intellectual Property Management Co Ltd";25;0,06;"JP"
"Irdeto Bv";25;0,06;"NL"
"Idemia France";25;0,06;"FR"
"Pax Computer Technology (Shenzhen) Co Ltd";25;0,06;"CN"
"Sharma Pratik";25;0,06;"IN"
"Walleye Software Llc";25;0,06;"US"
"Nuance Communications Inc";25;0,06;"US"
"Asml Netherlands Bv";25;0,06;"NL"
"Interdigital Ce Patent Holdings";24;0,05;"FR"
"Thales Dis Cpl Usa Inc";24;0,05;"US"
"Huawei Technologies Duesseldorf Gmbh";24;0,05;"DE"
"Ricoh Company Ltd";24;0,05;"JP"
"Midea Group Co Ltd";24;0,05;"CN"
"Equifax Inc";24;0,05;"US"
"Tsinghua University";24;0,05;"CN"
"Rovi Guides Inc";24;0,05;"US"
"Shenzhen Heytap Technology Corp Ltd";24;0,05;"CN"
"Ingenico Group";23;0,05;"FR"
"Sprint Communications Company Lp";23;0,05;"US"
"Hrl Laboratories Llc";23;0,05;"US"
"Shape Security Inc";23;0,05;"US"
"Onetrust Llc";23;0,05;"US"
"Dalian University Of Technology";23;0,05;"CN"
"Netflix Inc";22;0,05;"US"
"Massachusetts Institute Of Technology";22;0,05;"US"
"Thomson Licensing";21;0,05;"FR"
"Averon Us Inc";21;0,05;"US"
"Sharp Kabushiki Kaisha";21;0,05;"JP"
"Kt Corporation";21;0,05;"KR"
"The Nielsen Company (Us) Llc";21;0,05;"US"
"Beijing Didi Infinity Technology And Development Co Ltd";21;0,05;"CN"
"Nec Europe Ltd";20;0,04;"DE"
"Nicira Inc";20;0,04;"US"
"Psa Automobiles Sa";20;0,04;"FR"
"Sony Interactive Entertainment Inc";20;0,04;"JP"
"Snap Inc";20;0,04;"US"
"Maxell Ltd";20;0,04;"JP"
"Shenzhen Onething Technologies Co Ltd";20;0,04;"CN"
"Mediatek Singapore Pte Ltd";20;0,04;"SG"
"Reliaquest Holdings Llc";20;0,04;"US"
"Secure-Ic Sas";19;0,04;"FR"
"Interdigital Patent Holdings Inc";19;0,04;"US"
"Xi'an Zhongxing New Software Co Ltd";19;0,04;"CN"
"Korea Advanced Institute Of Science And Technology";19;0,04;"KR"
"Zwipe As";19;0,04;"NO"
"South China University Of Technology";19;0,04;"CN"
"Xard Group Pty Ltd";19;0,04;"AU"
"Sony Semiconductor Solutions Corporation";19;0,04;"JP"
"Lexmark International Inc";19;0,04;"US"
"Schlumberger Technology Bv";19;0,04;"NL"
"Anycheck Information Technologies Co Ltd";19;0,04;"CN"
"Avast Software Sro";19;0,04;"CZ"
"The Regents Of The University Of California";19;0,04;"US"
"Hitachi Automotive Systems Ltd";18;0,04;"JP"
"Telecom Italia Spa";18;0,04;"IT"
"Hangzhou Hikvision Digital Technology Co Ltd";18;0,04;"CN"
"Guang Dong Oppo Mobile Telecommunications Corp Ltd";18;0,04;"CN"
"Sony Europe Limited";18;0,04;"UK"
"American Express Travel Related Services Company Inc";18;0,04;"US"
"Magic Leap Inc";18;0,04;"US"
"Texas Instruments Incorporated";18;0,04;"US"
"Microchip Technology Incorporated";18;0,04;"US"
"China Mobile Communication Co Ltd Research Institute";18;0,04;"CN"
"Northeastern University";18;0,04;"CN"
"Denso International America Inc";18;0,04;"US"
"Datang Mobile Communications Equipment Co Ltd";18;0,04;"CN"
"State Grid Corporation Of China";18;0,04;"CN"
"One Connect Smart Technology Co Ltd(Shenzhen)";18;0,04;"CN"
"Northeastern University";18;0,04;"US"
"Kyocera Corporation";18;0,04;"JP"
"Autodesk Inc";18;0,04;"US"
"Rakuten Group Inc";17;0,04;"JP"
"China Iwncomm Co Ltd";17;0,04;"CN"
"Kyocera Document Solutions Inc";17;0,04;"JP"
"Line Corporation";17;0,04;"JP"
"Tzero Ip Llc";17;0,04;"US"
"Nationz Technologies Inc";17;0,04;"CN"
"Le Shi Internet Information & Technology Corp Beijing";17;0,04;"CN"
"Shenzhen Tcl Digital Technology Ltd";17;0,04;"HK"
"Nti Inc";17;0,04;"JP"
"3m Innovative Properties Company";17;0,04;"US"
"Omron Healthcare Co Ltd";17;0,04;"JP"
"Allstate Insurance Company";17;0,04;"US"
"Southeast University";17;0,04;"CN"
"Lapsechain Sa";17;0,04;"CH"
"Panasonic Intellectual Property Corporation Of Ame";17;0,04;"US"
