"id";"value";"share";"ctry"
"Huawei Technologies Co Ltd";634;5,91;"CN"
"Intel Corporation";314;2,93;"US"
"Nippon Telegraph And Telephone Corporation";258;2,41;"JP"
"Zte Corporation";257;2,4;"CN"
"Nec Corporation";239;2,23;"JP"
"International Business Machines Corporation";203;1,89;"US"
"Mitsubishi Electric Corporation";168;1,57;"JP"
"Boe Technology Group Co Ltd";136;1,27;"CN"
"Google Llc";134;1,25;"US"
"Microsoft Technology Licensing Llc";126;1,17;"US"
"Telefonaktiebolaget Lm Ericsson (Publ)";113;1,05;"SE"
"Osram Opto Semiconductors Gmbh";105;0,98;"DE"
"Signify Holding Bv";83;0,77;"NL"
"The Regents Of The University Of California";73;0,68;"US"
"Massachusetts Institute Of Technology";68;0,63;"US"
"Sony Corporation";60;0,56;"JP"
"Shenzhen China Star Optoelectronics Technology Co Ltd";58;0,54;"CN"
"Sumitomo Electric Industries Ltd";57;0,53;"JP"
"Northrop Grumman Systems Corporation";55;0,51;"US"
"Qualcomm Incorporated";50;0,47;"US"
"Samsung Electronics Co Ltd";50;0,47;"KR"
"Lg Innotek Co Ltd";50;0,47;"KR"
"Tcl Technology Group Corporation";48;0,45;"CN"
"Merck Patent Gmbh";46;0,43;"DE"
"Lg Chem Ltd";42;0,39;"KR"
"Raytheon Company";42;0,39;"US"
"Hewlett Packard Enterprise Development Lp";41;0,38;"US"
"Alcatel Lucent";41;0,38;"FR"
"Nokia Technologies Oy";40;0,37;"FI"
"President And Fellows Of Harvard College";39;0,36;"US"
"Corning Incorporated";38;0,35;"US"
"King Abdullah University Of Science And Technology";37;0,35;"SA"
"Nanosys Inc";35;0,33;"US"
"Semiconductor Energy Laboratory Co Ltd";35;0,33;"JP"
"Alibaba Group Holding Limited";34;0,32;"KY"
"Alibaba Group Holding Limited";34;0,32;"US"
"Accelink Technologies Co Ltd";33;0,31;"CN"
"Kyocera Corporation";32;0,3;"JP"
"Centre National De La Recherche Scientifique";31;0,29;"FR"
"Korea Advanced Institute Of Science And Technology";29;0,27;"KR"
"Commscope Technologies Llc";29;0,27;"US"
"X Development Llc";28;0,26;"US"
"Atomera Incorporated";28;0,26;"US"
"D-Wave Systems Inc";27;0,25;"CA"
"Halliburton Energy Services Inc";27;0,25;"US"
"Purelifi Limited";27;0,25;"UK"
"Sony Semiconductor Solutions Corporation";26;0,24;"JP"
"Fujifilm Corporation";26;0,24;"JP"
"Lg Electronics Inc";26;0,24;"KR"
"Shenzhen University";25;0,23;"CN"
"Yale University";24;0,22;"US"
"3m Innovative Properties Company";24;0,22;"US"
"Tokyo Electron Limited";24;0,22;"JP"
"Rockley Photonics Limited";24;0,22;"UK"
"Seoul Viosys Co Ltd";24;0,22;"KR"
"Hisense Broadband Multimedia Technologies Co Ltd";23;0,21;"CN"
"Ciena Corporation";23;0,21;"US"
"Fujitsu Limited";22;0,21;"JP"
"Cisco Technology Inc";22;0,21;"US"
"Fiberhome Telecommunication Technologies Co Ltd";22;0,21;"CN"
"Ionq Inc";21;0,2;"US"
"Tsinghua University";21;0,2;"CN"
"Stanley Electric Co Ltd";21;0,2;"JP"
"Xieon Networks S„† Rl";21;0,2;"LU"
"Ntt Electronics Corporation";21;0,2;"JP"
"Hewlett-Packard Development Company Lp";20;0,19;"US"
"Zapata Computing Inc";20;0,19;"US"
"Najing Technology Corporation Limited";20;0,19;"CN"
"Sony Group Corporation";20;0,19;"JP"
"Panasonic Intellectual Property Corporation Of America";20;0,19;"US"
"Aledia";19;0,18;"FR"
"Fraunhofer-Gesellschaft Zur F„∂Rderung Der Angewandten Forschung Ev";19;0,18;"DE"
"Agency For Science Technology And Research";19;0,18;"SG"
"Applied Materials Inc";19;0,18;"US"
"Rigetti & Co Inc";19;0,18;"US"
"Ns Materials Inc";19;0,18;"JP"
"1qb Information Technologies Inc";19;0,18;"CA"
"Furukawa Electric Co Ltd";19;0,18;"JP"
"Kunshan Go-Visionox Opto-Electronics Co Ltd";19;0,18;"CN"
"Xiamen Sanan Optoelectronics Technology Co Ltd";19;0,18;"CN"
"Finisar Corporation";19;0,18;"US"
"Arris Enterprises Llc";19;0,18;"US"
"At&T Intellectual Property I Lp";19;0,18;"US"
"Sanechips Technology Co Ltd";19;0,18;"CN"
"Guangdong Oppo Mobile Telecommunications Corp Lt";19;0,18;"CN"
"Technische Universiteit Delft";18;0,17;"NL"
"Hamamatsu Photonics Kk";18;0,17;"JP"
"Nanoco Technologies Ltd";18;0,17;"UK"
"Wuhan China Star Optoelectronics Technology Co Ltd";18;0,17;"CN"
"Hitachi Ltd";18;0,17;"JP"
"Tcl Corporation";18;0,17;"CN"
