"id";"value";"share";"ctry"
"Kabushiki Kaisha Toyota Jidoshokki";34;1,39;"JP"
"Denso Corporation";33;1,35;"JP"
"Valeo Systemes Thermiques";31;1,26;"FR"
"Murata Manufacturing Co Ltd";24;0,98;"JP"
"Kabushiki Kaisha Kobe Seiko Sho (Kobe Steel Ltd)";23;0,94;"JP"
"Hutchinson";21;0,86;"FR"
"Ifp Energies Nouvelles";21;0,86;"FR"
"Nanotek Instruments Inc";20;0,82;"US"
"Siemens Aktiengesellschaft";18;0,73;"DE"
"The Regents Of The University Of California";18;0,73;"US"
"Toppan Printing Co Ltd";17;0,69;"JP"
"Mitsubishi Electric Corporation";17;0,69;"JP"
"Siemens Gamesa Renewable Energy A/S";17;0,69;"DK"
"Avx Corporation";15;0,61;"US"
"Commissariat √† L'„âNergie Atomique Et Aux √âNergies Alternatives";14;0,57;"FR"
"Amber Kinetics Inc";13;0,53;"US"
"Asahi Kasei Kabushiki Kaisha";12;0,49;"JP"
"Nippon Kodoshi Corporation";12;0,49;"JP"
"Corning Incorporated";11;0,45;"US"
"Nippon Chemi-Con Corporation";11;0,45;"JP"
"Lg Chem Ltd";11;0,45;"KR"
"Raytheon Company";11;0,45;"US"
"Massachusetts Institute Of Technology";10;0,41;"US"
"Daikin Industries Ltd";10;0,41;"JP"
"Gs Yuasa International Ltd";10;0,41;"JP"
"Robert Bosch Gmbh";10;0,41;"DE"
"Zapgo Ltd";9;0,37;"UK"
"Ube Industries Ltd";9;0,37;"JP"
"Ningbo Csr New Energy Technology Co Ltd";9;0,37;"CN"
"Gm Global Technology Operations Llc";9;0,37;"US"
"Kyungdong Navien Co Ltd";9;0,37;"KR"
"Hydrostor Inc";9;0,37;"CA"
"Zeon Corporation";8;0,33;"JP"
"Sumitomo Electric Industries Ltd";8;0,33;"JP"
"Ls Mtron Ltd";8;0,33;"KR"
"Xiao Lifang";8;0,33;"CN"
"Nederlandse Organisatie Voor Toegepast- Natuurwetenschappelijk Onderzoek Tno";8;0,33;"NL"
"Midea Group Co Ltd";8;0,33;"CN"
"Yazaki Energy System Corporation";8;0,33;"JP"
"Toray Industries Inc";7;0,29;"JP"
"Deutsches Zentrum F„ºR Luft- Und Raumfahrt Ev";7;0,29;"DE"
"Fujifilm Corporation";7;0,29;"JP"
"Centre National De La Recherche Scientifique";7;0,29;"FR"
"Valeo Syst„®Mes Thermiques";7;0,29;"FR"
"Glasspoint Solar Inc";7;0,29;"US"
"Ar„ßElik Anonim Sirketi";7;0,29;"TR"
"Blue Solutions";6;0,24;"FR"
"Nissan Chemical Corporation";6;0,24;"JP"
"Basf Se";6;0,24;"DE"
"Tpr Co Ltd";6;0,24;"JP"
"Dic Corporation";6;0,24;"JP"
"Shenzhen Enesoon Science&Technology Co Ltd";6;0,24;"CN"
"Gudesen Hans Gude";6;0,24;"NO"
"The University Of Tokyo";5;0,2;"JP"
"Nanyang Technological University";5;0,2;"SG"
"Osaka Soda Co Ltd";5;0,2;"JP"
"Kuraray Co Ltd";5;0,2;"JP"
"Pocell Tech Ltd";5;0,2;"IL"
"Yoshio Masaki";5;0,2;"JP"
"Nawatechnologies";5;0,2;"FR"
"Linde Aktiengesellschaft";5;0,2;"DE"
"Lumenion Gmbh";5;0,2;"DE"
"Siemens Energy Global Gmbh & Co Kg";5;0,2;"DE"
"Technische Universit„§T Wien";5;0,2;"AT"
"Conlon William M";5;0,2;"US"
"Sunamp Limited";5;0,2;"UK"
"Yazaki Corporation";5;0,2;"JP"
"Enrichment Technology Company Ltd Zweigniederlassung Deutschland";5;0,2;"DE"
"Guangzhou Yatu New Energy Technology Co Ltd";5;0,2;"CN"
"General Electric Company";4;0,16;"US"
"Agency For Science Technology And Research";4;0,16;"SG"
"Semiconductor Energy Laboratory Co Ltd";4;0,16;"JP"
"Dainippon Printing Co Ltd";4;0,16;"JP"
"Board Of Regents The University Of Texas System";4;0,16;"US"
"Iucf-Hyu (Industry-University Cooperation Foundation Hanyang University)";4;0,16;"KR"
"Fastcap Systems Corporation";4;0,16;"US"
"Rhodia Operations";4;0,16;"FR"
"Korea University Research And Business Foundation";4;0,16;"KR"
"William Marsh Rice University";4;0,16;"US"
"Universite De Nantes";4;0,16;"FR"
"Nec Corporation";4;0,16;"JP"
"Korea Institute Of Machinery & Materials";4;0,16;"KR"
"Shenzhen Capchem Technology Co Ltd";4;0,16;"CN"
"The Regents Of The University Of Michigan";4;0,16;"US"
"Dow Global Technologies Llc";4;0,16;"US"
"Sumitomo Chemical Company Limited";4;0,16;"JP"
"Tsinghua University";4;0,16;"CN"
"Commissariat √† L'„©Nergie Atomique Et Aux √©Nergies Alternatives";4;0,16;"FR"
"Shandong University";4;0,16;"CN"
"Jiangsu University";4;0,16;"CN"
"South China University Of Technology";4;0,16;"CN"
"Fraunhofer-Gesellschaft Zur F„∂Rderung Der Angewandten Forschung Ev";4;0,16;"DE"
"Borgwarner Inc";4;0,16;"US"
"Ngk Insulators Ltd";4;0,16;"JP"
"Japan Climate Systems Corporation";4;0,16;"JP"
"Energynest As";4;0,16;"NO"
"Phase Change Energy Solutions Inc";4;0,16;"US"
"Kaneka Corporation";4;0,16;"JP"
"Microtek Laboratories Inc";4;0,16;"US"
"Mahle International Gmbh";4;0,16;"DE"
"Hitachi Chemical Company Ltd";4;0,16;"JP"
"Malta Inc";4;0,16;"US"
"Nostromo Ltd";4;0,16;"IL"
"Abb Power Grids Switzerland Ag";4;0,16;"CH"
"Linde Gmbh";4;0,16;"DE"
"Emerson Climate Technologies Inc";4;0,16;"US"
"Crrc Shijiazhuang Co Ltd";4;0,16;"CN"
"Siemens Gamesa Renewable Energy Gmbh&Co Kg";4;0,16;"DE"
"Guangdong Midea White Home Appliance Technology In";4;0,16;"CN"
"Helix Power Corporation";4;0,16;"US"
"Subsea 7 Norway As";4;0,16;"NO"
"Solvay Sa";3;0,12;"BE"
"Autonetworks Technologies Ltd";3;0,12;"JP"
"Sumitomo Wiring Systems Ltd";3;0,12;"JP"
"Thales";3;0,12;"FR"
"Georgia Tech Research Corporation";3;0,12;"US"
"Analog Devices Inc";3;0,12;"US"
"Nisshinbo Holdings Inc";3;0,12;"JP"
"Huawei Technologies Co Ltd";3;0,12;"CN"
"University Of Technology Sydney";3;0,12;"AU"
"Sony Corporation";3;0,12;"JP"
"Maxwell Technologies Inc";3;0,12;"US"
"Broadbit Batteries Oy";3;0,12;"FI"
"National Institute For Materials Science";3;0,12;"JP"
"Universit„© De Tours";3;0,12;"FR"
"Suzhou Hailingda Eiectronic Technology Co Ltd";3;0,12;"CN"
"Lawrence Livermore National Security Llc";3;0,12;"US"
"Kabushiki Kaisha Toshiba";3;0,12;"JP"
"Wujiang Jiayi Eiectronic Technology Co Ltd";3;0,12;"CN"
"University Of South Florida";3;0,12;"US"
"Center For Advanced Meta-Materials";3;0,12;"KR"
"Bae Systems Plc";3;0,12;"UK"
"Ningbo Crrc New Energy Technology Co Ltd";3;0,12;"CN"
"Drexel University";3;0,12;"US"
"Contemporary Amperex Technology Co Limited";3;0,12;"CN"
"Saudi Arabian Oil Company";3;0,12;"SA"
"Avx New Energy (Chengdu) Co Ltd";3;0,12;"CN"
"Karl Brotzmann Consulting Gmbh";3;0,12;"DE"
"Aalborg Csp A/S";3;0,12;"DK"
"Grundfos Holding A/S";3;0,12;"DK"
"Carillion Energy Services Limited";3;0,12;"UK"
"Encapsys Llc";3;0,12;"US"
"Energy Technologies Institute Llp";3;0,12;"UK"
"Eco-Tech Ceram";3;0,12;"FR"
"Westinghouse Electric Company Llc";3;0,12;"US"
"Johnson Controls Technology Company";3;0,12;"US"
"Calsonic Kansei Corporation";3;0,12;"JP"
"Symrise Ag";3;0,12;"DE"
"Viessmann Werke Gmbh & Co Kg";3;0,12;"DE"
"Alliance For Sustainable Energy Llc";3;0,12;"US"
"The Coca-Cola Company";3;0,12;"US"
"Akademie Der Bildenden Kuenste Wien";3;0,12;"AT"
"Sumitomo Heavy Industries Ltd";3;0,12;"JP"
"Gree Electric Appliances Inc Of Zhuhai";3;0,12;"CN"
"Nanjing Tech University";3;0,12;"CN"
"Siemens Gamesa Renewable Energy Gmbh & Co Kg";3;0,12;"DE"
"Lg Electronics Inc";3;0,12;"KR"
"Heliac Aps";3;0,12;"DK"
"Ihi Corporation";3;0,12;"JP"
"Mixergy Limited";3;0,12;"UK"
"Panasonic Corporation";3;0,12;"JP"
"Xi'an Jiaotong University";3;0,12;"CN"
"Shenzhen Enesoon Science & Technology Co Ltd";3;0,12;"CN"
"Saltx Technology Ab";3;0,12;"SE"
"Hanganu Dan Alexandru";3;0,12;"ES"
"Wga Water Global Access Sl";3;0,12;"AD"
"Nomen Calvet Juan Eusebio";3;0,12;"AD"
"Aichi Steel Corporation";3;0,12;"JP"
"Clean Planet Inc";3;0,12;"JP"
"Teraloop Oy";3;0,12;"FI"
"Delta Energy Gmbh&Co Kg 1";3;0,12;"DE"
"Beijing Ipec Technology Ltd";3;0,12;"CN"
"Sumritvanitcha Supot";3;0,12;"TH"
"Voith Patent Gmbh";3;0,12;"DE"
"Jain Samarth";3;0,12;"IN"
"Mishra Dishant";3;0,12;"IN"
"Fundaci„≥N Imdea Materiales";2;0,08;"ES"
"Teknologian Tutkimuskeskus Vtt Oy";2;0,08;"FI"
"Varta Microbattery Gmbh";2;0,08;"DE"
"Adeka Corporation";2;0,08;"JP"
"Nokia Technologies Oy";2;0,08;"FI"
"Cambridge Display Technology Limited";2;0,08;"UK"
"Yunasko Limited";2;0,08;"UK"
"Showa Denko Kk";2;0,08;"JP"
"Boe Technology Group Co Ltd";2;0,08;"CN"
"Otsuka Chemical Co Ltd";2;0,08;"JP"
"Jnc Corporation";2;0,08;"JP"
"Jnc Petrochemical Corporation";2;0,08;"JP"
"Ioxus Inc";2;0,08;"US"
"Florida State University Research Foundation Inc";2;0,08;"US"
"Latent Heat Solutions Llc";2;0,08;"US"
"Celgard Llc";2;0,08;"US"
"Ut-Battelle Llc";2;0,08;"US"
"Cataler Corporation";2;0,08;"JP"
"Ricoh Company Ltd";2;0,08;"JP"
"Lg Innotek Co Ltd";2;0,08;"KR"
"Nesscap Co Ltd";2;0,08;"KR"
"Solvay Specialty Polymers Italy Spa";2;0,08;"IT"
"Superdielectrics Ltd";2;0,08;"UK"
"Taiyo Yuden Co Ltd";2;0,08;"JP"
"Gotion Inc";2;0,08;"US"
"Arizona Board Of Regents On Behalf Of Arizona State University";2;0,08;"US"
"Sekisui Chemical Co Ltd";2;0,08;"JP"
"Chemtech Research Incorporation";2;0,08;"KR"
"Kemet Electronics Corporation";2;0,08;"US"
"Rohm And Haas Electronic Materials Llc";2;0,08;"US"
"Ramot At Tel-Aviv University Ltd";2;0,08;"IL"
"Panasonic Intellectual Property Management Co Ltd";2;0,08;"JP"
"Hitachi Chemical Co Ltd";2;0,08;"JP"
"I&T New Materials Co Ltd";2;0,08;"JP"
"O„ú Skeleton Technologies Group";2;0,08;"EE"
"King Abdullah University Of Science And Technology";2;0,08;"SA"
"Shanghai Aowei Technology Development Co Ltd";2;0,08;"CN"
"United States Of America As Represented By The Administrator Of The National Aeronautics And Space Administration";2;0,08;"US"
"Tdk Corporation";2;0,08;"JP"
"Innocell Aps";2;0,08;"DK"
"Huang Chao";2;0,08;"CN"
"Dst Innovations Limited";2;0,08;"UK"
"Nanotech Energy Inc";2;0,08;"US"
"Power Roll Limited";2;0,08;"UK"
"Mitsubishi Paper Mills Limited";2;0,08;"JP"
"Rai Strategic Holdings Inc";2;0,08;"US"
"Northwestern University";2;0,08;"US"
"Atlantis Technologies";2;0,08;"US"
"Electricit„© De France";2;0,08;"FR"
"Applied Materials Inc";2;0,08;"US"
"Chung-Ang University Industry-Academic Cooperation Foundation";2;0,08;"KR"
"Dongguk University Industry-Academic Cooperation Foundation";2;0,08;"KR"
"Korea Advanced Institute Of Science And Technology";2;0,08;"KR"
"Fuzhou University";2;0,08;"CN"
"Swinburne University Of Technology";2;0,08;"AU"
"Kyoritsu Chemical & Co Ltd";2;0,08;"JP"
"University Of South-Eastern Norway";2;0,08;"NO"
"Cy Cergy Paris Universit„©";2;0,08;"FR"
"Wenzhou University";2;0,08;"CN"
"Kyushu University National University Corporation";2;0,08;"JP"
"Commissariat √† L'energie Atomique Et Aux Energies Alternatives";2;0,08;"FR"
"Tayca Corporation";2;0,08;"JP"
"Le Centre National De La Recherche Scientifique";2;0,08;"FR"
"Toc Capacitor Co Ltd";2;0,08;"JP"
"Centre National De La Recherche Scientifique (Cnrs)";2;0,08;"FR"
"National Institute Of Advanced Industrial Science And Technology";2;0,08;"JP"
"Eni Spa";2;0,08;"IT"
"Qingdao University";2;0,08;"CN"
"Capxon Electronic (Shenzhen) Co Ltd";2;0,08;"CN"
"Zhangjiagang Institute Of Industrial Technologies";2;0,08;"CN"
"Soochow University";2;0,08;"CN"
"Ipr Holding As";2;0,08;"NO"
"Research&Business Foundation Sungkyunkwan Universi";2;0,08;"KR"
"Arkema France";2;0,08;"FR"
"Wuyi University";2;0,08;"CN"
"Victoria Link Limited";2;0,08;"NZ"
"Dalian University Of Technology";2;0,08;"CN"
"Daicel Corporation";2;0,08;"JP"
"Controlamatics Corporation";2;0,08;"US"
"Zhejiang University";2;0,08;"CN"
"National University Corporation Tokai National Hig";2;0,08;"JP"
"South 8 Technologies Inc";2;0,08;"US"
"Soci„©T„© Muller & Cie";2;0,08;"FR"
"Carrier Corporation";2;0,08;"US"
"Saint-Gobain Centre De Recherches Et D'etudes Europeen";2;0,08;"FR"
"Lumenion Ag";2;0,08;"CH"
"Oxford University Innovation Limited";2;0,08;"UK"
"Hanon Systems";2;0,08;"KR"
"Abengoa Solar New Technologies Sa";2;0,08;"ES"
"Samsung Electronics Co Ltd";2;0,08;"KR"
"Naturspeicher Gmbh";2;0,08;"DE"
"Rebound Technologies Inc";2;0,08;"US"
"Synhelion Sa";2;0,08;"CH"
"Kabushiki Kaisha Toyota Chuo Kenkyusho";2;0,08;"JP"
"Intex Holdings Pty Ltd";2;0,08;"AU"
"Schlumberger Technology Bv";2;0,08;"NL"
"Services P„©Troliers Schlumberger";2;0,08;"FR"
"Hitachi Ltd";2;0,08;"JP"
"Danieli & C Officine Meccaniche Spa";2;0,08;"IT"
"Trent University";2;0,08;"CA"
"Furukawa Electric Co Ltd";2;0,08;"JP"
"Calyxia";2;0,08;"FR"
"Kanken Techno Co Ltd";2;0,08;"JP"
"Thermo King Corporation";2;0,08;"US"
"Suntherm Aps";2;0,08;"DK"
"Nanjing Canatal Data-Centre Environmental Tech Co Ltd";2;0,08;"CN"
"Schmetzer Industries Holdings Pty Ltd";2;0,08;"AU"
"Sanden Automotive Climate Systems Corporation";2;0,08;"JP"
"Applied Research Associates Inc";2;0,08;"US"
"Kyoto University";2;0,08;"JP"
"Geinoz Fran„ßOis Ignace";2;0,08;"CH"
"Probalco Bvba";2;0,08;"BE"
"Valeo Systemes Thermiques-Ths";2;0,08;"FR"
"Vito Nv";2;0,08;"BE"
"Stiebel Eltron Gmbh & Co Kg";2;0,08;"DE"
"Nippon Paint Holdings Co Ltd";2;0,08;"JP"
"Etablissementen Franz Colruyt Naamloze Vennootschap";2;0,08;"BE"
"Toyo Engineering Corporation";2;0,08;"JP"
"Mar-Bud Sp„≥Lka Z Ograniczona Odpowiedzialnoscia";2;0,08;"PL"
"Dupont Polymers Inc";2;0,08;"US"
"Combined Power Llc Dba Hyperlight Energy";2;0,08;"US"
"The Curators Of The University Of Missouri";2;0,08;"US"
"Toho Gas Co Ltd";2;0,08;"JP"
"Azelio Ab";2;0,08;"SE"
"1414 Degrees Limited";2;0,08;"AU"
"Mitsubishi Heavy Industries Thermal Systems Ltd";2;0,08;"JP"
"Kelvin Thermal Energy Inc";2;0,08;"CA"
"Technische Universit„§T Chemnitz";2;0,08;"DE"
"Orenko Limited";2;0,08;"UK"
"E2s Power Ag";2;0,08;"CH"
"Heatventors Kft";2;0,08;"HU"
"Blanctec Co Ltd";2;0,08;"JP"
"Zehnder Group International Ag";2;0,08;"CH"
"Universita' Degli Studi Di Padova";2;0,08;"IT"
"De' Longhi Appliances Srl Con Unico Socio";2;0,08;"IT"
"Qinghai Institute Of Salt Lakes Of Chinese Academy";2;0,08;"CN"
"Sinomach Tdi International Engineering Co Ltd";2;0,08;"CN"
"Chan Wing Hong";2;0,08;"HK"
"Showa Denko Materials Co Ltd";2;0,08;"JP"
"Chan Wing Hong";2;0,08;"CN"
"Mitsubishi Power Ltd";2;0,08;"JP"
"Spinning Top Energy Srl";2;0,08;"IT"
"Demetair Systems Ltd";2;0,08;"UK"
"Wattsup Power A/S";2;0,08;"DK"
"Madson Charles Martin Chavez";2;0,08;"PH"
"Advanced Hybrid Pty Ltd";2;0,08;"AU"
"Quidnet Energy Inc";2;0,08;"US"
"Heindl Energy Gmbh";2;0,08;"DE"
"University Of Ulsan Foundation For Industry Cooperation";2;0,08;"KR"
"Jain Irrigation Systems Limited";2;0,08;"IN"
"Cheesecake Energy Ltd";2;0,08;"UK"
"M„¶Rsk Drilling A/S";2;0,08;"DK"
"Xu Limin";2;0,08;"CN"
"Nabtesco Corporation";2;0,08;"JP"
"Statkraft Ireland Limited";2;0,08;"IE"
"Infiniforce Inc";2;0,08;"US"
"Obermeyer Henry K";2;0,08;"US"
"Maersk Drilling A/S";2;0,08;"DK"
"Suzlon Energy Ltd";2;0,08;"IN"
"Oceanus Power&Water Llc";2;0,08;"US"
"Heo Kyu-Hwe";2;0,08;"KR"
"Bakholdin Daniel";2;0,08;"US"
"Heptron International Limited";2;0,08;"UK"
"Luther Gerhard";2;0,08;"DE"
"Schmidt-B„ñCking Horst";2;0,08;"DE"
"Airborne Motor Works Inc";2;0,08;"US"
"Kim Seongsik";2;0,08;"KR"
"Vlaamse Instelling Voor Technologisch Onderzoek Nv (Vito Nv)";1;0,04;"BE"
"Enocell Limited";1;0,04;"UK"
"Storedot Ltd";1;0,04;"IL"
"Powermers Inc";1;0,04;"US"
"B/E Aerospace Systems Gmbh";1;0,04;"DE"
"University Of Tartu";1;0,04;"EE"
"Repsol Sa";1;0,04;"ES"
"Max-Planck-Gesellschaft Zur F„∂Rderung Der Wissenschaften";1;0,04;"DE"
"Ppg Industries Ohio Inc";1;0,04;"US"
"Heraeus Deutschland Gmbh & Co Kg";1;0,04;"DE"
"Sachem Inc";1;0,04;"US"
"Polymer Competence Center Leoben Gmbh";1;0,04;"AT"
"Technische Universit„§T Graz";1;0,04;"AT"
"Fondazione Istituto Italiano Di Tecnologia";1;0,04;"IT"
"Jsr Corporation";1;0,04;"JP"
"Shimane Prefectural Government";1;0,04;"JP"
"Sun Eight Co Ltd";1;0,04;"JP"
"Kawakami Soichiro";1;0,04;"JP"
"Suzhou Hans Energy Storage Technology Co Ltd";1;0,04;"CN"
"Nippon Steel & Sumitomo Metal Corporation";1;0,04;"JP"
"Nippon Steel & Sumikin Materials Co Ltd";1;0,04;"JP"
