"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL34","Telecommunications",0,0,4.65,97.24,4,"south"
"NL34","Textile and paper machines",0,0,45.01,5.66,7,"south"
"NL34","Thermal processes and apparatus",0,0,40.73,9.58,1,"south"
"NL34","Transport",0,0,23.3,23.23,18,"south"
"NL41","Analysis of biological materials",0.13,1,47.34,34.97,106,"south"
"NL41","Audio-visual technology",0,0,70.81,72.35,289,"south"
"NL41","Basic communication processes",0.6,27,73.19,82.4,239,"south"
"NL41","Basic materials chemistry",0,0,14.41,12.17,145,"south"
"NL41","Biotechnology",0.1,2,15.76,36.76,152,"south"
"NL41","Chemical engineering",1.1,174,20.62,18.36,292,"south"
"NL41","Civil engineering",0,0,25.67,13.72,142,"south"
"NL41","Computer technology",1.21,1947,47.58,88.39,1610,"south"
"NL41","Control",1.79,29,41.02,46.7,338,"south"
"NL41","Digital communication",0.86,1,68.26,100,609,"south"
"NL41","Electrical machinery, apparatus, energy",0,0,35.19,30.49,1271,"south"
"NL41","Engines, pumps, turbines",0.72,6,18.07,25.2,145,"south"
"NL41","Environmental technology",0.46,254,15.27,24.65,177,"south"
"NL41","Food chemistry",0,0,13.92,20.91,156,"south"
"NL41","Furniture, games",0,0,32.24,18.02,338,"south"
"NL41","Green technologies",0.55,33,23.13,27.17,522,"south"
"NL41","Handling",0,0,28.19,3.8,162,"south"
"NL41","IT methods for management",0,0,42.72,55.98,101,"south"
"NL41","Machine tools",0.55,1,24.51,1.93,241,"south"
"NL41","Macromolecular chemistry, polymers",2.21,28,14.61,4.28,170,"south"
"NL41","Materials, metallurgy",0.39,24,17.15,19.33,56,"south"
"NL41","Measurement",0.56,29,36.86,54.84,1400,"south"
"NL41","Mechanical elements",0.92,26,22.89,14.17,105,"south"
"NL41","Medical technology",0,0,44.51,41.08,3023,"south"
"NL41","Micro-structural and nano-technology",1.14,181,44.11,42,52,"south"
"NL41","Optics",1.24,154,61.9,45.39,790,"south"
"NL41","Organic fine chemistry",0,0,7.9,28.13,68,"south"
"NL41","Other consumer goods",1.47,1,36.85,23.01,394,"south"
"NL41","Pharmaceuticals",1.15,2,13.54,40.46,145,"south"
"NL41","Semiconductors",0.97,22,61.22,55.41,319,"south"
"NL41","Surface technology, coating",0.82,26,26.21,3.88,105,"south"
"NL41","Telecommunications",0.95,8,56.59,97.24,491,"south"
"NL41","Textile and paper machines",0.5,3,29.68,5.66,64,"south"
"NL41","Thermal processes and apparatus",0.95,33,29.49,9.58,113,"south"
"NL41","Transport",1.41,25,33.98,23.23,269,"south"
"NL42","Analysis of biological materials",1.8,4,35.21,34.97,16,"south"
"NL42","Audio-visual technology",0,0,22.31,72.35,26,"south"
"NL42","Basic communication processes",0.98,13,15.82,82.4,6,"south"
"NL42","Basic materials chemistry",0,0,74.11,12.17,194,"south"
"NL42","Biotechnology",0.84,5,32.65,36.76,138,"south"
"NL42","Chemical engineering",0.75,35,43.5,18.36,110,"south"
"NL42","Civil engineering",0,0,29.78,13.72,48,"south"
"NL42","Computer technology",1.29,615,13.25,88.39,99,"south"
"NL42","Control",0.21,1,13.09,46.7,16,"south"
"NL42","Digital communication",0,0,6.02,100,4,"south"
"NL42","Electrical machinery, apparatus, energy",0,0,37.36,30.49,67,"south"
"NL42","Engines, pumps, turbines",2.02,5,37.24,25.2,18,"south"
"NL42","Environmental technology",0.51,84,58.32,24.65,36,"south"
"NL42","Food chemistry",0,0,54.64,20.91,97,"south"
"NL42","Furniture, games",0,0,21.31,18.02,16,"south"
"NL42","Green technologies",0.67,12,31.87,27.17,184,"south"
"NL42","Handling",0,0,36.55,3.8,76,"south"
"NL42","IT methods for management",0,0,9.6,55.98,5,"south"
"NL42","Machine tools",0,0,46.46,1.93,26,"south"
"NL42","Macromolecular chemistry, polymers",1.33,5,75.34,4.28,311,"south"
"NL42","Materials, metallurgy",0.22,4,58.41,19.33,63,"south"
"NL42","Measurement",0.99,15,25.11,54.84,47,"south"
"NL42","Mechanical elements",0.72,6,21.44,14.17,37,"south"
"NL42","Medical technology",0,0,30.4,41.08,102,"south"
"NL42","Micro-structural and nano-technology",0.7,33,64.67,42,5,"south"
"NL42","Optics",0.41,15,29.25,45.39,66,"south"
"NL42","Organic fine chemistry",0,0,56.77,28.13,101,"south"
"NL42","Other consumer goods",0,0,34.92,23.01,28,"south"
"NL42","Pharmaceuticals",5.86,3,78.64,40.46,61,"south"
"NL42","Semiconductors",0,0,35.88,55.41,28,"south"
"NL42","Surface technology, coating",0.64,6,54.91,3.88,121,"south"
"NL42","Telecommunications",0,0,10.52,97.24,38,"south"
"NL42","Textile and paper machines",0,0,48.1,5.66,191,"south"
"NL42","Thermal processes and apparatus",0.58,6,37.08,9.58,23,"south"
"NL42","Transport",1.14,6,24.89,23.23,104,"south"
"south","Analysis of biological materials",0.349016393442623,5,45.7491803278688,34.97,122,"south"
"south","Audio-visual technology",0,0,66.8068253968254,72.35,315,"south"
"south","Basic communication processes",0.60930612244898,40,71.7850204081633,82.4,245,"south"
"south","Basic materials chemistry",0,0,51.7314572864322,12.17,398,"south"
"south","Biotechnology",0.438528428093646,7,24.0821404682274,36.76,299,"south"
"south","Chemical engineering",0.995582417582418,210,29.9103516483516,18.36,455,"south"
"south","Civil engineering",0,0,26.9164,13.72,200,"south"
"south","Computer technology",1.21363530099357,2566,45.5463763880771,88.39,1711,"south"
"south","Control",1.68994444444444,30,39.2903333333333,46.7,360,"south"
"south","Digital communication",0.85299674267101,1,67.7516286644951,100,614,"south"
"south","Electrical machinery, apparatus, energy",0,0,35.2763913690476,30.49,1344,"south"
"south","Engines, pumps, turbines",0.847951807228916,11,20.5701204819277,25.2,166,"south"
"south","Environmental technology",0.602152466367713,351,24.0269506726457,24.65,223,"south"
"south","Food chemistry",0,0,29.9910984848485,20.91,264,"south"
"south","Furniture, games",0,0,31.6666106442577,18.02,357,"south"
"south","Green technologies",0.777405405405405,47,25.7295675675676,27.17,740,"south"
"south","Handling",0,0,31.0098775510204,3.8,245,"south"
"south","IT methods for management",0,0,40.5672222222222,55.98,108,"south"
"south","Machine tools",0.49275092936803,1,26.7675464684015,1.93,269,"south"
"south","Macromolecular chemistry, polymers",1.467156133829,33,55.7147769516729,4.28,538,"south"
"south","Materials, metallurgy",0.264444444444444,28,41.399037037037,19.33,135,"south"
"south","Measurement",0.572384562370779,44,36.4160785665059,54.84,1451,"south"
"south","Mechanical elements",0.832702702702703,32,22.5023648648649,14.17,148,"south"
"south","Medical technology",0,0,44.0066730523627,41.08,3132,"south"
"south","Micro-structural and nano-technology",1.10140350877193,214,45.9135087719298,42,57,"south"
"south","Optics",1.1732634032634,169,59.293006993007,45.39,858,"south"
"south","Organic fine chemistry",0,0,39.2038693467337,28.13,199,"south"
"south","Other consumer goods",1.36921985815603,1,36.715011820331,23.01,423,"south"
"south","Pharmaceuticals",2.42689814814815,5,33.4464814814815,40.46,216,"south"
"south","Semiconductors",0.889166666666667,22,59.0824425287356,55.41,348,"south"
"south","Surface technology, coating",0.678589211618257,32,42.0230705394191,3.88,241,"south"
"south","Telecommunications",0.875140712945591,8,52.9156660412758,97.24,533,"south"
"south","Textile and paper machines",0.122137404580153,3,43.5179007633588,5.66,262,"south"
"south","Thermal processes and apparatus",0.880948905109489,39,30.8462773722628,9.58,137,"south"
"south","Transport",1.273273657289,31,31.070537084399,23.23,391,"south"
