"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL34","Analysis of biological materials",0,0,15.38,34.97,0,"south"
"NL34","Audio-visual technology",0,0,8.44,72.35,0,"south"
"NL34","Basic communication processes",0,0,4.62,82.4,0,"south"
"NL34","Basic materials chemistry",0,0,69.87,12.17,59,"south"
"NL34","Biotechnology",0,0,33.26,36.76,9,"south"
"NL34","Chemical engineering",0.93,1,52.89,18.36,53,"south"
"NL34","Civil engineering",0,0,30.87,13.72,10,"south"
"NL34","Computer technology",0.36,4,7.15,88.39,2,"south"
"NL34","Control",0,0,11.72,46.7,6,"south"
"NL34","Digital communication",0,0,5.08,100,1,"south"
"NL34","Electrical machinery, apparatus, energy",0,0,30.31,30.49,6,"south"
"NL34","Engines, pumps, turbines",0,0,41.39,25.2,3,"south"
"NL34","Environmental technology",3.45,13,55.57,24.65,10,"south"
"NL34","Food chemistry",0,0,40.55,20.91,11,"south"
"NL34","Furniture, games",0,0,22.3,18.02,3,"south"
"NL34","Green technologies",4.85,2,32.41,27.17,34,"south"
"NL34","Handling",0,0,36.12,3.8,7,"south"
"NL34","IT methods for management",0,0,9.27,55.98,2,"south"
"NL34","Machine tools",0,0,42.8,1.93,2,"south"
"NL34","Macromolecular chemistry, polymers",0,0,71.23,4.28,57,"south"
"NL34","Materials, metallurgy",0,0,59.29,19.33,16,"south"
"NL34","Measurement",0,0,13.89,54.84,4,"south"
"NL34","Mechanical elements",0,0,22.27,14.17,6,"south"
"NL34","Medical technology",0,0,24.91,41.08,7,"south"
"NL34","Micro-structural and nano-technology",0,0,39.72,42,0,"south"
"NL34","Optics",0,0,20.95,45.39,2,"south"
"NL34","Organic fine chemistry",0,0,51.02,28.13,30,"south"
"NL34","Other consumer goods",0,0,33.79,23.01,1,"south"
"NL34","Pharmaceuticals",0,0,46.41,40.46,10,"south"
"NL34","Semiconductors",0,0,26.87,55.41,1,"south"
"NL34","Surface technology, coating",0,0,48.76,3.88,15,"south"
