"id";"x";"y";"label";"color";"count";"parent"
"JP";2012;28,6048184106437;"JP";"yellow";1591;"JP"
"JP";2013;28,1396658532007;"JP";"yellow";1499;"JP"
"JP";2014;26,6903213088902;"JP";"yellow";1354;"JP"
"JP";2011;25,8300271455419;"JP";"yellow";1237;"JP"
"US";2012;21,215390147429;"US";"blue";1180;"US"
"US";2011;24,472750052203;"US";"blue";1172;"US"
"US";2013;21,0437394405857;"US";"blue";1121;"US"
"US";2014;21,5257244234181;"US";"blue";1092;"US"
"US";2010;28,7236877164935;"US";"blue";1078;"US"
"JP";2015;25,9558823529412;"JP";"yellow";1059;"JP"
"JP";2016;26,078184110971;"JP";"yellow";1034;"JP"
"JP";2018;22,5171841668642;"JP";"yellow";950;"JP"
"JP";2019;21,7198788161268;"JP";"yellow";932;"JP"
"JP";2017;23,0081906180194;"JP";"yellow";927;"JP"
"US";2009;30,7948121050881;"US";"blue";926;"US"
"CN";2019;20,6245630389187;"CN";"orange";885;"CN"
"US";2017;21,494167287168;"US";"blue";866;"US"
"US";2018;19,5069921782413;"US";"blue";823;"US"
"US";2016;20,327868852459;"US";"blue";806;"US"
"CN";2020;21,593347639485;"CN";"orange";805;"CN"
"US";2015;19,7058823529412;"US";"blue";804;"US"
"US";2019;18,4805406665113;"US";"blue";793;"US"
"JP";2020;20,7081545064378;"JP";"yellow";772;"JP"
"JP";2010;19,4244604316547;"JP";"yellow";729;"JP"
"US";2008;32,6609029779059;"US";"blue";680;"US"
"CN";2018;16,0938611045271;"CN";"orange";679;"CN"
"US";2020;18,0257510729614;"US";"blue";672;"US"
"EU";2012;12,0640057533261;"DE";"green";671;"EU"
"EU";2011;12,3616621424097;"DE";"green";592;"EU"
"JP";2009;18,8560026604589;"JP";"yellow";567;"JP"
"EU";2013;10,437394405857;"DE";"green";556;"EU"
"EU";2014;10,7431500098561;"DE";"green";545;"EU"
"EU";2010;14,2286171063149;"DE";"green";534;"EU"
"US";2007;31,437125748503;"US";"blue";525;"US"
"CN";2017;12,8816083395383;"CN";"orange";519;"CN"
"EU";2015;11,1029411764706;"DE";"green";453;"EU"
"CN";2021;23,371028540657;"CN";"orange";434;"CN"
"EU";2016;10,8953341740227;"DE";"green";432;"EU"
"KR";2013;7,6215505913272;"KR";"lightgreen";406;"KR"
"EU";2009;13,3688061190555;"DE";"green";402;"EU"
"EU";2018;9,528324247452;"DE";"green";402;"EU"
"KR";2019;9,29853181076672;"KR";"lightgreen";399;"KR"
