"id";"x";"y";"label";"color";"count";"parent"
"US";2014;46,3251670378619;"US";"blue";416;"US"
"US";2015;40,9893992932862;"US";"blue";348;"US"
"US";2013;30,5164319248826;"US";"blue";195;"US"
"US";2018;25,3315649867374;"US";"blue";191;"US"
"US";2017;23,9831697054698;"US";"blue";171;"US"
"US";2016;25,2615844544096;"US";"blue";169;"US"
"US";2019;24,2703533026114;"US";"blue";158;"US"
"US";2020;26,3605442176871;"US";"blue";155;"US"
"US";2012;22,6691042047532;"US";"blue";124;"US"
"US";2011;23,3193277310924;"US";"blue";111;"US"
"US";2010;26,75;"US";"blue";107;"US"
"US";2009;26,1728395061728;"US";"blue";106;"US"
"US";2006;33,112582781457;"US";"blue";100;"US"
"US";2008;26,6129032258065;"US";"blue";99;"US"
"US";2007;32,2368421052632;"US";"blue";98;"US"
"JP";2017;13,6044880785414;"JP";"yellow";97;"JP"
"JP";2013;15,1799687010955;"JP";"yellow";97;"JP"
"JP";2018;12,5994694960212;"JP";"yellow";95;"JP"
"EU";2017;13,3239831697055;"DE";"green";95;"EU"
"JP";2016;14,2002989536622;"JP";"yellow";95;"JP"
"JP";2015;10,718492343934;"JP";"yellow";91;"JP"
"EU";2014;10,1336302895323;"DE";"green";91;"EU"
"US";2005;35,15625;"US";"blue";90;"US"
"EU";2018;10,6100795755968;"DE";"green";80;"EU"
"JP";2019;12,1351766513057;"JP";"yellow";79;"JP"
"EU";2012;14,4424131627057;"DE";"green";79;"EU"
"EU";2015;8,8339222614841;"DE";"green";75;"EU"
"EU";2016;11,2107623318386;"DE";"green";75;"EU"
"JP";2014;8,24053452115813;"JP";"yellow";74;"JP"
"EU";2019;10,9062980030722;"DE";"green";71;"EU"
"EU";2011;14,9159663865546;"DE";"green";71;"EU"
"CN";2018;9,41644562334218;"CN";"orange";71;"CN"
"US";2004;28,5714285714286;"US";"blue";70;"US"
"EU";2009;16,7901234567901;"DE";"green";68;"EU"
"CN";2017;9,25666199158485;"CN";"orange";66;"CN"
"EU";2010;16,5;"DE";"green";66;"EU"
"EU";2020;11,0544217687075;"FR";"green";65;"EU"
"EU";2020;10,0340136054422;"DE";"green";59;"EU"
"US";2021;20,5882352941176;"US";"blue";56;"US"
"EU";2008;15,0537634408602;"DE";"green";56;"EU"
"JP";2012;10,2376599634369;"JP";"yellow";56;"JP"
"CN";2014;6,23608017817372;"CN";"orange";56;"CN"
"CN";2015;6,47820965842167;"CN";"orange";55;"CN"
"EU";2013;8,60719874804382;"DE";"green";55;"EU"
"JP";2011;11,3445378151261;"JP";"yellow";54;"JP"
"EU";2019;7,83410138248848;"FR";"green";51;"EU"
"EU";2016;7,32436472346786;"FR";"green";49;"EU"
"EU";2014;5,456570155902;"UK";"green";49;"EU"
"CN";2020;7,99319727891156;"CN";"orange";47;"CN"
"EU";2014;5,23385300668151;"FR";"green";47;"EU"
