"id","parent","value","color","share"
"Birco Gmbh (DE)","Air & Water pollution reduction",1,"grey",0.01
"Vossloh Fastening Systems Gmbh (DE)","Biofuels",3,"brown",0.03
"Akripol Proizvodnja In Predelava Polimerov Doo (SI)","Advanced Sustainable Materials",1,"orange",0.01
"Plasser & Theurer Export Von Bahnbaumaschinen Gesellschaft Mbh (AT)","Green transports",2,"pink",0.02
"Seidensticker Marko (DE)","Advanced Sustainable Materials",1,"orange",0.01
"Bsw Berleburger Schaumstoffwerk Gmbh (DE)","Advanced Sustainable Materials",1,"orange",0.01
"Kemmerer Andreas (DE)","Advanced Sustainable Materials",1,"orange",0.01
"Beaulieu International Group Nv (BE)","Advanced Sustainable Materials",6,"orange",0.07
"Dura Vermeer Divisie Infra Bv (NL)","Biofuels",1,"brown",0.01
"Dura Vermeer Divisie Infra Bv (NL)","Recycling technologies",1,"darkgreen",0.01
"Robert Bosch Gmbh (DE)","Autonomous vehicles",9,"cyan",0.1
"Volvo Construction Equipment Ab (SE)","Green transports",9,"pink",0.1
"Grossi Giorgio (IT)","Wind energy",1,"violet",0.01
"United States Gypsum Company (US)","Waste management",2,"blue",0.02
"United States Gypsum Company (US)","Biofuels",13,"brown",0.15
"United States Gypsum Company (US)","Recycling technologies",5,"darkgreen",0.06
"Marshalls Mono Limited (UK)","Air & Water pollution reduction",2,"grey",0.02
"Amomatic Oy (FI)","Waste management",1,"blue",0.01
"Amomatic Oy (FI)","Biofuels",1,"brown",0.01
"Amomatic Oy (FI)","Recycling technologies",1,"darkgreen",0.01
"Ammann Schweiz Ag (CH)","Autonomous vehicles",1,"cyan",0.01
"Alm Holding Company (US)","Biofuels",6,"brown",0.07
"Ergon Asphalt & Emulsions Inc (US)","Biofuels",6,"brown",0.07
"Alm Holding Company (US)","Nanotechnology",2,"darkred",0.02
"Ergon Asphalt & Emulsions Inc (US)","Nanotechnology",2,"darkred",0.02
"Robert Bosch Gmbh (DE)","Internet of things",1,"turquoise",0.01
"Shaw Industries Group Inc (US)","Advanced Sustainable Materials",7,"orange",0.08
"Knauf Insulation Sprl (BE)","Water related adaptation technologies",1,"indigo",0.01
"Jing Yu Development Limited (HK)","Solar energy",1,"green",0.01
"Zero Co Ltd (JP)","Autonomous vehicles",1,"cyan",0.01
"Mikatek Ltd (US)","Waste management",1,"blue",0.01
"Mikatek Ltd (US)","Recycling technologies",1,"darkgreen",0.01
"Mikatek Ltd (US)","Advanced Sustainable Materials",1,"orange",0.01
"Invia Pavement Technologies Llc (US)","Biofuels",1,"brown",0.01
"Wirtgen Gmbh (DE)","Autonomous vehicles",1,"cyan",0.01
"Aco Severin Ahlmann Gmbh & Co Kg (DE)","Air & Water pollution reduction",8,"grey",0.09
"Robert Bosch Gmbh (DE)","Augmented reality",1,"navyblue",0.01
"Encell Composites Llc (US)","Advanced Sustainable Materials",1,"orange",0.01
"Sea6 Energy Pvt Ltd (IN)","Wind energy",1,"violet",0.01
"Parker Hannifin Corporation (US)","Green transports",1,"pink",0.01
"Aco Severin Ahlmann Gmbh&Co Kommanditgesellschaft (DE)","Air & Water pollution reduction",13,"grey",0.15
"Caterpillar Paving Products Inc (US)","Autonomous vehicles",5,"cyan",0.06
"Alfred K„§Rcher Se & Co Kg (DE)","Air & Water pollution reduction",1,"grey",0.01
"Permavoid Limited (UK)","Air & Water pollution reduction",1,"grey",0.01
"Moulene Daniel (FR)","Autonomous vehicles",1,"cyan",0.01
"Auto Drive Solutions Sl (ES)","Autonomous vehicles",1,"cyan",0.01
"Fuji-Film Corporation (JP)","Advanced Sustainable Materials",2,"orange",0.02
"Park Jeongchoul (KR)","Autonomous vehicles",1,"cyan",0.01
"Caterpillar Paving Products Inc (US)","Cloud computing",1,"maroon",0.01
"Caterpillar Paving Products Inc (US)","Internet of things",1,"turquoise",0.01
"Ganapathy Venkatasubramaniyan (IN)","Waste management",1,"blue",0.01
"Posco (KR)","Wind energy",1,"violet",0.01
"Bugang Co Ltd (KR)","Air & Water pollution reduction",1,"grey",0.01
"Exotex Inc (US)","Geothermal energy",1,"peach",0.01
"Exotex Inc (US)","Green buildings",1,"darkorange",0.01
"Yang Dingxiang (CN)","Waste management",1,"blue",0.01
"Alion Energy Inc (US)","Solar energy",2,"green",0.02
"Alion Energy Inc (US)","Green buildings",1,"darkorange",0.01
"Plasser & Theurer Export Von Bahnbaumaschinen Gmbh (AT)","Autonomous vehicles",1,"cyan",0.01
"Victoria University (AU)","Air & Water pollution reduction",1,"grey",0.01
"Phillip Island Nature Park Board Of Management Inc (AU)","Air & Water pollution reduction",1,"grey",0.01
"Stadia Turf Technology Pte Ltd (SG)","Advanced Sustainable Materials",1,"orange",0.01
"Fujifilm Corporation (JP)","Augmented reality",9,"navyblue",0.1
"Walmart Apollo Llc (US)","Autonomous vehicles",2,"cyan",0.02
"Anthony Hardwood Composites Inc (US)","Advanced Sustainable Materials",1,"orange",0.01
"Miller Felpax Corporation (US)","Internet of things",1,"turquoise",0.01
"Shin-Etsu Chemical Co Ltd (JP)","Advanced Sustainable Materials",3,"orange",0.03
"C-Crete Technologies Llc (US)","Biofuels",1,"brown",0.01
"C-Crete Technologies Llc (US)","Nanotechnology",1,"darkred",0.01
"Harsco Technologies Llc (US)","Augmented reality",1,"navyblue",0.01
"Intelligent Marking Aps (DK)","Autonomous vehicles",1,"cyan",0.01
"Hong Yung Keun (KR)","Solar energy",1,"green",0.01
"Aichi Steel Corporation (JP)","Autonomous vehicles",17,"cyan",0.19
"Mcdade Billy Shane (US)","Waste management",1,"blue",0.01
"Mcdade Billy Shane (US)","Biofuels",1,"brown",0.01
"Link2 Limited (UK)","Solar energy",1,"green",0.01
"Phosphogreen Ltd (IL)","Waste management",1,"blue",0.01
"Phosphogreen Ltd (IL)","Biofuels",1,"brown",0.01
"10x Technology Llc (US)","Advanced Sustainable Materials",1,"orange",0.01
"Boyle Norman (AU)","Autonomous vehicles",2,"cyan",0.02
"Plasser & Theurer Export Von Bahnbaumaschinen Gesellschaft Mbh (AT)","Autonomous vehicles",1,"cyan",0.01
"Polygreen Srl (IT)","Waste management",1,"blue",0.01
"The Shredded Tire Inc (US)","Recycling technologies",2,"darkgreen",0.02
"Sasol Wax Gmbh (DE)","Biofuels",1,"brown",0.01
"The Kobi Company (BE)","Autonomous vehicles",1,"cyan",0.01
"Jin Chunsong (CN)","Green buildings",1,"darkorange",0.01
"Bharat Petroleum Corporation Limited (IN)","Waste management",1,"blue",0.01
"Aero Facility Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0.01
"Seo Yong Jun (KR)","Autonomous vehicles",1,"cyan",0.01
"Plasser & Theurer Export Von Bahnbaumaschinen Gesellschaft Mbh (AT)","Artificial intelligence",1,"black",0.01
"Pacadar Sa (ES)","Wind energy",2,"violet",0.02
"Ab3 Group Sa (BR)","Advanced Sustainable Materials",1,"orange",0.01
"Mitsubishi Heavy Industries Engineering Ltd (JP)","Autonomous vehicles",1,"cyan",0.01
"Total Marketing Services (FR)","Biofuels",4,"brown",0.05
"Kriezman Omri (IL)","Artificial intelligence",1,"black",0.01
"Kriezman Omri (IL)","Autonomous vehicles",1,"cyan",0.01
"Kriezman Omri (IL)","Cloud computing",1,"maroon",0.01
"Kriezman Omri (IL)","Internet of things",1,"turquoise",0.01
"You Byungki (KR)","Marine & hydro energy",1,"tan",0.01
"Honeywell International Inc (US)","Waste management",1,"blue",0.01
"Honeywell International Inc (US)","Biofuels",2,"brown",0.02
"Honeywell International Inc (US)","Recycling technologies",1,"darkgreen",0.01
"Brendon Limited (UK)","Air & Water pollution reduction",1,"grey",0.01
"Fuji-Film Corporation (JP)","Augmented reality",1,"navyblue",0.01
"Soletanche Freyssinet (FR)","Biofuels",1,"brown",0.01
"Soletanche Freyssinet (FR)","Additive manufacturing",1,"olive",0.01
"Soletanche Freyssinet (FR)","Augmented reality",1,"navyblue",0.01
"Nexus Eco Holdings Ltd (UK)","Solar energy",1,"green",0.01
"Poddar Satish (US)","Waste management",1,"blue",0.01
"Melos Gmbh (DE)","Advanced Sustainable Materials",1,"orange",0.01
"Chongqing Construction Engineering Group Corporation (CN)","Biofuels",1,"brown",0.01
"Research Institute Of Highway Ministry Of Transport (CN)","Biofuels",1,"brown",0.01
"Kim Jae Wook (KR)","Waste management",1,"blue",0.01
"Park Jae Jun (KR)","Waste management",1,"blue",0.01
"Tatro Inc (US)","Advanced Sustainable Materials",1,"orange",0.01
"University Of Alaska Anchorage (US)","Biotechnology",1,"lightorange",0.01
"Positec Power Tools (Suzhou) Co Ltd (CN)","Autonomous vehicles",2,"cyan",0.02
"Quality Mat Company (US)","Advanced Sustainable Materials",3,"orange",0.03
"Sajakorpi Oy (FI)","Air & Water pollution reduction",2,"grey",0.02
"Tasystem Corp (KR)","Green buildings",1,"darkorange",0.01
"Flitsch Robert (US)","Batteries",1,"red",0.01
"Flitsch Frederick A (US)","Batteries",1,"red",0.01
"Flitsch Robert (US)","Green transports",1,"pink",0.01
