"id","parent","value","color","share"
"Asahi Glass Company Limited (JP)","Advanced Sustainable Materials",5,"orange",0
"Imerys Usa Inc (US)","Nanotechnology",1,"darkred",0
"E Ink Corporation (US)","Solar energy",1,"green",0
"E Ink Corporation (US)","Green buildings",1,"darkorange",0
"T1v Inc (US)","Augmented reality",2,"navyblue",0
"Fujifilm Corporation (JP)","Advanced Sustainable Materials",147,"orange",0.06
"Dongwoo Fine-Chem Co Ltd (KR)","Advanced Sustainable Materials",18,"orange",0.01
"Saint-Gobain Glass France (FR)","Advanced Sustainable Materials",35,"orange",0.01
"Konica Minolta Inc (JP)","Green buildings",4,"darkorange",0
"Enplas Corporation (JP)","Advanced Sustainable Materials",3,"orange",0
"Chigoo Interactive Technology Co Ltd (CN)","Artificial intelligence",1,"black",0
"Nissha Co Ltd (JP)","Advanced Sustainable Materials",8,"orange",0
"Toppan Printing Co Ltd (JP)","Advanced Sustainable Materials",10,"orange",0
"Nitto Denko Corporation (JP)","Solar energy",7,"green",0
"Nec Corporation (JP)","Augmented reality",505,"navyblue",0.21
"Toyobo Co Ltd (JP)","Advanced Sustainable Materials",28,"orange",0.01
"Gunze Limited (JP)","Advanced Sustainable Materials",4,"orange",0
"Fuji-Film Corporation (JP)","Advanced Sustainable Materials",12,"orange",0.01
"Pi Inovatif Yapi Sistemleri Sanayi Ve Ticaret Limited Sirketi (TR)","Solar energy",1,"green",0
"Pi Inovatif Yapi Sistemleri Sanayi Ve Ticaret Limited Sirketi (TR)","Green buildings",1,"darkorange",0
"The European Atomic Energy Community (Euratom) Represented By The European Commission (BE)","Nuclear energy",1,"white",0
"Signify Holding Bv (NL)","Wind energy",1,"violet",0
"Freitas Wellington Freitas (BR)","Solar energy",1,"green",0
"Aguira Pilagallo Giuliano (BR)","Solar energy",1,"green",0
"Leonardo Camilo Henrique (BR)","Solar energy",1,"green",0
"Freitas Wellington Freitas (BR)","Batteries",1,"red",0
"Aguira Pilagallo Giuliano (BR)","Batteries",1,"red",0
"Leonardo Camilo Henrique (BR)","Batteries",1,"red",0
"Samsung Electronics Co Ltd (KR)","Solar energy",62,"green",0.03
"Wang Kan (CN)","Cybersecurity",1,"yellow",0
"Wang Haiwei (CN)","Cybersecurity",1,"yellow",0
"Zhang Yueqing (SG)","Cybersecurity",1,"yellow",0
"Zhou Xuchu (SG)","Cybersecurity",1,"yellow",0
"Zhu Xiaohong (SG)","Cybersecurity",1,"yellow",0
"Wang Jianyi (SG)","Cybersecurity",1,"yellow",0
"Wang Kan (CN)","Smart grids",1,"lightgreen",0
"Wang Haiwei (CN)","Smart grids",1,"lightgreen",0
"Zhang Yueqing (SG)","Smart grids",1,"lightgreen",0
"Zhou Xuchu (SG)","Smart grids",1,"lightgreen",0
"Zhu Xiaohong (SG)","Smart grids",1,"lightgreen",0
"Wang Jianyi (SG)","Smart grids",1,"lightgreen",0
"Beijing Kesiyuan Technology Co Ltd (CN)","Artificial intelligence",1,"black",0
"Baker Hughes Incorporated (US)","Additive manufacturing",1,"olive",0
"10x Technology Llc (US)","Advanced Sustainable Materials",1,"orange",0
"Safran Nacelles (FR)","Advanced Sustainable Materials",1,"orange",0
"Adhetec (FR)","Advanced Sustainable Materials",1,"orange",0
"Commercial Aircraft Corporation Of China Ltd Shanghai Aircraft Design And Research Institute (CN)","Augmented reality",1,"navyblue",0
"Commercial Aircraft Corporation Of China Ltd (CN)","Augmented reality",1,"navyblue",0
"Sumitomo Chemical Company Limited (JP)","Advanced Sustainable Materials",79,"orange",0.03
"Semiconductor Energy Laboratory Co Ltd (JP)","Quantum computers",12,"silver",0.01
"Shenzhen China Star Optoelectronics Technology Co Ltd (CN)","Solar energy",12,"green",0.01
"Lg Electronics Inc (KR)","Solar energy",28,"green",0.01
"Bando Chemical Industries Ltd (JP)","Advanced Sustainable Materials",10,"orange",0
"Pilot Italia Spa (IT)","Advanced Sustainable Materials",2,"orange",0
"Toppan Printing Co Ltd (JP)","Solar energy",6,"green",0
"Sony Interactive Entertainment Inc (JP)","Augmented reality",219,"navyblue",0.09
"Zeon Corporation (JP)","Advanced Sustainable Materials",32,"orange",0.01
"Li Huaping (US)","Solar energy",1,"green",0
"Luan Xinning (US)","Solar energy",1,"green",0
"Liu Jiang (US)","Solar energy",1,"green",0
"Chen Shifeng (CN)","Advanced Sustainable Materials",1,"orange",0
"Shenzhen Royole Technologies Co Ltd (CN)","Advanced Sustainable Materials",7,"orange",0
"Seo Yong Jun (KR)","Autonomous vehicles",1,"cyan",0
"Upm Raflatac Oy (FI)","Advanced Sustainable Materials",2,"orange",0
"Xie Juan'ping (CN)","Advanced Sustainable Materials",1,"orange",0
"Jiao Lin (CN)","Advanced Sustainable Materials",1,"orange",0
"Kunshan New Flat Panel Display Technology Center Co Ltd (CN)","Solar energy",7,"green",0
"Kunshan Go-Visionox Opto-Electronics Co Ltd (CN)","Solar energy",17,"green",0.01
"Dic Corporation (JP)","Advanced Sustainable Materials",48,"orange",0.02
"Atec Iot Co Ltd (KR)","Internet of things",1,"turquoise",0
"Gritstone Bio Inc (US)","Artificial intelligence",8,"black",0
"Shenzhen Royole Technologies Co Ltd (CN)","Solar energy",6,"green",0
"Rekrix Co Ltd (KR)","Batteries",1,"red",0
"Samsung Electronics Co Ltd (KR)","Augmented reality",643,"navyblue",0.27
"Kriezman Omri (IL)","Artificial intelligence",1,"black",0
"Kriezman Omri (IL)","Autonomous vehicles",1,"cyan",0
"Kriezman Omri (IL)","Cloud computing",1,"maroon",0
"Kriezman Omri (IL)","Internet of things",1,"turquoise",0
"Kolon Industries Inc (KR)","Advanced Sustainable Materials",2,"orange",0
"Molnar Dezso (US)","Autonomous vehicles",3,"cyan",0
"Canavan John (US)","Autonomous vehicles",3,"cyan",0
"Institut F„ºR Rundfunktechnik Gmbh (DE)","Autonomous vehicles",1,"cyan",0
"Ars Electronica Linz Gmbh & Co Kg (AT)","Autonomous vehicles",5,"cyan",0
"B1 Led Videoboard Ug (DE)","Solar energy",1,"green",0
"Shenzhen Skyworth-Rgb Electronic Co Ltd (CN)","Solar energy",1,"green",0
"Beijing Boe Optoelectronics Technology Co Ltd (CN)","Advanced Sustainable Materials",2,"orange",0
"Beijing Boe Display Technology Co Ltd (CN)","Solar energy",17,"green",0.01
"Polysecure Gmbh (DE)","Waste management",1,"blue",0
"Polysecure Gmbh (DE)","Recycling technologies",1,"darkgreen",0
"Innovative Dragon Ltd (UK)","Batteries",1,"red",0
"Innovative Dragon Ltd (UK)","Green transports",1,"pink",0
"Innovative Dragon Ltd (UK)","Autonomous vehicles",2,"cyan",0
"Innovative Dragon Ltd (UK)","Internet of things",1,"turquoise",0
"Sheng Yuwei (CN)","Green buildings",1,"darkorange",0
"Dong Jin Company Co Ltd (KR)","Artificial intelligence",1,"black",0
"Dong Jin Company Co Ltd (KR)","Augmented reality",1,"navyblue",0
"Innovia Films Limited (UK)","Advanced Sustainable Materials",1,"orange",0
"Mitsubishi Electric Corporation (JP)","Solar energy",61,"green",0.03
"Samsung Electronics Co Ltd (KR)","Advanced Sustainable Materials",30,"orange",0.01
"Samsung Sdi Co Ltd (KR)","Advanced Sustainable Materials",4,"orange",0
"Oxford University Innovation Limited (UK)","Advanced Sustainable Materials",1,"orange",0
"Kono Corporation Ltd (KR)","Green buildings",4,"darkorange",0
"Kono Corporation Ltd (KR)","Cybersecurity",4,"yellow",0
"Rohm And Haas Company (US)","Advanced Sustainable Materials",1,"orange",0
"Sony Group Corporation (JP)","Advanced Sustainable Materials",5,"orange",0
"Huawei Technologies Co Ltd (CN)","Blockchain",530,"purple",0.22
"Huawei Technologies Co Ltd (CN)","Cybersecurity",1729,"yellow",0.73
"Huawei Technologies Co Ltd (CN)","Internet of things",4375,"turquoise",1.85
"Lg Innotek Co Ltd (KR)","Solar energy",12,"green",0.01
"World Emblem International Inc (US)","Advanced Sustainable Materials",1,"orange",0
"Cintas Corporate Services Inc (US)","Advanced Sustainable Materials",1,"orange",0
"Dexerials Corporation (JP)","Solar energy",3,"green",0
"Dong Guan Zhong Shi Tuo Enterprise Co Ltd (CN)","Advanced Sustainable Materials",1,"orange",0
"Filo Andrew Simon (US)","Solar energy",1,"green",0
"Filo Andrew Simon (US)","Autonomous vehicles",1,"cyan",0
"Nippon Carbide Industries Co Inc (JP)","Advanced Sustainable Materials",2,"orange",0
"Oji Holdings Corporation (JP)","Advanced Sustainable Materials",3,"orange",0
"Vestel Elektronik Sanayi Ve Ticaret As (TR)","Solar energy",2,"green",0
"Bayerische Motoren Werke Aktiengesellschaft (DE)","Advanced Sustainable Materials",3,"orange",0
"Inuru Gmbh (DE)","Solar energy",1,"green",0
"Mitsubishi Chemical Corporation (JP)","Solar energy",1,"green",0
"Sony Corporation (JP)","Solar energy",53,"green",0.02
"Culver Matthew (US)","Autonomous vehicles",1,"cyan",0
"Tovis Co Ltd (KR)","Advanced Sustainable Materials",1,"orange",0
"Motorola Solutions Inc (US)","Augmented reality",27,"navyblue",0.01
"Lg Chem Ltd (KR)","Advanced Sustainable Materials",18,"orange",0.01
"Sony Mobile Communications Inc (JP)","Cybersecurity",14,"yellow",0.01
"Sony Mobile Communications Inc (JP)","Internet of things",47,"turquoise",0.02
"Shenzhen China Star Optoelectronics Technology Co Ltd (CN)","Quantum computers",6,"silver",0
"Shenzhen China Star Optoelectronics Technology Co Ltd (CN)","Nanotechnology",2,"darkred",0
"Shenzhen China Star Optoelectronics Technology Co Ltd (CN)","Advanced Sustainable Materials",1,"orange",0
"Dow Toray Co Ltd (JP)","Advanced Sustainable Materials",4,"orange",0
"Dow Silicones Corporation (US)","Advanced Sustainable Materials",1,"orange",0
"Pepsico Inc (US)","Advanced Sustainable Materials",2,"orange",0
"Labelcraft Products Ltd (CA)","Advanced Sustainable Materials",1,"orange",0
"Mariella Labels Oy (FI)","Blockchain",2,"purple",0
"Lintec Corporation (JP)","Advanced Sustainable Materials",15,"orange",0.01
"Lintec Of America Inc (US)","Advanced Sustainable Materials",1,"orange",0
"Bot Home Automation Inc (US)","Solar energy",1,"green",0
"Bot Home Automation Inc (US)","Batteries",2,"red",0
"Royal Square Investments Cc (ZA)","Augmented reality",1,"navyblue",0
"Fuzhou Sifei Information Technology Co Ltd (CN)","Cloud computing",1,"maroon",0
"Fuzhou Sifei Information Technology Co Ltd (CN)","Internet of things",1,"turquoise",0
"Shenzhen Kuang-Chi Space Tech Co Ltd (CN)","Advanced Sustainable Materials",1,"orange",0
"Ts Tech Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0
"Dainippon Printing Co Ltd (JP)","Advanced Sustainable Materials",3,"orange",0
"Solablock Llc (US)","Solar energy",1,"green",0
"Solablock Llc (US)","Green buildings",1,"darkorange",0
"Sony Group Corporation (JP)","Solar energy",28,"green",0.01
"Ing Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0
"Ipdev Co (US)","Blockchain",1,"purple",0
"Daicel Corporation (JP)","Advanced Sustainable Materials",19,"orange",0.01
"Shenzhen Goodix Technology Co Ltd (CN)","Artificial intelligence",19,"black",0.01
"Wuhan China Star Optoelectronics Technology Co Ltd (CN)","Solar energy",23,"green",0.01
"Ledfoil Finland Oy (FI)","Solar energy",1,"green",0
"Ledfoil Finland Oy (FI)","Internet of things",1,"turquoise",0
"Storm Alexey Viktorovich (RU)","Quantum computers",1,"silver",0
"Tohoku University (JP)","Advanced Sustainable Materials",2,"orange",0
"Denka Company Limited (JP)","Advanced Sustainable Materials",23,"orange",0.01
"Koike Yasuhiro (JP)","Advanced Sustainable Materials",1,"orange",0
"Guangdong Oppo Mobile Telecommunications Corp Ltd (CN)","Batteries",49,"red",0.02
"Guangdong Oppo Mobile Telecommunications Corp Ltd (CN)","Augmented reality",94,"navyblue",0.04
"Ebay Inc (US)","Solar energy",1,"green",0
"Guangdong Oppo Mobile Telecommunications Corp Ltd (CN)","Cloud computing",186,"maroon",0.08
"Flashgate Technology Inc (CA)","Internet of things",1,"turquoise",0
"Jxtg Nippon Oil & Energy Corporation (JP)","Advanced Sustainable Materials",5,"orange",0
"Yu Myeong Sang (KR)","Blockchain",1,"purple",0
"Kim Eun Sook (KR)","Blockchain",1,"purple",0
"Yu Da En (KR)","Blockchain",1,"purple",0
"Yu Seng Min (KR)","Blockchain",1,"purple",0
"Blueview Elec-Optic Tech Co Ltd (CN)","Green buildings",1,"darkorange",0
"Sony Corporation (JP)","Artificial intelligence",135,"black",0.06
"Defensya Ingenieria Internacional Sl (ES)","Autonomous vehicles",4,"cyan",0
"China Industries Limited (UK)","Additive manufacturing",1,"olive",0
"Agc Inc (JP)","Advanced Sustainable Materials",53,"orange",0.02
"Knowck Co Ltd (KR)","Cybersecurity",1,"yellow",0
"Daf Trucks Nv (NL)","Augmented reality",1,"navyblue",0
"Samsung Electronics Co Ltd (KR)","Cybersecurity",796,"yellow",0.34
"Wu Keyi (CN)","Blockchain",1,"purple",0
"Niiyama Heiji (JP)","Solar energy",2,"green",0
"Niiyama Heiji (JP)","Batteries",2,"red",0
"Niiyama Heiji (JP)","Smart grids",1,"lightgreen",0
"Beijing Boe Optoelectronics Technology Co Ltd (CN)","Solar energy",17,"green",0.01
"Boe Technology Group Co Ltd (CN)","Augmented reality",184,"navyblue",0.08
"Shiseido Co Ltd (JP)","Batteries",1,"red",0
"Beijing Boe Multimedia Technology Co Ltd (CN)","Solar energy",1,"green",0
"Beijing Boe Multimedia Technology Co Ltd (CN)","Quantum computers",1,"silver",0
"Pepsico Inc (US)","Internet of things",5,"turquoise",0
"Nec Solution Innovators Ltd (JP)","Green buildings",1,"darkorange",0
"Korea University Research And Business Foundation (KR)","Augmented reality",12,"navyblue",0.01
"Yodogawa Medec Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0
"Yodogawa Hu-Tech Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0
"Jnc Corporation (JP)","Solar energy",4,"green",0
"Kwansei Gakuin Educational Foundation (JP)","Solar energy",3,"green",0
"Mariella Labels Oy (FI)","Internet of things",3,"turquoise",0
"Lintec Corporation (JP)","Solar energy",1,"green",0
"Daktronics Inc (US)","Advanced Sustainable Materials",1,"orange",0
"Hefei Xinsheng Optoelectronics Technology Co Ltd (CN)","Advanced Sustainable Materials",8,"orange",0
"Sekisui Chemical Co Ltd (JP)","Advanced Sustainable Materials",56,"orange",0.02
"Walmart Apollo Llc (US)","Blockchain",124,"purple",0.05
"Hit Robot Group Shanghai Co Ltd (CN)","Autonomous vehicles",1,"cyan",0
"H„ºBner Gmbh & Co Kg (DE)","Green transports",1,"pink",0
"Lorrygram Gmbh (AT)","Internet of things",1,"turquoise",0
"Nippon Sheet Glass Company Limited (JP)","Advanced Sustainable Materials",8,"orange",0
"Chongqing Wancai Printing Co Ltd (CN)","Advanced Sustainable Materials",1,"orange",0
"Shenzhen Lt Optoelectronics Co Ltd (CN)","Solar energy",1,"green",0
"Goertek Inc (CN)","Solar energy",4,"green",0
"Canon Kabushiki Kaisha (JP)","Solar energy",14,"green",0.01
"Osram Gmbh (DE)","Green buildings",10,"darkorange",0
"Shanghai Bihu Network Technology Co Ltd (CN)","Cloud computing",1,"maroon",0
"Shanghai Bihu Network Technology Co Ltd (CN)","Internet of things",1,"turquoise",0
"Bemis Company Inc (US)","Advanced Sustainable Materials",5,"orange",0
"Kateeva Inc (US)","Solar energy",1,"green",0
"Kateeva Inc (US)","Quantum computers",1,"silver",0
"Kateeva Inc (US)","Advanced Sustainable Materials",1,"orange",0
"Nano-Lit Technologies Limited (UK)","Advanced Sustainable Materials",1,"orange",0
"Coglix Coltd (KR)","Artificial intelligence",1,"black",0
"Coglix Coltd (KR)","Augmented reality",1,"navyblue",0
"Organo-Circuit Incorporation (JP)","Solar energy",1,"green",0
"Shin-Etsu Engineering Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0
"Mudrick David (US)","Solar energy",1,"green",0
"Sheldon Morick (US)","Solar energy",1,"green",0
"Lonsdale Print Solutions Limited (UK)","Advanced Sustainable Materials",1,"orange",0
"The Diller Corporation (US)","Advanced Sustainable Materials",4,"orange",0
"Hitachi Chemical Company Ltd (JP)","Solar energy",4,"green",0
"Toyo Ink Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0
"Toyo Ink Sc Holdings Co Ltd (JP)","Advanced Sustainable Materials",9,"orange",0
"Nec Lighting Ltd (JP)","Green buildings",2,"darkorange",0
"Ube Industries Ltd (JP)","Advanced Sustainable Materials",8,"orange",0
"Arm Kk (JP)","Artificial intelligence",1,"black",0
"Dnp Fine Chemicals Co Ltd (JP)","Advanced Sustainable Materials",1,"orange",0
"Lomax Group Pty Ltd (AU)","Biotechnology",1,"lightorange",0
"Walmart Apollo Llc (US)","Solar energy",1,"green",0
"Walmart Apollo Llc (US)","Batteries",3,"red",0
"Walmart Apollo Llc (US)","Green transports",2,"pink",0
"Walmart Apollo Llc (US)","Autonomous vehicles",81,"cyan",0.03
"Walmart Apollo Llc (US)","Cloud computing",36,"maroon",0.02
"Walmart Apollo Llc (US)","Internet of things",132,"turquoise",0.06
"Morales Urquiza Carlos (ME)","Solar energy",1,"green",0
"Morales Urquiza Carlos (ME)","Batteries",1,"red",0
"Samsung Electronics Co Ltd (KR)","Quantum computers",21,"silver",0.01
"Chengdu Boe Optoelectronics Technology Co Ltd (CN)","Solar energy",13,"green",0.01
"Toyobo Co Ltd (JP)","Recycling technologies",2,"darkgreen",0
"Osram Opto Semiconductors Gmbh (DE)","Quantum computers",5,"silver",0
"Saralon Gmbh (DE)","Internet of things",1,"turquoise",0
"Fujifilm Corporation (JP)","Augmented reality",313,"navyblue",0.13
"Imax Theatres International Limited (IE)","Solar energy",1,"green",0
"Lumiotec Inc (JP)","Solar energy",1,"green",0
"Park Seung Hwan (KR)","Solar energy",1,"green",0
"Lee Dong Jun (KR)","Solar energy",1,"green",0
"Chongqing Hkc Optoelectronics Technology Co Ltd (CN)","Augmented reality",13,"navyblue",0.01
"Hkc Corporation Limited (CN)","Augmented reality",16,"navyblue",0.01
"Walmart Apollo Inc (US)","Blockchain",1,"purple",0
"Revolution Display Llc (US)","Solar energy",1,"green",0
"Agp Am„©Rica Sa (PA)","Advanced Sustainable Materials",1,"orange",0
"Revivermx Inc (US)","Internet of things",2,"turquoise",0
"Industrial Technology Research Institute (TW)","Advanced Sustainable Materials",2,"orange",0
"Japan Display Inc (JP)","Solar energy",38,"green",0.02
"Sz Dji Technology Co Ltd (CN)","Autonomous vehicles",505,"cyan",0.21
"Planar Systems Inc (US)","Solar energy",1,"green",0
"Otoy Inc (US)","Augmented reality",3,"navyblue",0
"Accelerated Productions Inc (US)","Recycling technologies",1,"darkgreen",0
"Chongqing Boe Optoelectronics Technology Co Ltd (CN)","Solar energy",2,"green",0
"Toyochem Co Ltd (JP)","Advanced Sustainable Materials",5,"orange",0
"Sol Co Ltd (KR)","Solar energy",2,"green",0
"Kabushiki Kaisha Tokai Rika Denki Seisakusho (JP)","Solar energy",2,"green",0
"R„∂Hm Gmbh (DE)","Advanced Sustainable Materials",1,"orange",0
"Konica Minolta Inc (JP)","Solar energy",1,"green",0
"Mazda Motor Corporation (JP)","Autonomous vehicles",11,"cyan",0
"Flex R&D Inc (US)","Advanced Sustainable Materials",1,"orange",0
"Sekisui Chemical Co Ltd (JP)","Quantum computers",1,"silver",0
"Sony Semiconductor Solutions Corporation (JP)","Solar energy",151,"green",0.06
"Osram Sylvania Inc (US)","Green buildings",4,"darkorange",0
"Nike Innovate Cv (US)","Additive manufacturing",5,"olive",0
"The Japan Steel Works Ltd (JP)","Solar energy",1,"green",0
"Konica Minolta Inc (JP)","Quantum computers",1,"silver",0
"Yao Sangyo Corporation (JP)","Advanced Sustainable Materials",1,"orange",0
"Vetex Nv (BE)","Advanced Sustainable Materials",1,"orange",0
"Motherson Innovations Company Ltd (UK)","Augmented reality",2,"navyblue",0
"Shenzhen Ar Technologies Co Ltd (CN)","Artificial intelligence",1,"black",0
"10644137 Canada Inc (CA)","Solar energy",1,"green",0
"Biomedical 3d Printing Co Ltd (KR)","Additive manufacturing",2,"olive",0
"Biomedical 3d Printing Co Ltd (KR)","Cloud computing",1,"maroon",0
"Biomedical 3d Printing Co Ltd (KR)","Internet of things",1,"turquoise",0
"10644137 Canada Inc (CA)","Green buildings",1,"darkorange",0
"Stora Enso Oyj (FI)","Internet of things",1,"turquoise",0
"Shandong Prosperous Star Optoelectronics Co Ltd (CN)","Solar energy",3,"green",0
"Beijing Boe Display Technology Co Ltd (CN)","Augmented reality",6,"navyblue",0
"Lumens Co Ltd (KR)","Solar energy",6,"green",0
"Margrill Anita (US)","Solar energy",1,"green",0
"Margrill Anita (US)","Green buildings",1,"darkorange",0
"Google Llc (US)","Blockchain",140,"purple",0.06
"Google Llc (US)","Green buildings",8,"darkorange",0
"Hewlett-Packard Development Company Lp (US)","Advanced Sustainable Materials",28,"orange",0.01
"Semiconductor Energy Laboratory Co Ltd (JP)","Artificial intelligence",80,"black",0.03
"Avery Dennison Retail Information Services Llc (US)","Advanced Sustainable Materials",3,"orange",0
"Mao Xiuzhong (CN)","Solar energy",1,"green",0
"Shenzhen Ziguang Intelligent Technology Co Ltd (CN)","Solar energy",1,"green",0
"Enplas Corporation (JP)","Augmented reality",2,"navyblue",0
"Asg Enterprises (Aust) Pty Ltd (AU)","Advanced Sustainable Materials",1,"orange",0
"Velasco Mart„≠nez Araceli (ME)","Batteries",1,"red",0
"Optovate Limited (UK)","Solar energy",2,"green",0
"Fujifilm Corporation (JP)","Solar energy",11,"green",0
"T Hasegawa Co Ltd (JP)","Augmented reality",1,"navyblue",0
"Sumitomo Chemical Company Limited (JP)","Solar energy",8,"green",0
"Riiid Inc (KR)","Artificial intelligence",7,"black",0
"Nippon Electric Glass Co Ltd (JP)","Advanced Sustainable Materials",2,"orange",0
"Glass Technology Gmbh (AT)","Advanced Sustainable Materials",1,"orange",0
"Zhuineng Robotics (Shanghai) Co Ltd (CN)","Autonomous robots",1,"teal",0
"Zhuineng Robotics (Shanghai) Co Ltd (CN)","Autonomous vehicles",2,"cyan",0
"V Technology Co Ltd (JP)","Solar energy",7,"green",0
"Actega North America Technologies Inc (US)","Advanced Sustainable Materials",1,"orange",0
"Tag International Solutions Centroam„©Rica Limitada (CR)","Blockchain",1,"purple",0
"Tag International Solutions Centroam„©Rica Limitada (CR)","Cybersecurity",1,"yellow",0
"Tag International Solutions Centroam„©Rica Limitada (CR)","Internet of things",1,"turquoise",0
"Beijing Boe Display Technology Co Ltd (CN)","Quantum computers",4,"silver",0
"Beijing Boe Display Technology Co Ltd (CN)","Nanotechnology",3,"darkred",0
"Fuji Seal International Inc (JP)","Advanced Sustainable Materials",1,"orange",0
"Lu Zhoubo (CN)","Batteries",1,"red",0
"Philip Morris Products Sa (CH)","Batteries",5,"red",0
