"id","parent","value","color","share"
"Aktiebolaget Ludvig Svensson (SE)","Advanced Sustainable Materials",1,"orange",0.02
"The University Of Tokyo (JP)","Advanced Sustainable Materials",1,"orange",0.02
"Plants Laboratory Inc (JP)","Advanced Sustainable Materials",1,"orange",0.02
"Ab Ludvig Svensson (SE)","Advanced Sustainable Materials",2,"orange",0.05
"Hyeonsung Non-Woven Co Ltd (KR)","Advanced Sustainable Materials",1,"orange",0.02
"Enel Produzione Spa (IT)","Advanced Sustainable Materials",1,"orange",0.02
"Fondazione Istituto Italiano Di Tecnologia (IT)","Advanced Sustainable Materials",1,"orange",0.02
"Zeon Corporation (JP)","Advanced Sustainable Materials",10,"orange",0.24
"Nike Innovate Cv (US)","Advanced Sustainable Materials",56,"orange",1.33
"Nike Innovate Cv (US)","Additive manufacturing",10,"olive",0.24
"Nike Innovate Cv (US)","Batteries",2,"red",0.05
"Lg Innotek Co Ltd (KR)","Batteries",1,"red",0.02
"C & J Clark International Limited (UK)","Additive manufacturing",1,"olive",0.02
"The Regents Of The University Of Michigan (US)","Internet of things",1,"turquoise",0.02
"Recovery Force Llc (US)","Advanced Sustainable Materials",1,"orange",0.02
"Rudan Michael (CA)","Advanced Sustainable Materials",1,"orange",0.02
"Dongguan Jianghao Plastic Products Co Ltd (CN)","Advanced Sustainable Materials",1,"orange",0.02
"Qingyuan Global Technology Services Ltd (CN)","Advanced Sustainable Materials",2,"orange",0.05
"Lg Electronics Inc (KR)","Augmented reality",3,"navyblue",0.07
"Kinetyx Sciences Inc (CA)","Artificial intelligence",1,"black",0.02
"Nike Innovate Cv (US)","Autonomous vehicles",3,"cyan",0.07
"Nike Innovate Cv (US)","Internet of things",5,"turquoise",0.12
"Geox Spa (IT)","Cybersecurity",1,"yellow",0.02
"Vibram Spa (IT)","Additive manufacturing",1,"olive",0.02
"University Of Pittsburgh - Of The Commonwealth Sys (US)","Additive manufacturing",1,"olive",0.02
"The Procter & Gamble Company (US)","Advanced Sustainable Materials",77,"orange",1.83
"Cloudtag Inc (UK)","Batteries",1,"red",0.02
"General Electric Company (US)","Artificial intelligence",1,"black",0.02
"Lifesignals Inc (US)","Cloud computing",1,"maroon",0.02
"Lifesignals Inc (US)","Internet of things",1,"turquoise",0.02
"Gushev Marjan (MK)","Artificial intelligence",1,"black",0.02
"Wellbeingsoft Inc (KR)","Artificial intelligence",1,"black",0.02
"Bioserenity (FR)","Artificial intelligence",1,"black",0.02
"Alivecor Inc (US)","Artificial intelligence",1,"black",0.02
"Iron Will Innovations Canada Inc (CA)","Augmented reality",1,"navyblue",0.02
"Boston Scientific Scimed Inc (US)","Nanotechnology",1,"darkred",0.02
