"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL22","A01",104,2.52,62,66.47,"east"
"NL21","A01",36,1.82,51.07,66.47,"east"
"NL21","A21",1,0.76,70.28,61.48,"east"
"NL22","A21",24,8.76,83.33,61.48,"east"
"NL22","A22",16,8.18,68.4,73.99,"east"
"NL21","A22",0,0,43,73.99,"east"
"NL22","A23",133,5.47,83.51,54.42,"east"
"NL21","A23",15,1.29,36.45,54.42,"east"
"NL21","A24",24,3.93,36.95,47.69,"east"
"NL22","A24",7,0.55,50.88,47.69,"east"
"NL21","A41",0,0,35.8,63.5,"east"
"NL22","A41",6,1.56,36.69,63.5,"east"
"NL22","A42",0,0,40.07,56.03,"east"
"NL21","A42",0,0,22.9,56.03,"east"
"NL21","A43",0,0,53.02,72.75,"east"
"NL22","A43",1,0.32,62.81,72.75,"east"
"NL21","A44",0,0,20.51,71.52,"east"
"NL22","A44",0,0,34.71,71.52,"east"
"NL21","A45",2,0.68,32.4,62.96,"east"
"NL22","A45",1,0.16,45.72,62.96,"east"
"NL21","A46",0,0,30.53,66.35,"east"
"NL22","A46",0,0,49.86,66.35,"east"
"NL22","A47",45,1.27,49.83,76.72,"east"
"NL21","A47",24,1.42,43.83,76.72,"east"
"NL22","A61",238,1.12,53.42,37.95,"east"
"NL21","A61",56,0.55,48.69,37.95,"east"
"NL21","A62",2,0.83,39.72,67.05,"east"
"NL22","A62",5,0.99,49.41,67.05,"east"
"NL21","A63",5,1.41,22.12,44.98,"east"
"NL22","A63",6,0.81,31.08,44.98,"east"
"NL21","B01",41,1.58,59.9,57.41,"east"
"NL22","B01",55,1.01,58.88,57.41,"east"
"NL21","B02",1,0.75,51.75,87.93,"east"
"NL22","B02",1,0.36,72.03,87.93,"east"
"NL21","B03",3,3.17,54.86,66.29,"east"
"NL22","B03",8,4.03,63.78,66.29,"east"
"NL22","B04",0,0,67.18,73.66,"east"
"NL21","B04",0,0,59.46,73.66,"east"
"NL22","B05",20,1.39,50.69,86.94,"east"
"NL21","B05",7,1.02,50.16,86.94,"east"
"NL22","B06",1,0.52,40.68,65.31,"east"
"NL21","B06",0,0,28.26,65.31,"east"
"NL22","B07",9,3.24,49.54,83.71,"east"
"NL21","B07",1,0.75,49.31,83.71,"east"
"NL22","B08",8,1.41,47.42,84.85,"east"
